question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2018-SP-FIS-Q001	2018	single_phase	fisica	1	Considere uma estrela de neutrons com densidade m´edia de 5 × 1014 g/cm3, sendo que sua frequˆencia de vibra¸c˜ao radial ν ´e fun¸c˜ao do seu raio R, de sua massa m e da constante da gravita¸c˜ao universal G. Sabe-se que ν ´e dada por uma express˜ao monomial, em que a constante adimensional de proporcionalidade vale aproximadamente 1. Ent˜ao o valor de ν ´e da ordem de	A: 10−2 Hz. || B: 10−1 Hz. || C: 100 Hz. || D: 102 Hz || E: 104 Hz.
ITA-MC-2018-SP-FIS-Q002	2018	single_phase	fisica	2	Numa quadra de volei de 18 m de comprimento, com rede de 2,24 m de altura, uma atleta solit´aria faz um saque com a bola bem em cima da linha de fundo, a 3,0 m de altura, num ˆangulo θ de 15o com a horizontal, conforme a ﬁgura, com trajet´oria num plano perpendicular `a rede. Desprezando o atrito, pode-se dizer que, com 12 m/s de velocidade inicial, a bola θ	A: bate na rede. || B: passa tangenciando a rede. || C: passa a rede e cai antes da linha de fundo. || D: passa a rede e cai na linha de fundo. / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / || E: passa a rede e cai fora da quadra
ITA-MC-2018-SP-FIS-Q003	2018	single_phase	fisica	3	Sobre uma prancha horizontal de massa desprez´ıvel e apoiada no centro, dois discos, de massas mA e mB, respectivamente, rolam com as respectivas velocidades vA e vB, constantes, em dire¸c˜ao ao centro, do qual distam LA e LB, conforme a ﬁgura. Com o sistema em equil´ıbrio antes que os discos colidam, a raz˜ao vA/vB ´e dada por LA LB	A: 1. || B: mA/mB. mA mB || C: mB/mA. || D: LAmA/LBmB. || E: LBmB/LAmA. ////////////////////
ITA-MC-2018-SP-FIS-Q004	2018	single_phase	fisica	4	Uma haste vertical de comprimento L, sem peso, ´e presa a uma articula¸c˜ao T e disp˜oe em sua extremidade de uma pequena massa m que, conforme a ﬁgura, toca levemente a quina de um bloco de massa M. Ap´os uma pequena perturba¸c˜ao, o sistema movimenta-se para a direita. A massa m perde o contato com M no momento em que a haste perfaz um ˆangulo de π/6 rad com a horizontal. Desconsiderando atritos, assinale a velocidade ﬁnal do bloco.	A: M+4m/3 M q q L M 2mgL mgL || B:  || C:  || D: M+4m M / / / / / / / / / / / / / / / / / / / T || E: √ m q q gL mgL mgL
ITA-MC-2018-SP-FIS-Q005	2018	single_phase	fisica	5	Em queixa `a pol´ıcia, um m´usico dep˜oe ter sido quase atropelado por um carro, tendo distinguido o som em Mi da buzina na aproxima¸c˜ao do carro e em R´e, no seu afastamento. Ent˜ao, com base no fato de ser de 10/9 a rela¸c˜ao das frequˆencias νMi/νR´e, a per´ıcia t´ecnica conclui que a velocidade do carro, em km/h, deve ter sido aproximadamente de	A: 64. || B: 71. || C: 83. || D: 102. || E: 130
ITA-MC-2018-SP-FIS-Q006	2018	single_phase	fisica	6	Na ﬁgura, o tanque em forma de tronco de cone, com 10,0 cm de raio da base, cont´em ´agua at´e o n´ıvel de altura h = 500 cm, com 100 cm de raio da superf´ıcie livre. Removendo-se a tampa da base, a ´agua come¸ca a escoar e, nesse instante, a press˜ao no n´ıvel a 15,0 cm de altura ´e de	A: 100 kPa. || B: 102 kPa. h || C: 129 kPa. || D: 149 kPa. || E: 150 kPa
ITA-MC-2018-SP-FIS-Q007	2018	single_phase	fisica	7	A partir de um mesmo ponto a uma certa altura do solo, uma part´ıcula ´e lan¸cada sequencial- mente em trˆes condi¸c˜oes diferentes, mas sempre com a mesma velocidade inicial horizontal v0. O primeiro lan¸camento ´e feito no v´acuo e o segundo, na atmosfera com ar em repouso. O terceiro ´e feito na atmosfera com ar em movimento cuja velocidade em rela¸c˜ao ao solo ´e igual em m´odulo, dire¸c˜ao e sentido `a velocidade v0. Para os trˆes lan¸camentos, designando-se respectivamente de t1, t2 e t3 os tempos de queda da part´ıcula e de v1, v2 e v3 os m´odulos de suas respectivas velocidades ao atingir o solo, assinale a alternativa correta.	A: t1 < t3 < t2; v1 > v3 > v2 || B: t1 < t2 = t3; v1 > v3 > v2 || C: t1 = t3 < t2; v1 = v3 > v2 || D: t1 < t2 < t3; v1 = v3 > v2 || E: t1 < t2 = t3; v1 > v2 = v3
ITA-MC-2018-SP-FIS-Q008	2018	single_phase	fisica	8	Os pontos no gr´aﬁco indicam a velocidade instantˆanea, quilˆometro a quilˆometro, de um carro em movimento retil´ıneo. Por sua vez, o computador de bordo do carro calcula a velocidade m´edia dos ´ultimos 9 km por ele percorridos. Ent˜ao, a curva que melhor representa a velocidade m´edia indicada no computador de bordo entre os quilˆometros 11 e 20 ´e km/h Velocidade instantˆanea 100	A: a tracejada que termina acima de 50 km/h. 90 80 70 || B: a cheia que termina acima de 50 km/h. 60 50 || C: a tracejada que termina abaixo de 50 km/h. 40 30 || D: a pontilhada. 20 10 || E: a cheia que termina abaixo de 50 km/h. 0 km 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
ITA-MC-2018-SP-FIS-Q009	2018	single_phase	fisica	9	Uma massa m de carga q gira em ´orbita circular de raio R e per´ıodo T no plano equatorial de um ´ım˜a. Nesse plano, a uma distˆancia r do ´ım˜a, a intensidade do campo magn´etico ´e B(r) = µ/r3, em que µ ´e uma constante. Se fosse de 4R o raio dessa ´orbita, o per´ıodo seria de	A: T/2. || B: 2T. || C: 8T. || D: 32T. || E: 64T
ITA-MC-2018-SP-FIS-Q010	2018	single_phase	fisica	10	Um tubo ﬁno de massa 1225g e raio r = 10,0 cm encontra-se inicialmente em repouso sobre um plano horizontal sem atrito. A partir do ponto mais alto, um corpo de massa 71,0 g com velocidade inicial zero desliza sem atrito pelo interior do tubo no sentido anti-hor´ario, conforme a ﬁgura. Ent˜ao, quando na posi¸c˜ao mais baixa, o corpo ter´a uma velocidade relativa ao tubo, em cm/s, igual a	A: -11,3. || B: -206. || C: 11,3. r x || D: 206. / / / / / / / / / / / / / / / / / / / / || E: 194
