question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2023-P1-FIS-Q001	2023	phase_1	fisica	1	Uma part´ıcula ´e lan¸cada horizontalmente de uma determinada al- v tura em rela¸c˜ao ao solo em duas situa¸c˜oes: uma em v´acuo e outra em ar at- mosf´erico est´atico, mantendo todas as outras caracter´ısticas, como altura e ve- locidade inicial idˆenticas. O gr´aﬁco do m´odulo de sua velocidade v em fun¸c˜ao da distˆancia horizontal x, no caso do lan¸camento no v´acuo, ´e mostrado na ﬁgura pela curva em linha tracejada, juntamente com mais outras quatro curvas. O ponto no extremo de cada curva indica a posi¸c˜ao em que a part´ıcula atingiu o solo. Pode(m) descrever de maneira correta o lan¸camento em ar atmosf´erico apenas a(s) curva(s)	A: II. || B: II, III e IV. || C: II e III. || D: II e IV || E: I e III. x
ITA-MC-2023-P1-FIS-Q002	2023	phase_1	fisica	2	Um disco de raio R com centro em O pode girar livremente em um plano horizontal sem atrito em torno de um eixo ﬁxo que passa por O. Uma mola de comprimento natural L tem uma das suas extremidades R articuladas a um ponto ﬁxo na parede. Este ponto est´a localizado a uma x O B A distˆancia L do ponto O. A outra extremidade est´a articulada `a borda do disco, em uma posi¸c˜ao cujo movimento ser´a analisado a seguir. Inicialmente, a mola se encontra em orienta¸c˜ao perpendicular `a parede e seu comprimento est´a reduzido a x = L −R, como mostra a ﬁgura. Considere que os pontos L A e B s˜ao pontos ﬁxos do espa¸co e que R < L. A seguir, s˜ao feitas algumas aﬁrma¸c˜oes sobre esse sistema. 1. O sistema tem apenas dois pontos de equil´ıbrio, A e B, sendo ambos inst´aveis. 2. Se um pequeno torque impulsivo for aplicado ao disco, este ´ultimo continuar´a completando voltas inde- ﬁnidamente, contanto que n˜ao haja nenhuma dissipa¸c˜ao de energia. 4. Se um pequeno torque impulsivo for aplicado ao disco, este pode n˜ao completar uma volta se a sua massa for muito grande e a constante el´astica for muito pequena, mesmo sem haver dissipa¸c˜ao de energia. 8. Seja C um ponto ﬁxo no espa¸co a uma distˆancia R de O. Se |∠AOC| < 30◦, C nunca ser´a um ponto de equil´ıbrio est´avel. Assinale a alternativa que cont´em a soma dos n´umeros correspondentes `as aﬁrma¸c˜oes verdadeiras.	A: 2. || B: 3. || C: 5. || D: 8. || E: 10. 2
ITA-MC-2023-P1-FIS-Q003	2023	phase_1	fisica	3	Considere um recipiente, sobre uma plataforma, sujeito à pressão atmosférica Pj. Esse recipiente contém um volume inicial V; Dinamômetro de um gás monoatômico ideal em equilíbrio e tem um êmbolo de seção | transversal de área A e de massa m. Para monitorar a aceleração do sistema, a plataforma foi suspensa por um dinamômetro, como eZ10 ilustrado na figura. Por causa de uma ação de uma força externa vertical, o êmbolo atinge uma nova posição de equilíbrio. Nessa posição : a leitura do dinamômetro indica que a aceleração do sistema é de 1/10 de g para cima. Determine o módulo do deslocamento Ax do êmbolo, com relação ao fundo do recipiente, considerando que a transformação do gás é isentrópica.	A: Av= 3h (ris) || B: Ao ty (fato) |, || C: Ar= (ris) || D: Ar=% (anton): 5 3 || E: pa gh (gica)
ITA-MC-2023-P1-FIS-Q004	2023	phase_1	fisica	4	Um corpo de massa m é lançado em um plano horizontal sem atrito, sob ação da gravidade g, e, ao entrar em um tubo, executa uma trajetória circular de raio R. A força exercida — no corpo pelo tubo logo após o início do movimento circular tem qo intensidade F. Após meia volta, o corpo percorre uma trajetória Vó retílinea em movimento uniforme até certa distância e depois o sobe até certa altura h. O corpo sai do tubo em movimento H| [| vertical e imediatamente passa a se mover dentro de um fluido | NS viscoso até atingir altura máxima H, conforme mostra a figura. J Considere que o corpo se desloca pelo tubo sem atrito; que o diâmetro do tubo é desprezível em relação a R,h e H; e que o q módulo do trabalho realizado pela força de atrito viscoso até a Rs massa atingir H é equivalente a um terço da energia cinética da | partícula, quando esta adentra o fluido. Assinale a alternativa que expressa H em função das variáveis fornecidas.	A: d (hn 4R + EE), || B: (an 5R+ FR). || C: }(n—5R+ £2), || D: é (2h 3R+ FR), || E: }(n-2R+ E),
ITA-MC-2023-P1-FIS-Q005	2023	phase_1	fisica	5	Considere um recipiente tubular fino, com área transversal constante, que contém dois líquidos imissíveis A e B. o As hastes verticais deste recipiente distam 20 cm uma da outra 19 (L = 20 em). Quando o recipiente está em repouso, o líquido A B aH- atinge uma altura de 80 cm em relação à linha de separação dos |x liquidos. Quandoo recipiente é colocado em movimento retilineo os ees DO uniformemente variado, a altura de A com relação a linha de a separacao dos liquidos passa a ser H = 76 cm, conforme mostra — À ee a figura. —_— . . eas L Considerando-se que o sistema parta do repouso, a distância per- corrida pelo recipiente após um intervalo de 3,0 s é	A: 24m. || B: 46m. || C: 90m. || D: 13x10m. || E: 1,8x 10m. 3
ITA-MC-2023-P1-FIS-Q006	2023	phase_1	fisica	6	Considere uma m´aquina t´ermica que opera com um ciclo termodinˆamico composto de quatro etapas: (i) expans˜ao isot´ermica, `a temperatura Tq, saindo do volume inicial V0 at´e o volume ﬁnal Vf; (ii) resfriamento isoc´orico de Tq at´e Tf; (iii) compress˜ao isot´ermica, `a temperatura Tf, de Vf at´e V0; e (iv) aquecimento isoc´orico de Tf at´e Tq. A m´aquina ´e inicialmente preparada para operar com o ar atmosf´erico como ﬂuido de trabalho. Sobre esse sistema, s˜ao feitas as seguintes aﬁrma¸c˜oes: I. Aumentando-se a raz˜ao de expans˜ao, r = Vf/Vi, ´e poss´ıvel aumentar o rendimento da m´aquina mantendo os demais parˆametros ﬁxos. II. Se o ﬂuido de trabalho fosse substitu´ıdo por um g´as nobre, ent˜ao o rendimento dessa m´aquina seria aumentado. III. Considerando os parˆametros r = 10, Tf = 300 K e Tq = 900 K, o valor do rendimento da m´aquina ´e superior a 50%. Sobre as aﬁrma¸c˜oes I, II e III pode-se aﬁrmar que	A: todas est˜ao corretas. || B: apenas I est´a incorreta. || C: apenas II est´a incorreta. || D: apenas III est´a incorreta || E: apenas I e III est˜ao incor- retas.
ITA-MC-2023-P1-FIS-Q007	2023	phase_1	fisica	7	Em eventos esportivos, ´e comum que os espectadores realizem a coreograﬁa da “ola”. Os participantes erguem seus bra¸cos e os abaixam logo em seguida, em ﬁleiras sucessivas, criando o efeito visual de uma onda. Os espectadores gritam juntos “ola” seguindo a propaga¸c˜ao da onda. Assuma que a distˆancia D entre as cadeiras e o tempo τ de deslocamento de bra¸co s˜ao constantes. Assuma que um participante s´o inicia o movimento da “ola” quando o participante na ﬁleira ao lado o encerra. A respeito da situa¸c˜ao f´ısica descrita, s˜ao feitas as seguintes aﬁrma¸c˜oes: I. Se um est´adio com 30.000 pessoas gritando resulta em um ru´ıdo sonoro de 90 dB, o ru´ıdo de 60.000 pessoas gritando ´e de aproximadamente 93 dB. II. A onda resultante da coreograﬁa ´e longitudinal. III. A velocidade da onda ´e diretamente proporcional a τ e inversamente proporcional a D. Sobre as aﬁrma¸c˜oes I, II e III pode-se aﬁrmar que	A: apenas I e II est˜ao corretas. || B: apenas I est´a correta. || C: apenas II est´a correta. || D: apenas III est´a correta. 4 || E: as trˆes est˜ao incorretas.
ITA-MC-2023-P1-FIS-Q008	2023	phase_1	fisica	8	Considere um ﬁltro polarizador linear no plano S, cuja polariza¸c˜ao ´e paralela ao eixo x. Uma onda eletro- Chapa fotográﬁca magn´etica com polariza¸c˜ao linear no eixo z propaga-se na Pêndulo com polarizador Polarizador linear dire¸c˜ao do eixo y. Um pˆendulo ´e colocado na frente do ﬁl- tro. A ponta do pˆendulo cont´em uma pequena placa circular feita de um ﬁltro de polariza¸c˜ao linear. Quando o pˆendulo est´a em repouso, a polariza¸c˜ao ´e paralela ao eixo x. O pˆendulo oscila no plano S′, de −90◦a 90◦, conforme mostra a ﬁgura. Uma chapa fotogr´aﬁca capaz de absorver a onda eletromagn´etica ´e colocada atr´as dos ﬁltros de polariza¸c˜ao. S S' z Despreze efeitos de difra¸c˜ao e interferˆencia. Considere que os planos S e S′ s˜ao paralelos ao plano xz. x y Assinale a alternativa que melhor representa o que vai ser visto na chapa fotogr´aﬁca.	A:  || B:  || C:  || D:  || E: 
ITA-MC-2023-P1-FIS-Q009	2023	phase_1	fisica	9	Em v´arios ramos da ciˆencia e da engenharia, sistemas de interesse s˜ao modelados por circuitos el´etricos a eles equivalentes. Na biologia, por exemplo, a membrana de um neurˆonio ´e modelada por elementos de circuitos el´etricos. Considere apenas as seguintes caracter´ısticas: I. A membrana neuronal ´e constitu´ıda de duas camadas de lip´ıdeos que separam os meios condutores intra e extracelular por uma ﬁna camada isolante. II. As prote´ınas que cruzam a membrana de um neurˆonio atuam como poros, canais iˆonicos n˜ao seletivos. Com base nessas considera¸c˜oes, o sistema entre o interior e o exterior da membrana pode ser representado pelos seguintes elementos de circuitos el´etricos:	A: resistores e fontes de corrente conectados em s´erie. || B: fontes de corrente e capacitores conectados em paralelo. || C: fontes de corrente e capacitores conectados em s´erie. || D: resistores e capacitores conectados em s´erie. || E: resistores e capacitores conectados em paralelo. n o ˆi, ˆj, ˆk
ITA-MC-2023-P1-FIS-Q010	2023	phase_1	fisica	10	Considere um sistema de coordenadas x, y, z com respectivos vetores de base , sendo z a coordenada vertical. Uma part´ıcula de massa m e carga el´etrica de m´odulo q ´e colocada em movimento no v´acuo, com velocidade⃗v = vsenθˆj −v cos θˆk, em um espa¸co tridimensional. Nesse espa¸co, existem um campo magn´etico uniforme,⃗B = Bˆi, e um campo gravitacional constante,⃗g = −gˆk. O ˆangulo θ ´e escolhido de tal forma que a energia cin´etica da part´ıcula seja conservada. Dadas essas informa¸c˜oes, ´e poss´ıvel inferir que a energia cin´etica da part´ıcula ´e igual a m3g2 m3g2 2m3g2 m3g2 m3g2 2 1 1	A: q2B2 . || B: q2B2 . || C: q2B2 . || D: q2B2 . || E: q2B2 . 3 4 2 5
