question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2019-P1-FIS-Q001	2019	phase_1	fisica	1	Em f´erias no litoral, um estudante faz para um colega as seguintes observa¸c˜oes: I. A luz solar consiste de uma onda eletromagn´etica transversal, n˜ao polarizada e policrom´atica. II. A partir de um certo hor´ario, toda a luz solar que incide sobre o mar sofre reﬂex˜ao total. III. A brisa mar´ıtima ´e decorrente da diferen¸ca entre o calor espec´ıﬁco da areia e o da ´agua do mar. A respeito dessas observa¸c˜oes, ´e correto aﬁrmar que	A: todas s˜ao verdadeiras. || B: apenas I ´e falsa. || C: apenas II ´e falsa. || D: apenas III ´e falsa || E: h´a mais de uma observa¸c˜ao falsa.
ITA-MC-2019-P1-FIS-Q002	2019	phase_1	fisica	2	Considere duas part´ıculas de massa m, cada qual presa numa das pontas de uma corda, de comprimento l e massa desprez´ıvel, que atravessa um orif´ıcio de uma mesa horizontal lisa. Conforme mostra a ﬁgura, a part´ıcula sobre a mesa descreve um movimento circular uniforme de raio r e velocidade angular !1. A part´ıcula suspensa tamb´em descreve esse mesmo tipo de movimento, mas com velocidade angular !2, estando presa a uma mola de constante el´astica k e comprimento natural desprez´ıvel, mantida na horizontal. Sendo g o m´odulo da acelera¸c˜ao da gravidade e ✓o ˆangulo do trecho suspenso da corda com a vertical, a raz˜ao (!2/!1)2 ´e dada por	A: r[mg + k(l −r) cos ✓] || B: (l −r)(mg + kr cos ✓) θ (l −r)k cos ✓ . || C: (l −r)(mg + kr tg ✓) . kr2 || D: k(l −r) cos ✓ . . m mg(l −r) mg + kr ω1 r || E: mg + k(l −r) cos ✓. mgr sen ✓ ω2 k m
ITA-MC-2019-P1-FIS-Q003	2019	phase_1	fisica	3	Considere um corpo celeste esf´erico e homogˆeneo de massa M e raio R atravessado de polo a polo por um t´unel cil´ındrico retil´ıneo de diˆametro desprez´ıvel. Em um desses polos um objeto pontual ´e solto a partir do repouso no instante t = 0. Sendo G a constante universal de gravita¸c˜ao, esse objeto vai alcan¸car o outro polo ap´os o intervalo de tempo dado por ✓R3 ◆1/2 ✓4R3 ◆1/2 ✓4R3 ◆1/2	A: . || B: ⇡ . || C: . || D: 2⇡ . GM GM || E: 2⇡ . GM 3GM 3GM ✓R3 ◆1/2 ✓R3 ◆1/2
ITA-MC-2019-P1-FIS-Q004	2019	phase_1	fisica	4	A imagem de um objeto formada por um espelho cˆoncavo mede metade do tamanho do objeto. Se este ´e deslocado de uma distˆancia de 15 cm em dire¸c˜ao ao espelho, o tamanho da imagem ter´a o dobro do tamanho do objeto. Estime a distˆancia focal do espelho e assinale a alternativa correspondente.	A: 40 cm || B: 30 cm || C: 20 cm || D: 10 cm || E: 5,0 cm
ITA-MC-2019-P1-FIS-Q005	2019	phase_1	fisica	5	Uma bateria composta por 50 c´elulas voltaicas em s´erie ´e carregada por uma fonte de corrente cont´ınua ideal de 220 V. Cada c´elula tem uma for¸ca eletromotriz de 2,30 V e resistˆencia interna de 0,100 ⌦. Sendo a corrente de carregamento de 6,00 A, indique o valor da resistˆencia extra que deve ser inserida em s´erie com a fonte.	A: 23,0 ⌦ || B: 36,6 ⌦ || C: 12,5 ⌦ || D: 5,00 ⌦ || E: 19,2 ⌦ 2
ITA-MC-2019-P1-FIS-Q006	2019	phase_1	fisica	6	Uma barra r´ıgida, homogˆenea, ﬁna e de comprimento l, ´e presa a uma corda horizontal sem massa e toca a quina de uma superf´ıcie horizontal livre de atrito, fazendo um ˆangulo ✓como mostra a ﬁgura. Considerando a barra em equil´ıbrio, assinale a op¸c˜ao correta para o valor da raz˜ao d/l, em que d ´e a distˆancia da quina ao centro de gravidade (CG) da barra.	A: tg2✓ || B: cos2✓ || C: sen2✓ || D: cos2✓ d 4 2 || E: sen2✓ 2 4 2 l θ CG
ITA-MC-2019-P1-FIS-Q007	2019	phase_1	fisica	7	Uma bola ´e deixada cair conforme mostra a ﬁgura. Inicialmente, ela gira com velocidade angular ! no sentido anti-hor´ario para quem a observa do leste, sendo nula a velocidade do seu centro de massa. Durante a queda, o eixo de rota¸c˜ao da bola permanece sempre paralelo `a dire¸c˜ao oeste-leste. Considerando o efeito do ar sobre o movimento de queda da bola, s˜ao feitas as seguintes aﬁrma¸c˜oes: I. A bola est´a sujeita apenas a for¸cas verticais e, portanto, cair´a verticalmente. II. A bola adquire quantidade de movimento para o norte (N) ou para o oeste (O). III. A bola adquire quantidade de movimento para o leste (L) ou para o sul (S). IV. Quanto maior for a velocidade angular ! da bola, mais ela se afastar´a do ponto C. Est´a(˜ao) correta(s) apenas ω N	A: I. || B: II e IV. || C: III e IV. || D: III. C L O S || E: II.
ITA-MC-2019-P1-FIS-Q008	2019	phase_1	fisica	8	Em um reservat´orio s˜ao armazenados 1 mol de g´as h´elio e 1 mol de g´as oxigˆenio em equil´ıbrio t´ermico. Por meio de um orif´ıcio de dimens˜oes muito menores que o comprimento livre m´edio das esp´ecies gasosas, inicia-se um vazamento de g´as para o exterior. Sobre essa situa¸c˜ao s˜ao feitas as seguintes aﬁrma¸c˜oes: I. No interior do reservat´orio, os ´atomos de h´elio tˆem, em m´edia, energia cin´etica menor em compara¸c˜ao `a das mol´eculas de oxigˆenio. II. No interior do reservat´orio, os ´atomos de h´elio tˆem, em m´edia, velocidade de transla¸c˜ao maior em compara¸c˜ao `a das mol´eculas de oxigˆenio. III. A por¸c˜ao do g´as que vaza e a que permanece no interior do reservat´orio tˆem a mesma fra¸c˜ao molar de h´elio. Assinale a op¸c˜ao correta.	A: Apenas a aﬁrma¸c˜ao I ´e falsa. || B: Apenas a aﬁrma¸c˜ao II ´e falsa. || C: Apenas a aﬁrma¸c˜ao III ´e falsa. || D: H´a mais de uma aﬁrma¸c˜ao falsa. || E: Todas as aﬁrma¸c˜oes s˜ao verdadeiras. 3
ITA-MC-2019-P1-FIS-Q009	2019	phase_1	fisica	9	Na figura mostra-se o valor do potencial elétrico para diferentes pontos P(50 V), Q(60 V), R(130 V) e $(120 V) situados no plano xy. Considere o campo elétrico uniforme nessa região e o comprimento dos segmentos OP, OQ, OR e OS igual a 5,0 m. Pode-se afirmar que a magnitude do campo elétrico é igual a y	A: 120V/m. 60 V || B: 80V/m. || C: 60V/m. || D: 10,0 V/m. R P : 120 V Ss || E: 16,0 V/m. Q , , 130V |O 50V
ITA-MC-2019-P1-FIS-Q010	2019	phase_1	fisica	10	Seja uma partícula de massa m e carga positiva q, imersa em um campo magnético uniforme B, com velocidade inicial v no instante de tempo t = 0. Sabe-se que O é o ângulo entre v e B, cujos respectivos módulos são v e B. Pode-se afirmar que a distância mínima percorrida pela partícula até que sua velocidade readquira a mesma direção e sentido iniciais é dada por Org On On () O ante	A: my mu mu mv mv a—cos?. || B: 2n— cos0. || C: 2x— sen0. || D: T—. || E: 27 —
