question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2025-P1-FIS-Q013	2025	phase_1	fisica	13	Considere uma part´ıcula cuja posic¸ ˜ao ´e dada pela func¸ ˜ao hor´aria q D2 + (V t – D)2, x(t) = em que V e D s˜ao constantes positivas, com unidades adequadas. Seja v(t) a velocidade m´edia do m´ovel entre o instante inicial t0 = 0 s e um instante arbitr´ario t. Assinale a alter- nativa que cont´em a distˆancia percorrida pela part´ıcula desde o in´ıcio do movimento at´e o instante no qual v(t) = 0 m/s. √ √ √	A: ( 2 – 1)D 2D || B: 2( 2 – 1)D || C: √ || D: 2D || E: 2 2D
ITA-MC-2025-P1-FIS-Q014	2025	phase_1	fisica	14	Um carrinho realiza um per- curso sobre um trilho em um plano vertical, como mostra a ﬁgura ao lado. Partindo do re- pouso no ponto A, ele percorre uma distˆancia ℓat´e o ponto B com acelerac¸ ˜ao constante a0. Ao chegar ao ponto B, segue uma trajet´oria circular de raio R sob a ac¸ ˜ao da acelerac¸ ˜ao gravitacional at´e o ponto C. Ent˜ao, passa a executar um movimento retil´ıneo uniforme. Ao chegar ao ponto D, realiza uma colis˜ao perfei- tamente inel´astica com um outro carrinho de mesma massa. Desconsiderando efeitos de forc¸as de atrito, assinale a alternativa que corresponde ao m´odulo da velocidade do carrinho ap´os o choque.	A: 1 p p a0ℓ+ 2gR 2(a0ℓ+ 2gR) || B: a0ℓ+ 2gR 2 5 || C:  || D: 1 2(a0ℓ+ gR) p || E: p 2a0ℓ+ 4gR 2 r 1
ITA-MC-2025-P1-FIS-Q015	2025	phase_1	fisica	15	Um explorador em um planeta ex´otico, circundado por um sat´elite natural, observa que o intervalo de tempo entre as fases cheia e nova de seu sat´elite ´e de 58 dias terrestres. Sabe-se que a massa desse planeta ´e igual `a massa da Terra e muito maior que a massa de seu sat´elite. Assinale a alternativa que cont´em a estimativa correta da distˆancia entre o planeta ex´otico e seu sat´elite.	A: 8 × 108 m || B: 1 × 109 m || C: 2 × 109 m || D: 4 × 109 m || E: 6 × 109 m
ITA-MC-2025-P1-FIS-Q016	2025	phase_1	fisica	16	Considere trˆes osciladores massa-mola independentes (1, 2 e 3) de massa m e constantes el´asticas k1, k2 e k3, respectivamente. O tempo que o sistema massa- mola 1 leva para completar uma oscilac¸ ˜ao ´e igual ao tempo que o sistema massa-mola 2 leva para completar duas oscilac¸ ˜oes e ao tempo que o sistema massa-mola 3 leva para completar trˆes oscilac¸ ˜oes. Agora considere um sistema composto por essas mesmas trˆes molas acopladas em s´erie e colocadas para oscilar junto a um objeto de massa 4m. Assinale a alternativa que cont´em o valor num´erico mais pr´oximo da raz˜ao entre a frequˆencia do sistema massa-mola 1 e a frequˆencia do sistema massa-mola em s´erie.	A: 7,5 || B: 3,8 || C: 2,7 || D: 2,3 || E: 1,0
ITA-MC-2025-P1-FIS-Q017	2025	phase_1	fisica	17	Uma barra homogˆenea e ﬁna de sec¸ ˜ao reta circular A e comprimento L tem uma de suas extremidades ﬁxas a uma articulac¸ ˜ao, podendo girar sem atrito. As ﬁguras abaixo mostram duas situac¸ ˜oes nas quais a barra se encontra em equil´ıbrio est´atico. No primeiro caso, a barra est´a parcialmente mergulhada em uma cuba preenchida com um l´ıquido, de forma que 25% de seu comprimento ﬁcam submersos, conforme a ﬁgura (a). No segundo caso, um objeto pontual, com 50% da massa da barra, est´a ﬁxado em sua extremidade livre, como ilustra a ﬁgura (b). Assinale a alternativa correspondente ao novo comprimento submerso da barra na situac¸ ˜ao exposta na ﬁgura (b). √	A: L 1 – 2 √ ! 2 || B: L 1 – 8L 4 6 || C: 1 || D: 3 || E: 3 ! 2 2L 4L
ITA-MC-2025-P1-FIS-Q018	2025	phase_1	fisica	18	Um recipiente de paredes diatérmicas é dividido ao meio por um êmbolo de área 4. O lado esquerdo do êmbolo é conectado ao recipiente por uma mola ideal de constante elástica k, em uma região onde há vácuo. No lado direito do êmbolo, há um gás ideal a uma pressão inicial Pp. Então, uma quantidade Q de calor é transferida a esse gas por um processo reversível e isotérmico. im] Assinale a alternativa que fornece a diferença entre o comprimento natural da mola e o seu comprimento ao final do processo descrito. A() VT 2Q Q (PAS D( ) e+ (2) BC) VK 20 PA tok 20 (PA? EO VR ta C( ) [| Q é PoA 2k k	A:  || B:  || C:  || D:  || E: 
ITA-MC-2025-P1-FIS-Q019	2025	phase_1	fisica	19	"O estetoscópio é um instrumento ampla- o mente utilizado por profissionais de saúde para aus- Medição do som cultar sons internos do corpo humano, como batimen- CD Pistão tos cardíacos e fluxo sanguíneo. Considere o modelo móvel simplificado de um estetoscópio, ilustrado na figura, composto de um cone truncado de bases circulares, cuja base maior possui raio Rj, e a base menor, raio Ro. Nos cilindros, perfeitamente conectados em cada base, há pistões finos e rígidos de massa desprezível, que podem se mover para cima e para baixo sem atrito. Considere que a onda sonora atinge toda a su- R> perficie do pistao maior e que sua energia é transfe- ""a rida integralmente para o pistão menor. TROS Assinale a alternativa que corresponde a no amplificação, em dB, em função dos raios das O ftE extremidades do estetoscópio. aa — OTE! Fonte de som ) 2log (ft) C ( ) 201og (1) E( ) 80 log (1) A( R R R ) 4log (At) D( ) 40log (At) B( R R 7"	A:  || B:  || C:  || D:  || E: 
ITA-MC-2025-P1-FIS-Q020	2025	phase_1	fisica	20	O arco-´ıris ´e um fenˆomeno meteorol´ogico de grande beleza e com profundo simbolismo para diferentes culturas. Sua explicac¸ ˜ao f´ısica foi debatida desde a antigui- dade at´e o in´ıcio da idade moderna. A respeito desse fenˆomeno, s˜ao feitas as seguintes aﬁrmac¸ ˜oes: I. Cada componente de comprimento de onda da luz do Sol que incide sobre uma got´ıcula de ´agua suspensa na atmosfera emerge com o mesmo ˆangulo de espalha- mento. II. Para a formac¸ ˜ao do arco-´ıris, s˜ao necess´arias tanto a ocorrˆencia de refrac¸ ˜ao quanto a de reﬂex˜ao da luz. III. O efeito visual do arco-´ıris ´e resultado de a luz do Sol ser policrom´atica e de a ´agua ser um meio dispersivo na faixa do espectro eletromagn´etico vis´ıvel. Est´a(˜ao) correta(s):	A: apenas I. || B: apenas I e II. || C: apenas I e III. || D: apenas II e III || E: I, II e III.
ITA-MC-2025-P1-FIS-Q021	2025	phase_1	fisica	21	Considere um tanque c´ubico met´alico de lado L + a (L ≫a), aberto no topo, preenchido com ´agua e ´oleo. O tanque cont´em, no seu interior, um cubo met´alico de lado L, com 5 de seus lados totalmente submersos e o ou- tro emerso na superf´ıcie, centralizado com a face aberta do tanque. Uma diferenc¸a de potencial de V ´e estabelecida entre o cubo e o tanque, de forma que o sistema atue como um capaci- tor. A vista frontal do sistema encontra-se ilus- trada na ﬁgura ao lado. Sabe-se que o ´oleo possui uma densidade de do = 0,90 g/cm3 e constante diel´etrica κo, que a ´agua tem uma densidade igual a da = 1,0 g/cm3 e constante diel´etrica κa e que a densidade do cubo ´e dc = 0,92 g/cm3. Desconsiderando efeitos de borda, assinale a al- ternativa que fornece a capacitˆancia do sistema.	A: ε0L2 (6,4κo + 2,6κa) a || B: ε0L2 (6,4κo + 1,6κa) a || C: ε0L2 (3,2κo + 0,8κa) a || D: ε0L2 (3,2κo + 1,8κa) a || E: ε0L2 (1,6κo + 6,4κa) a 8
ITA-MC-2025-P1-FIS-Q022	2025	phase_1	fisica	22	Com o intuito de medir a resistˆencia el´etrica de um resistor Rx, foi montado o circuito mostrado na ﬁgura. Nesse circuito, sabe-se que os resistores R1 e R3 possuem resistˆencias de 20 Ωe 30 Ω, respectivamente, e que R2 ´e um reostato cuja resistˆencia pode variar de 0 a 100 Ω. Foi feito um experimento em que, `a medida que a resistˆencia R2 era variada, a voltagem entre os pontos C e B era medida por um volt´ımetro V. Os resultados das medic¸ ˜oes est˜ao apresentados no gr´aﬁco. Sabendo que a tens˜ao da fonte ´e cont´ınua e possui um valor de 12,0 V, assinale a alternativa que corresponde ao valor aproximado da resistˆencia el´etrica Rx.	A: 4 Ω || B: 10 Ω || C: 12 Ω || D: 20 Ω || E: 50 Ω
ITA-MC-2025-P1-FIS-Q023	2025	phase_1	fisica	23	Um campo magn´etico diminui ao longo do tempo a uma taxa ﬁxa de (20ˆi – 10ˆj+12 ˆk) T/s. Considere uma circunferˆencia feita com material cuja resistˆencia por unidade de comprimento vale 3 Ω/m e que passa pela origem e pelos pontos (4 m, 0 m, 0 m) e (2 m, 2 m, 0 m). Assinale a alternativa que corresponde ao valor da corrente que ﬂui pela circunferˆencia.	A: 2,0 A || B: 3,3 A || C: 4,0 A || D: 6,7 A || E: 8,5 A
