question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2012-SP-FIS-Q001	2012	single_phase	fisica	1	ndas ac´usticas s˜ao ondas de compress˜ao, ou seja, propagam-se em meios compress´ıveis. Quando uma barra met´alica ´e golpeada em sua extremidade, uma onda longitudinal propaga-se por ela com velocidade p v = Ea/ρ. A grandeza E ´e conhecida como m´odulo de Young, enquanto ρ ´e a massa espec´ıﬁca e a uma constante adimensional. Qual das alternativas ´e condizente `a dimens˜ao de E?	A: J/m2 || B: N/m2 || C: J/s·m || D: kg·m/s2 || E: dyn/cm3
ITA-MC-2012-SP-FIS-Q002	2012	single_phase	fisica	2	Considere uma rampa plana, inclinada de um ˆangulo θ em rela¸c˜ao `a horizontal, no in´ıcio da qual encontra-se um carrinho. Ele ent˜ao recebe uma pancada que o faz subir at´e uma certa distˆancia, durante o tempo ts, descendo em seguida at´e sua posi¸c˜ao inicial. A “viagem” completa dura um tempo total t. Sendo µ o coeﬁciente de atrito cin´etico entre o carrinho e a rampa, a rela¸c˜ao t/ts ´e igual a p	A: 2 || B: 1 + (tan θ + µ)/| tanθ −µ| || C: 1 + (cos θ + µ)/| cos θ −µ| || D: 1 + (sen θ + µ)/| cos θ −µ| p p || E: 1 − (tan θ + µ)/| tanθ −µ| p
ITA-MC-2012-SP-FIS-Q003	2012	single_phase	fisica	3	Um elevador sobe verticalmente com acelera¸c˜ao constante e igual a a. No seu teto est´a preso um conjunto de dois sistemas massa-mola acoplados em s´erie, conforme a ﬁgura. O primeiro tem massa m1 e constante de mola k1, e o segundo, massa m2 e constante de mola k2. Ambas as molas tˆem o mesmo comprimento natural (sem deforma¸c˜ao) ℓ. Na condi¸c˜ao de equil´ıbrio est´atico relativo ao elevador, a deforma¸c˜ao da mola de constante k1 ´e y, e a da outra, x. Pode-se ent˜ao aﬁrmar que (y −x) ´e	A: [(k2 −k1)m2 + k2m1](g −a)/k1k2. k1 || B: [(k2 + k1)m2 + k2m1](g −a)/k1k2. m1 || C: [(k2 −k1)m2 + k2m1](g + a)/k1k2. k2 || D: [(k2 + k1)m2 + k2m1](g + a)/k1k2 −2ℓ. m2 || E: [(k2 −k1)m2 + k2m1](g + a)/k1k2 + 2ℓ
ITA-MC-2012-SP-FIS-Q004	2012	single_phase	fisica	4	Apoiado sobre patins numa superf´ıcie horizontal sem atrito, um atirador dispara um proj´etil de massa m com velocidade v contra um alvo a uma distˆancia d. Antes do disparo, a massa total do atirador e seus equipamentos ´e M. Sendo vs a velocidade do som no ar e desprezando a perda de energia em todo o processo, quanto tempo ap´os o disparo o atirador ouviria o ru´ıdo do impacto do proj´etil no alvo? d(vs+v)(M−m) d(vs−v)(M+m) d(vs−v)(M−m)	A:  || B:  || C:  || D: v(Mvs−m(vs−v)) v(Mvs+m(vs+v)) || E: v(Mvs−m(vs+v)) v(Mvs+m(vs+v)) v(Mvs+m(vs+v)) d(vs+v)(M−m) d(vs+v)(M+m)
ITA-MC-2012-SP-FIS-Q005	2012	single_phase	fisica	5	Um gerador el´etrico alimenta um circuito cuja resistˆencia equivalente varia de 50 a 150 Ω, dependendo das condi¸c˜oes de uso desse circuito. Lembrando que, com resistˆencia m´ınima, a potˆencia ´util do gerador ´e m´axima, ent˜ao, o rendimento do gerador na situa¸c˜ao de resistˆencia m´axima, ´e igual a	A: 0,25. || B: 0,50. || C: 0,67. || D: 0,75 || E: 0,90.
ITA-MC-2012-SP-FIS-Q006	2012	single_phase	fisica	6	Um funil que gira com velocidade angular uniforme em torno do seu eixo vertical de simetria apresenta uma superf´ıcie cˆonica que forma um ˆangulo θ com a horizontal, conforme a ﬁgura. Sobre esta supef´ıcie, uma pequena esfera gira com a mesma velocidade angular mantendo-se a uma distˆancia d do eixo de rota¸c˜ao. Nestas condi¸c˜oes, o per´ıodo de rota¸c˜ao do funil ´e dado por p	A: 2π d/g senθ. p || B: 2π d/g cos θ. b d p || C: 2π d/g tan θ. θ ////////// p || D: 2π 2d/g sen2θ. p || E: 2π d cos θ/g tan θ
ITA-MC-2012-SP-FIS-Q007	2012	single_phase	fisica	7	No interior de um carrinho de massa M mantido em repouso, uma mola de constante el´astica k encontra-se comprimida de uma distˆancia x, tendo uma extremidade presa e a outra conectada a um bloco de massa m, conforme a ﬁgura. Sendo o sistema ent˜ao abandonado e considerando que n˜ao h´a atrito, pode-se aﬁrmar que o valor inicial da acelera¸c˜ao do bloco relativa ao carrinho ´e x	A: kx/m. || B: kx/M. m M || C: kx/(m + M). || D: kx(M −m)/mM. //////////////////////////////////////// || E: kx(M + m)/mM
ITA-MC-2012-SP-FIS-Q008	2012	single_phase	fisica	8	Um corpo movimenta-se numa superf´ıcie horizontal sem atrito, a partir do repouso, devido `a a¸c˜ao cont´ınua de um dispositivo que lhe fornece uma potˆencia mecˆanica constante. Sendo v sua velocidade ap´os certo tempo t, pode-se aﬁrmar que	A: a acelera¸c˜ao do corpo ´e constante. || B: a distˆancia percorrida ´e proporcional a v2. || C: o quadrado da velocidade ´e proporcional a t. √ || D: a for¸ca que atua sobre o corpo ´e proporcional a t. || E: a taxa de varia¸c˜ao temporal da energia cin´etica n˜ao ´e constante
ITA-MC-2012-SP-FIS-Q009	2012	single_phase	fisica	9	Acredita-se que a colis˜ao de um grande asteroide com a Terra tenha causado a extin¸c˜ao dos dinossauros. Para se ter uma id´eia de um impacto dessa ordem, considere um aster´oide esf´erico de ferro, com 2 km de diˆametro, que se encontra em repouso quase no inﬁnito, estando sujeito somente `a a¸c˜ao da gravidade terrestre. Desprezando as for¸cas de atrito atmosf´erico, assinale a op¸c˜ao que expressa a energia liberada no impacto, medida em n´umero aproximado de bombas de hidrogˆenio de 10 megatons de TNT.	A: 1 || B: 10 || C: 500 || D: 50.000 || E: 1.000.000
ITA-MC-2012-SP-FIS-Q010	2012	single_phase	fisica	10	Boa parte das estrelas do Universo formam sistemas bin´arios nos quais duas estrelas giram em torno do centro de massa comum, CM. Considere duas estrelas esf´ericas de um sistema bin´ario em que cada qual descreve uma ´orbita circular em torno desse centro. Sobre tal sistema s˜ao feitas duas aﬁrma¸c˜oes: I. O per´ıodo de revolu¸c˜ao ´e o mesmo para as duas estrelas e depende apenas da distˆancia entre elas, da massa total deste bin´ario e da constante gravitacional. II. Considere que⃗R1 e⃗R2 s˜ao os vetores que ligam o CM ao respectivo centro de cada estrela. Num certo intervalo de tempo ∆t, o raio vetor⃗R1 varre uma certa ´area A. Durante este mesmo intervalo de tempo, o raio vetor⃗R2 tamb´em varre uma ´area igual a A. Diante destas duas proposi¸c˜oes, assinale a alternativa correta.	A: As aﬁrma¸c˜oes I e II s˜ao falsas. || B: Apenas a aﬁrma¸c˜ao I ´e verdadeira. || C: Apenas a aﬁrma¸c˜ao II ´e verdadeira. || D: As aﬁrma¸c˜oes I e II s˜ao verdadeiras, mas a II n˜ao justiﬁca a I. || E: As aﬁrma¸c˜oes I e II s˜ao verdadeiras e, al´em disso, a II justiﬁca a I
