question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2015-SP-FIS-Q001	2015	single_phase	fisica	1	Um ﬁo de comprimento L e massa espec´ıﬁca linear µ ´e mantido esticado por uma for¸ca F em suas extremidades. Assinale a op¸c˜ao com a express˜ao do tempo que um pulso demora para percorrˆe-lo.	A: 2LF F r r r µ || B:  || C: L µ 2πLµ F π F 2π F || D: L µ || E: L µ
ITA-MC-2015-SP-FIS-Q002	2015	single_phase	fisica	2	Uma pequena esfera met´alica, de massa m e carga positiva q, ´e lan¸cada verticalmente para cima com velocidade inicial v0 em uma regi˜ao onde h´a um campo el´etrico de m´odulo E, apontado para baixo, e um gravitacional de m´odulo g, ambos uniformes. A m´axima altura que a esfera alcan¸ca ´e v0	A: v2 s qmE . || B:  || C: 3mEqv0 2g. . || D: . 2(qE + mg). mv0 || E: 8g mv2 qe 0
ITA-MC-2015-SP-FIS-Q003	2015	single_phase	fisica	3	Uma massa puntiforme ´e abandonada com impulso inicial desprez´ıvel do topo de um he- misf´erio maci¸co em repouso sobre uma superf´ıcie horizontal. Ao descolar-se da superf´ıcie do hemisf´erio, a massa ter´a percorrido um ˆangulo θ em rela¸c˜ao `a vertical. Este experimento ´e realizado nas trˆes condi¸c˜oes seguintes, I, II e III, quando s˜ao medidos os respectivos ˆangulos θI, θII e θIII: I. O hemisf´erio ´e mantido preso `a superf´ıcie horizontal e n˜ao h´a atrito entre a massa e o hemisf´erio. II. O hemisf´erio ´e mantido preso `a superf´ıcie horizontal, mas h´a atrito entre a massa e o hemisf´erio. III. O hemisf´erio e a massa podem deslisar livremente pelas respectivas superf´ıcies. Nestas condi¸c˜oes, pode-se aﬁrmar que	A: θII < θI e θIII < θI. || B: θII < θI e θIII > θI. || C: θII > θI e θIII < θI. || D: θII > θI e θIII > θI || E: θI = θIII.
ITA-MC-2015-SP-FIS-Q004	2015	single_phase	fisica	4	Considere um tubo horizontal cil´ındrico de comprimento ℓ, no interior do qual encontram-se respectivamente ﬁxadas em cada extremidade de sua geratriz inferior as cargas q1 e q2, positivamente carregadas. Nessa mesma geratriz, numa posi¸c˜ao entre as cargas, encontra-se uma pequena esfera em condi¸c˜ao de equil´ıbrio, tamb´em positivamente carregada. Assinale a op¸c˜ao com as respostas corretas na ordem das seguintes perguntas: I. Essa posi¸c˜ao de equil´ıbrio ´e est´avel? II. Essa posi¸c˜ao de equil´ıbrio seria est´avel se n˜ao houvesse o tubo? III. Se a esfera fosse negativamente carregada e n˜ao houvesse o tubo, ela estaria em equil´ıbrio est´avel?	A: N˜ao. Sim. N˜ao. || B: N˜ao. Sim. Sim. || C: Sim. N˜ao. N˜ao. || D: Sim. N˜ao. Sim || E: Sim. Sim. N˜ao.
ITA-MC-2015-SP-FIS-Q005	2015	single_phase	fisica	5	Considere as seguintes proposi¸c˜oes sobre campos magn´eticos: I. Em um ponto P no espa¸co, a intensidade do campo magn´etico produzido por uma carga puntiforme q que se movimenta com velocidade constante ao longo de uma reta s´o depende da distˆancia entre P e a reta. II. Ao se aproximar um ´ım˜a de uma por¸c˜ao de limalha de ferro, esta se movimenta porque o campo magn´etico do ´ım˜a realiza trabalho sobre ela. III. Dois ﬁos paralelos por onde passam correntes uniformes num mesmo sentido se atraem. Ent˜ao,	A: apenas I ´e correta. || B: apenas II ´e correta. || C: apenas III ´e correta. || D: todas s˜ao corretas || E: todas s˜ao erradas.
ITA-MC-2015-SP-FIS-Q006	2015	single_phase	fisica	6	Uma chapa met´alica homogˆenea quadrada de 100 cm2 de ´area, situada no plano xy de um sistema de referˆencia, com um dos lados no eixo x, tem o v´ertice inferior esquerdo na origem. Dela, retira- se uma por¸c˜ao c´ırcular de 5,00 cm de diˆametro com o centro posicionado em x = 2,50 cm e y = 5,00 cm. Determine as coordenadas do centro de massa da chapa restante.	A: (xc, yc) = (6,51, 5,00) cm || B: (xc, yc) = (5,61, 5,00) cm || C: (xc, yc) = (5,00, 5,61) cm || D: (xc, yc) = (5,00, 6,51) cm || E: (xc, yc) = (5,00, 5,00) cm
ITA-MC-2015-SP-FIS-Q007	2015	single_phase	fisica	7	No espa¸co sideral, luz incide perpendicular e uniformemente numa placa de gelo inicialmente a -10 oC e em repouso, sendo 99% reﬂetida e 1% absorvida. O gelo ent˜ao derrete pelo aquecimento, permanecendo a ´agua aderida `a placa. Determine a velocidade desta ap´os a fus˜ao de 10% do gelo.	A: 3 mm/s. || B: 3 cm/s. || C: 3 dm/s. || D: 3 m/s. || E: 3 dam/s
ITA-MC-2015-SP-FIS-Q008	2015	single_phase	fisica	8	Um bloco cˆonico de massa M apoiado pela base numa superf´ıcie horizontal tem altura h e raio da base R. Havendo atrito suﬁciente na superf´ıcie da base de apoio, o cone pode ser tombado por uma for¸ca horizontal aplicada no v´ertice. O valor m´ınimo F dessa for¸ca pode ser obtido pela raz˜ao h/R dada pela op¸c˜ao	A: Mg || B: . F || C: Mg + F || D: Mg + F Mg. || E: Mg + F F . . . Mg 2Mg F
ITA-MC-2015-SP-FIS-Q009	2015	single_phase	fisica	9	Luz, que pode ser decomposta em componentes de comprimento de onda com 480 nm e 600 nm, incide verticalmente em uma cunha de vidro com ˆangulo de abertura α = 3,00o e ´ındice de refra¸c˜ao de 1,50, conforme a ﬁgura, formando linhas de interferˆencia destrutivas. Qual ´e a distˆancia entre essas linhas?	A: 11,5 µm || B: 12,8 µm || C: 16,0 µm || D: 22,9 µm || E: 32,0 µm α
ITA-MC-2015-SP-FIS-Q010	2015	single_phase	fisica	10	Um tubo em forma de U de se¸c˜ao transversal uniforme, parcialmente cheio at´e uma altura h com um determinado l´ıquido, ´e posto num ve´ıculo que viaja com acelera¸c˜ao horizontal, o que resulta numa diferen¸ca de altura z do l´ıquido entre os bra¸cos do tubo interdistantes de um comprimento L. Sendo desprez´ıvel o diˆametro do tubo em rela¸c˜ao `a L, a acelera¸c˜ao do ve´ıculo ´e dada por	A: 2zg || B: (h −z)g || C: (h + z)g L . L . L . . . L L || D: 2gh || E: zg
