question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2013-SP-FIS-Q001	2013	single_phase	fisica	1	Ao passar pelo ponto O, um helic´optero segue na dire¸c˜ao norte com velocidade v constante. Nesse momento, um avi˜ao passa pelo ponto P, a uma distˆancia δ de O, e voa para o oeste, em dire¸c˜ao a O, com velocidade u tamb´em constante, conforme mostra a ﬁgura. Considerando t o instante em que a distˆancia d entre o helic´optero e o avi˜ao for m´ınima, assinale a alternativa correta. Norte	A: A distˆancia percorrida pelo helic´optero no ins- tante em que o avi˜ao alcan¸ca o ponto O ´e δu/v. v u Oeste || B: A distˆancia do helic´optero ao ponto O no ins- √ v2 + u2. O P tante t ´e igual a δv/ δ || C: A distˆancia do avi˜ao ao ponto O no instante t ´e igual a δv2/ (v2 + u2). || D: O instante t ´e igual a δv/ (v2 + u2). √ v2 + u2. || E: A distˆancia d ´e igual a δu/
ITA-MC-2013-SP-FIS-Q002	2013	single_phase	fisica	2	No interior de uma caixa de massa M, apoiada num piso horizontal, encontra-se ﬁxada uma mola de constante el´astica k presa a um corpo de massa m, em equil´ıbrio na vertical. Conforme a ﬁgura, este corpo tamb´em se encontra preso a um ﬁo tracionado, de massa desprez´ıvel, ﬁxado `a caixa, de modo que resulte uma deforma¸c˜ao b da mola. Considere que a mola e o ﬁo se encontram no eixo vertical de simetria da caixa. Ap´os o rompimento do ﬁo, a caixa vai perder contato com o piso se M	A: b > (M + m)g/k. || B: b > (M + 2m)g/k. k || C: b > (M −m)g/k. m || D: b > (2M −m)g/k. || E: b > (M −2m)g/k
ITA-MC-2013-SP-FIS-Q003	2013	single_phase	fisica	3	Num experimento cl´assico de Young, d representa a distˆancia entre as fendas e D a distˆancia entre o plano destas fendas e a tela de proje¸c˜ao das franjas de interferˆencia, como ilustrado na ﬁgura. Num primeiro experimento, no ar, utiliza-se luz de comprimento de onda λ1 e, num segundo experimento, na ´agua, utiliza-se luz cujo comprimento de onda no ar ´e λ2. As franjas de interferˆencia dos experimentos s˜ao registradas numa mesma tela. Sendo o ´ındice de refra¸c˜ao da ´agua igual a n, assinale a express˜ao para a distˆancia entre as franjas de interferˆencia construtiva de ordem m para o primeiro experimento e as de ordem M para o segundo experimento. plano das fendas tela	A: |D (Mλ2 −mnλ1) /(nd)| || B: |D (Mλ2 −mλ1) /(nd)| d || C: |D (Mλ2 −mnλ1) /d| D || D: |Dn (Mλ2 −mλ1) /d| || E: |D (Mnλ2 −mλ1) /d|
ITA-MC-2013-SP-FIS-Q004	2013	single_phase	fisica	4	Num certo experimento, trˆes cilindros idˆenticos encontram-se em contato pleno entre si, apoiados sobre uma mesa e sob a a¸c˜ao de uma for¸ca horizontal F, constante, aplicada na altura do centro de massa do cilindro da esquerda, perpendicularmente ao seu eixo, conforme a ﬁgura. Desconsiderando qualquer tipo de atrito, para que os trˆes cilindros permane¸cam em contato entre si, a acelera¸c˜ao a provocada pela for¸ca deve ser tal que √ √	A: g/(3 3) ≤a ≤g/ 3. √ √ || B: 2g/(3 2) ≤a ≤4g/ 2. √ √ F || C: g/(2 3) ≤a ≤4g/(3 3). √ √ || D: 2g/(3 2) ≤a ≤3g/(4 2). √ √ 3) ≤a ≤3g/(4 3). || E: g/(2
ITA-MC-2013-SP-FIS-Q005	2013	single_phase	fisica	5	Duas part´ıculas, de massas m e M, est˜ao respectivamente ﬁxadas nas extremidades de uma barra de comprimento L e massa desprez´ıvel. Tal sistema ´e ent˜ao apoiado no interior de uma casca hemisf´erica de raio r, de modo a se ter equil´ıbrio est´atico com m posicionado na borda P da casca e M, num ponto Q, conforme mostra a ﬁgura. Desconsiderando for¸cas de atrito, a raz˜ao m/M entre as massas ´e igual a bO m r	A: (L2 −2r2)/(2r2). || B: (2L2 −3r2)/(2r2). || C: (L2 −2r2)(r2 −L2) || D: (2L2 −3r2)/(r2 −L2). P M || E: (3L2 −2r2)/(L2 −2r2). L Q
ITA-MC-2013-SP-FIS-Q006	2013	single_phase	fisica	6	Uma corda, de massa desprez´ıvel, tem ﬁxada em cada uma de suas extremidades, F e G, uma part´ıcula de massa m. Esse sistema encontra-se em equil´ıbrio apoiado numa superf´ıcie cil´ındrica sem atrito, de raio r, abrangendo um ˆangulo de 90o e simetricamente disposto em rela¸c˜ao ao ´apice P do cilindro, conforme mostra a ﬁgura. Se a corda for levemente deslocada e come¸ca a escorregar no sentido ˆ anti-hor´ario, o ˆangulo θ ≡ FOP em que a part´ıcula na extremidade F perde contato com a superf´ıcie ´e tal que	A: 2 cos θ = 1. P √ F G || B: 2 cos θ −senθ = 2. b 45o 45o m m b √ 2. || C: 2senθ + cos θ = √ r O 2. || D: 2 cos θ + senθ = √ || E: 2 cos θ + senθ = 2/2
ITA-MC-2013-SP-FIS-Q007	2013	single_phase	fisica	7	Uma pequena bola de massa m ´e lan¸cada de um ponto P contra uma parede vertical lisa com uma certa velocidade v0, numa dire¸c˜ao de ˆangulo α em rela¸c˜ao `a horizontal. Considere que ap´os a colis˜ao a bola retorna ao seu ponto de lan¸camento, a uma distˆancia d da parede, como mostra a ﬁgura. Nestas condi¸c˜oes, o coeﬁciente de restitui¸c˜ao deve ser m	A: e = gd/(v2 0 sen 2α −gd). || B: e = 2gd/(v2 0 cos 2α −2gd). v0 || C: e = 3gd/(2v2 0 sen2α −2gd). α || D: e = 4gd/(v2 0 cos 2α −gd). P || E: e = 2gd/(v2 0 tan 2α −gd). d
ITA-MC-2013-SP-FIS-Q008	2013	single_phase	fisica	8	A ﬁgura mostra um sistema, livre de qualquer for¸ca externa, com um ˆembolo que pode ser deslocado sem atrito em seu interior. Fixando o ˆembolo e preenchendo o recipiente de volume V com um g´as ideal a press˜ao P, e em seguida liberando o ˆembolo, o g´as expande-se adiabaticamente. Considerando as respectivas massas mc, do cilindro, e me, do ˆembolo, muito maiores que a massa mg do g´as, e sendo γ o expoente de Poisson, a varia¸c˜ao da energia interna ∆U do g´as quando a velocidade do cilindro for vc ´e dada aproximadamente por 3PV γ/2.	A: mc || B: 3PV/(2(γ −1)). mg || C: −mc (me + mc) v2 V c/(2me). me || D: −(mc + me) v2 c/2. || E: −me (me + mc) v2 c/(2mc)
ITA-MC-2013-SP-FIS-Q009	2013	single_phase	fisica	9	Uma rampa maci¸ca de 120 kg inicialmente em repouso, apoiada sobre um piso horizontal, tem sua declividade dada por tan θ = 3/4. Um corpo de 80 kg desliza nessa rampa a partir do repouso, nela percorrendo 15 m at´e alcan¸car o piso. No ﬁnal desse percurso, e desconsiderando qualquer tipo de atrito, a velocidade da rampa em rela¸c˜ao ao piso ´e de aproximadamente	A: 1 m/s. || B: 3 m/s. || C: 5 m/s. || D: 2 m/s. || E: 4 m/s
ITA-MC-2013-SP-FIS-Q010	2013	single_phase	fisica	10	Certo produto industrial constitui-se de uma embalagem r´ıgida cheia de ´oleo, de dimens˜oes L × L × d, sendo transportado numa esteira que passa por um sensor capacitivo de duas placas paralelas e quadradas de lado L, afastadas entre si de uma distˆancia ligeiramente maior que d, conforme a ﬁgura. Quando o produto estiver inteiramente inserido entre as placas, o sensor deve acusar um valor de ca- pacitˆancia C0. Considere, contudo, tenha havido antes um indesejado vazamento de ´oleo, tal que a efetiva medida da capacitˆancia seja C = 3/4C0. Sendo dadas as respectivas constantes diel´etricas do ´oleo, κ = 2; e do ar, κar = 1, e desprezando o efeito da constante diel´etrica da embalagem, assinale a percentagem do L volume de ´oleo vazado em rela¸c˜ao ao seu volume original. d L ≳d L	A: 5% || B: 50% || C: 100% produto L || D: 10% || E: 75% esteira sensor capacitivo
