question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2010-SP-FIS-Q001	2010	single_phase	fisica	1	Pela teoria Newtoniana da gravita¸c˜ao, o potencial gravitacional devido ao Sol, assumindo simetria esf´erica, ´e dado por −V = GM/r, em que r ´e a distˆancia m´edia do corpo ao centro do Sol. Segundo a teoria da relatividade de Einstein, essa equa¸c˜ao de Newton deve ser corrigida para −V = GM/r + A/r2, em que A depende somente de G, de M e da velocidade da luz, c. Com base na an´alise dimensional e considerando k uma constante adimensional, assinale a op¸c˜ao que apresenta a express˜ao da constante A, seguida da ordem de grandeza da raz˜ao entre o termo de corre¸c˜ao, A/r2, obtido por Einstein, e o termo GM/r da equa¸c˜ao de Newton, na posi¸c˜ao da Terra, sabendo a priori que k=1. e 10−8 A = kG2M 2/c e 10−5	A: A = kGM/c A = kG2M 2/c2 e 10−5 e 10−3 A = kG2M 2/c || B:  || C: A = kG2M 2/c2 e 10−8 || D:  || E: 
ITA-MC-2010-SP-FIS-Q002	2010	single_phase	fisica	2	Considere a Terra como uma esfera homogˆenea de raio R que gira com velocidade angular uniforme ω em torno do seu pr´oprio eixo Norte-Sul. Na hip´otese de ausˆencia de rota¸c˜ao da Terra, sabe-se que a acelera¸c˜ao da gravidade seria dada por g = GM/R2. Como ω̸ = 0, um corpo em repouso na superf´ıcie da Terra na realidade ﬁca sujeito for¸cosamente a um peso aparente, que pode ser medido, por exemplo, por um dinamˆometro, cuja dire¸c˜ao pode n˜ao passar pelo centro do planeta. Ent˜ao, o peso aparente de um corpo de massa m em repouso na superf´ıcie da Terra a uma latitude λ ´e dado por mg −mω2R cos λ.	A: N  mg −mω2R sen 2λ. || B: r m 2ω2R/g + (ω2R/g)2i h sen 2λ. R 1 − || C: mg  r Equador h 2ω2R/g −(ω2R/g)2i cos2 λ. 1 − || D: mg r h 2ω2R/g −(ω2R/g)2i sen 2λ. 1 − || E: mg S
ITA-MC-2010-SP-FIS-Q003	2010	single_phase	fisica	3	Considere um segmento de reta que liga o centro de qualquer planeta do sistema solar ao centro do Sol. De acordo com a 2a Lei de Kepler, tal segmento percorre ´areas iguais em tempos iguais. Considere, ent˜ao, que em dado instante deixasse de existir o efeito da gravita¸c˜ao entre o Sol e o planeta. Assinale a alternativa correta.	A: O segmento de reta em quest˜ao continuaria a percorrer ´areas iguais em tempos iguais. A ´orbita do planeta continuaria a ser el´ıptica, por´em com focos diferentes e a 2a Lei de Kepler || B: continuaria v´alida. A ´orbita do planeta deixaria de ser el´ıptica e a 2a Lei de Kepler n˜ao seria mais v´alida. || C: A 2a Lei de Kepler s´o ´e v´alida quando se considera uma for¸ca que depende do inverso do quadrado || D: das distˆancias entre os corpos e, portanto, deixaria de ser v´alida. || E: O planeta iria se dirigir em dire¸c˜ao ao Sol
ITA-MC-2010-SP-FIS-Q004	2010	single_phase	fisica	4	A temperatura para a qual a velocidade associada `a energia cin´etica m´edia de uma mol´ecula de nitrogˆenio, N2, ´e igual `a velocidade de escape desta mol´ecula da superf´ıcie da Terra ´e de, aproximadamente, 1,4 x 105 K. 1,4 x 108 K. 7,0 x 1027 K.	A:  || B:  || C: 7,2 x 104 K. 8,4 x 1028 K. || D:  || E: 
ITA-MC-2010-SP-FIS-Q005	2010	single_phase	fisica	5	No plano inclinado, o corpo de massa m ´e preso a uma mola de constante el´astica k, sendo barrado `a frente por um anteparo. Com a mola no seu comprimento natural, o anteparo, de alguma forma, inicia seu movimento de descida com uma acelera¸c˜ao constante a. Durante parte dessa descida, o anteparo mant´em contato com o corpo, dele se separando somente ap´os um certo tempo. Desconsiderando quaisquer atritos, podemos aﬁrmar que a varia¸c˜ao m´axima do comprimento da mola ´e dada por h i p	A: m g senα + m a (2g senα + a) /k. k h i p || B: mg cos α + m a(2g cos α + a) /k. m anteparo h i p a (2g senα −a) || C: m g senα + m /k. m (g senα −a) /k. || D:  || E: mg senα/k
ITA-MC-2010-SP-FIS-Q006	2010	single_phase	fisica	6	Um quadro quadrado de lado ℓe massa m, feito de um material de coeﬁciente de dilata¸c˜ao superﬁcial β, ´e pendurado no pino O por uma corda inextens´ıvel, de massa desprez´ıvel, com as extremidades ﬁxadas no meio das arestas laterais do quadro, conforme a ﬁgura. A for¸ca de tra¸c˜ao m´axima que a corda pode suportar ´e F. A seguir, o quadro ´e submetido a uma varia¸c˜ao de temperatura ∆T, dilatando. Considerando desprez´ıvel a varia¸c˜ao no comprimento da corda devida `a dilata¸c˜ao, podemos aﬁrmar que o comprimento m´ınimo da corda para que o quadro possa ser pendurado com seguran¸ca ´e dado por 2ℓF√β∆T 	A: mg. O || B: 2ℓF (1 + β∆T)/mg.  .p (4F 2 −m2g2). || C: 2ℓF (1 + β∆T) . p (2F −mg). || D: 2ℓF (1 + β∆T) (1 + β∆T)/(4F 2 −m2g2) . p || E: 2ℓF   /2 /2
ITA-MC-2010-SP-FIS-Q007	2010	single_phase	fisica	7	Considere um semicilindro de peso P e raio R sobre um plano horizontal n˜ao liso, mostrado em corte na ﬁgura. Uma barra homogˆenea de comprimento L e peso Q est´a articulada no ponto O. A barra est´a apoiada na superf´ıcie lisa do semicilindro, formando um ˆangulo α com a vertical. Quanto vale o coeﬁciente de atrito m´ınimo entre o semicilindro e o plano horizontal para que o sistema todo permane¸ca em equil´ıbrio? O µ = cos α/[cos α + 2P (2h/LQ cos(2α) −R/LQsenα)]	A: L  µ = cos α/[cos α + P (2h/LQsen(2α) −2R/LQ cos α)] || B: h µ = cos α/[senα + 2P (2h/LQsen(2α) −R/LQ cos α)] || C: µ = senα/[senα + 2P (2h/LQ cos(α) −2R/LQ cos α)] || D: R µ = senα/[cos α + P (2h/LQsen(α) −2R/LQ cos α)] || E: 
ITA-MC-2010-SP-FIS-Q008	2010	single_phase	fisica	8	Um el´etron ´e acelerado do repouso atrav´es de uma diferen¸ca de potencial V e entra numa regi˜ao na qual atua um campo magn´etico, onde ele inicia um movimento ciclotrˆonico, movendo-se num c´ırculo de raio RE com per´ıodo TE. Se um pr´oton fosse acelerado do repouso atrav´es de uma diferen¸ca de potencial de mesma magnitude e entrasse na mesma regi˜ao em que atua o campo magn´etico, poder´ıamos aﬁrmar sobre seu raio RP e per´ıodo TP que	A: RP = RE e TP = TE. || B: RP > RE e TP > TE. || C: RP > RE e TP = TE. || D: RP < RE e TP = TE. || E: RP = RE e TP < TE
ITA-MC-2010-SP-FIS-Q009	2010	single_phase	fisica	9	Considere um oscilador harmˆonico simples composto por uma mola de constante el´astica k, tendo uma extremidade ﬁxada e a outra acoplada a uma part´ıcula de massa m. O oscilador gira num plano horizontal com velocidade angular constante ω em torno da extremidade ﬁxa, mantendo-se apenas na dire¸c˜ao radial, conforme mostra a ﬁgura. Considerando R0 a posi¸c˜ao de equil´ıbrio do oscilador para ω = 0, pode-se aﬁrmar que	A: o movimento ´e harmˆonico simples para qualquer que seja velocidade angular ω. || B: o ponto de equil´ıbrio ´e deslocado para R < R0. k m || C: a frequˆencia do MHS cresce em rela¸c˜ao ao caso de ω = 0. || D: o quadrado da frequˆencia do MHS depende linearmente do quadrado da R velocidade angular .  || E: se a part´ıcula tiver carga, um campo magn´etico na dire¸c˜ao do eixo de rota¸c˜ao s´o poder´a aumentar a frequˆencia do MHS
ITA-MC-2010-SP-FIS-Q010	2010	single_phase	fisica	10	Uma m´aquina t´ermica opera segundo o ciclo JKLMJ mostrado no diagrama T-S da ﬁgura. Pode-se aﬁrmar que	A: o processo JK corresponde a uma compress˜ao T(K) isot´ermica. J K || B: o trabalho realizado pela m´aquina em um ciclo ´e T2 W = (T2 −T1)(S2 −S1). o rendimento da m´aquina ´e dado por η = 1 −T2 || C: T1. || D: durante o processo LM uma quantidade de calor T1 L M QLM = T1(S2 −S1) ´e absorvida pelo sistema. || E: outra m´aquina t´ermica que opere entre T2 e T1 po- deria eventualmente possuir um rendimento maior S1 S2 S(J/K) que a desta
