question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2011-SP-FIS-Q001	2011	single_phase	fisica	1	Um problema clássico da cinemática considera objetos que, a partir de certo instante, se movem conjuntamente com velocidade de módulo constante a partir dos vértices de um polígono regular, cada qual apontando à posição instantânea do objeto 7 — vizinho em movimento. A figura mostra a configuração desse movimento múltiplo no caso s— + de um hexágono regular. Considere que o hexágono tinha 10,0 m de lado no instante inicial e que os objetos se movimentam com velocidade de módulo constante de 2,00 m/s. — A Após quanto tempo estes se encontrarão e qual deverá ser a distância percorrida por cada um dos seis objetos?	A: 58sellôm || B: 11,5se 58m || C: 10,0se20,0m || D: 20,0se10,0m e 40,0 m || E: 20,0s
ITA-MC-2011-SP-FIS-Q002	2011	single_phase	fisica	2	Um cubo maciço homogêneo com 4,0 cm de aresta flutua na água tranquila de uma lagoa, de modo a manter 70% da área total da sua superfície em contato com e ee a água, conforme mostra a figura. A seguir, uma pequena ra se acomoda no centro da | face superior do cubo e este se afunda mais 0,50 cm na água. Assinale a opção com os 1.1.7] valores aproximados da densidade do cubo e da massa da ra, respectivamente.	A: 0,20 g/cm? e 6,4 g || B: 0,70 g/cm? e 6,4 g || C: 0,70 g/cm? e 8,0 g || D: 0,80 g/cm? e 6,4 g || E: 0,80 g/cm? e 8,0 g
ITA-MC-2011-SP-FIS-Q003	2011	single_phase	fisica	3	"Uma pessoa de 80,0 kg deixa-se cair verticalmente de uma ponte amarrada a uma corda elástica de ""bungee jumping"" com 16,0 m de comprimento. Considere que a corda se esticará até 20,0 m de comprimento sob a ação do peso. Suponha que, em todo o trajeto, a pessoa toque continuamente uma vuvuzela, cuja frequência natural é de 235 Hz. Qual(is) é(são) a(s) distância(s) abaixo da ponte em que a pessoa se encontra para que um som de 225 Hz seja percebido por alguém parado sobre a ponte?"	A: 114m || B: 114me144m || C: 114me184m || D: 144me 184m || E: 114m, 144me184m
ITA-MC-2011-SP-FIS-Q004	2011	single_phase	fisica	4	Na ficção científica A Estrela, de H.G. Wells, um grande asteróide passa próximo à Terra que, em consequência, fica com sua nova órbita mais próxima do Sol e tem seu ciclo lunar alterado para 80 dias. Pode-se concluir que, após o fenômeno, o ano terrestre e a distância Terra-Lua vão tornar-se, respectivamente,	A: mais curto - aproximadamente a metade do que era antes. || B: mais curto - aproximadamente duas vezes o que era antes. || C: mais curto - aproximadamente quatro vezes o que era antes. || D: mais longo - aproximadamente a metade do que era antes. || E: mais longo - aproximadamente um quarto do que era antes
ITA-MC-2011-SP-FIS-Q005	2011	single_phase	fisica	5	Sobre uma mesa sem atrito, uma bola de massa M é presa por M duas molas alinhadas, de constante de mola k e comprimento natural ℓ0, xadas nas extremidades da mesa. Então, a bola é deslocada a uma distância x x na direção perpendicular à linha inicial das molas, como mostra a gura, ℓ0 ℓ0 sendo solta a seguir. Obtenha a aceleração da bola, usando a aproximação (1 + a)α = 1 + αa.	A: a = −kx/M || B: a = −kx2/2Mℓ0 || C: a = −kx2/Mℓ0 || D: a = −kx3/2Mℓ2 0 || E: a = −kx3/Mℓ2 0
ITA-MC-2011-SP-FIS-Q006	2011	single_phase	fisica	6	Um corpo de massa M, inicialmente em repouso, é erguido por uma corda de massa des- prezível até uma altura H, onde ca novamente em repouso. Considere que a maior tração que a corda pode suportar tenha módulo igual a nMg, em que n > 1. Qual deve ser o menor tempo possível para ser feito o erguimento desse corpo? q 2H	A: (n−1)g q 2nH || B: (n−1)g q nH || C: 2(n−1)2g q 4nH || D: (n−2)g q 4nH || E: (n−1)g
ITA-MC-2011-SP-FIS-Q007	2011	single_phase	fisica	7	Uma partícula de massa m move-se sobre uma linha reta horizontal num Movimento Har- mônico Simples (MHS) com centro O. Inicialmente, a partícula encontra-se na máxima distância x0 de O e, a seguir, percorre uma distância a no primeiro segundo e uma distância b no segundo seguinte, na mesma direção e sentido. Quanto vale a amplitude x0 desse movimento? 2a3/(3a2 −b2)	A:  || B: 2b2/(4a −b) || C: 2a2/(3a −b) 2a2b/(3a2 −b2) || D:  || E: 4a2/(3a −2b)
ITA-MC-2011-SP-FIS-Q008	2011	single_phase	fisica	8	Duas partículas idênticas, de mesma massa m, são projetadas de uma origem O comum, num plano vertical, com velocidades iniciais de mesmo módulo e ângulos de lançamento respectivamente α e β em relação à horizontal. Considere T1 e T2 os respectivos tempos de alcance do ponto mais alto de cada trajetória e t1 e t2 os respectivos tempos para as partículas alcançar um ponto comum de ambas as trajetórias. Assinale a opção com o valor da expressão t1T1 + t2T2.	A: 0 (tgα + tgβ)/g2 2v2 || B: 2v2 0/g2 || C: 0 senα/g2 4v2 || D: 0 senβ/g2 4v2 || E: 0 (senα + senβ)/g2 2v2
ITA-MC-2011-SP-FIS-Q009	2011	single_phase	fisica	9	Um exercício sobre a dinâmica da partícula tem seu início assim enunciado : Uma partícula está se movendo com uma aceleração cujo módulo é dado por µ (r + a3/r2) , sendo r a distância entre a origem e a partícula. Considere que a partícula foi lançada a partir de uma distância a com uma velocidade inicial 2√µa. Existe algum erro conceitual nesse enunciado ? Por que razão?	A: Não, porque a expressão para a velocidade é consistente com a da aceleração; Sim, porque a expressão correta para a velocidade seria 2a2√µ; || B: Sim, porque a expressão correta para a velocidade seria 2a2p || C: µ/r; p || D: Sim, porque a expressão correta para a velocidade seria 2 a2µ/r; Sim, porque a expressão correta para a velocidade seria 2a√µ; || E: 
ITA-MC-2011-SP-FIS-Q010	2011	single_phase	fisica	10	Um prisma regular hexagonal homogêneo com peso de 15 N e aresta da base de 2,0 m é mantido de pé graças ao apoio de um dos seus vértices da base inferior (ver gura) e à ação de uma força vertical de suspensão de 10 N (não mostrada). Nessas condições, o ponto de aplicação da força na base superior do prisma encontra-se	A: sobre o segmento RM a 2,0 m de R. || B: sobre o segmento RN a 4,0 m de R. || C: sobre o segmento RN a 3,0 m de R. || D: sobre o segmento RN a 2,0 m de R. || E: sobre o segmento RP a 2,5 m de R
ITA-MC-2011-SP-FIS-Q011	2011	single_phase	fisica	11	Um relógio tem um pêndulo de 35 cm de comprimento. Para regular seu funcionamento, ele possui uma porca de ajuste que encurta o comprimento do pêndulo de 1 mm a cada rotação completa à direita e alonga este comprimento de 1 mm a cada rotação completa à esquerda. Se o relógio atrasa um minuto por dia, indique o número aproximado de rotações da porca e sua direção necessários para que ele funcione corretamente.	A: 1 rotação à esquerda || B: 1/2 rotação à esquerda || C: 1/2 rotação à direita || D: 1 rotação à direita || E: 1 e 1/2 rotações à direita
