question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2022-P1-FIS-Q001	2022	phase_1	fisica	1	False	False	Em 2019, no 144o anivers´ario da Conven¸c˜ao do Metro, as unidades b´asicas do SI foram redeﬁnidas pelo Escrit´orio Internacional de Pesos e Medidas (BIPM). A s [...] cont´em a soma dos n´umeros correspondentes `as aﬁrma¸c˜oes verdadeiras. | ALT A:2 || B:5 || C:8 || D:10 || E:13
ITA-MC-2022-P1-FIS-Q002	2022	phase_1	fisica	2	False	False	A bola A, de massa m, ´e liberada a partir do repouso de um edif´ıcio exatamente quando a bola B, de massa 3m, ´e lan¸cada verticalmente para cima a partir do s [...] = 0,5. Determine a raz˜ao das velocidades, |vA/vB|, logo ap´os o choque. | ALT A:0 || B:1 || C:5 || D:11 || E:13
ITA-MC-2022-P1-FIS-Q003	2022	phase_1	fisica	3	False	True	Uma ponte levadi¸ca uniforme com peso P e compri- g mento L ´e sustentada por uma corda vertical na sua extremidade B, que pode sustentar uma tens˜ao m´axima de [...] nativa que cont´em a distˆancia percorrida pelo homem ao longo da ponte. | ALT A:PL/Ph || B:PhL/P || C:PL/Ph E ( ) mg + 2 || D:2PL/Ph || E:3PL/Ph √ 8kmV 2.
ITA-MC-2022-P1-FIS-Q004	2022	phase_1	fisica	4	True	True	Um garoto de massa m desliza sobre um escorregador de superfície lisa e com raio de curvatura constante dado por R. O platô superior de onde o menino inicia a s [...] O q B (O mg(14+ 5) O mg (1-7) | H 2H — E mg (1— — R | H iy C( ) mg A a x | ALT A: || B: || C: || D: || E:
ITA-MC-2022-P1-FIS-Q005	2022	phase_1	fisica	5	True	True	Em seu experimento para medir a constante gravitacional G, Henry Cavendish utilizou uma balanca de torção composta por uma haste leve e longa, de comprimento L, [...] LMm B() b-kAd M 2LMm C() b2kAd L LMm ] 2b°kA LMm O m E() 2eAe Ab?kA 1 da | ALT A: || B: || C: || D: || E:
ITA-MC-2022-P1-FIS-Q006	2022	phase_1	fisica	6	True	True	Um fluido de densidade p, incompressível e homogêneo, move-se por um tubo horizontal com duas secções transversais de áreas A; e Ag = kA;, em que k é uma consta [...] (1h 2 k 2 B Pry () — 2 2 5 E (O) fi (1-8 2 k vt 2 2 c(y A (E (1—k 2 k2 3 | ALT A: || B: || C: || D: || E:
ITA-MC-2022-P1-FIS-Q007	2022	phase_1	fisica	7	False	True	No laborat´orio de mecˆanica, carrinhos de massas M e 2M s˜ao unidos por uma mola el´astica ideal e oscilam livremente em um plano liso com per´ıodo T. A seguir [...] idade atingida pelo centro de massa no movimento subsequente. r 8 3 × πl | ALT A:0 || B:2πl r 27 × πl 8 2M M F T || C:2πl 8kmV 2. E ( ) mg+ 3T || D:T || E:T √
ITA-MC-2022-P1-FIS-Q008	2022	phase_1	fisica	8	False	True	Um pesquisador mergulha uma lˆamina bimet´alica de lat˜ao e ferro de 5 cm de comprimento, 0,3 mm de espessura e perfeitamente plana a 20 ◦C em um ﬂuido para est [...] rvalo contendo a melhor estimativa da temperatura do ﬂuido. P2 L=11,4 cm | ALT A:30◦C ≤T ≤80 ◦C Fonte de laser || B:80◦C ≤T ≤130 ◦C P1 || C:130◦C ≤T ≤180 ◦C d = 20,0 mm || D:1
ITA-MC-2022-P1-FIS-Q009	2022	phase_1	fisica	9	False	True	Muitos instrumentos musicais, como o piano, geram sons a partir da excita¸c˜ao de cordas com extremidades ﬁxas. Ao pressionar uma tecla do piano, um dispositivo [...] onal `a sua densidade linear de massa. 4 Assinale a alternativa correta. | ALT A:As senten¸cas I, II e III s˜ao falsas. || B:Apenas a senten¸ca I ´e verdadeira. || C:Apenas a 
ITA-MC-2022-P1-FIS-Q010	2022	phase_1	fisica	10	False	False	Uma lente delgada convergente, com distˆancia focal de 5 cm, ´e alinhada `a frente de um espelho cˆoncavo, de distˆancia focal de 2 cm, de forma a compartilhar  [...]  um objeto de forma que nenhuma imagem seja formada na regi˜ao x > 8 cm? | ALT A:0 cm ≤x ≤2,67 cm || B:3 cm ≤x ≤6 cm || C:3 cm ≤x ≤8 cm E ( ) mg + || D:5 cm ≤x ≤8 cm || E:6 cm
ITA-MC-2022-P1-FIS-Q011	2022	phase_1	fisica	11	False	False	Considere uma montagem de um experimento de dupla fenda de Young, na qual as fendas est˜ao afastadas de d = 2,0 mm e s˜ao iluminadas por luz azul (λ = 480 nm) e [...] i˜ao brilhante central, uma franja verde pode ser observada no anteparo. | ALT A:1,2 mm || B:1,5 mm desse arranjo experimental. √ 8kmV 2. || C:6,0 mm E ( ) mg + || D:9,0 mm ||
ITA-MC-2022-P1-FIS-Q012	2022	phase_1	fisica	12	False	False	Considere o movimento de um objeto de massa m = 1,0 g, positivamente carregado, com carga q = 20,0 µC, na presen¸ca do campo gravitacional da superf´ıcie terres [...] m/s, calcule o tempo necess´ario para ela atingir a posi¸c˜ao z = 1,0 m. | ALT A:0,33 s || B:0,66 s √ 8kmV 2. || C:1,00 s E ( ) mg + 5 || D:1,33 s || E:1,66 s
