question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2026-P1-FIS-Q013	2026	phase_1	fisica	13	True	True	Em um microscópio eletrônico de varredura (MEV), um feixe de elétrons apre- senta área transversal A, densidade de carga p e velocidade dos elétrons v. Sabendo  [...] pev. A( ) I=CpAYv. C( ) l= CpAv?. E ( y= CPA. V V B( ) l= CpAv. D( )/=c% | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-FIS-Q014	2026	phase_1	fisica	14	True	True	Uma pequena esfera é abandonada do repouso a partir de uma altura H, em relação ao solo, e cai verticalmente em queda livre. No mesmo instante em que a esfera i [...] -D ). D( - /9 ((y_p2_ p2 ) v=\/5((H h2-D ). E( )v=,/29 ((H- ny? + D2). H | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-FIS-Q015	2026	phase_1	fisica	15	False	True	Um objeto de massa m = 1,00 kg é lançado verticalmente para cima a partir do solo com velocidade inicial vo = 30,0 m/s. A força de resistência do ar tem módulo  [...] rgia total dissipada até a mola atingir sua máxima compressão. m; 180 J. | ALT A:45,0 || B:45,0 m; 376 J. || C:37,5 m; 150 J. || D:37,5 m; 355 J. 5 || E:37,5 m; 765 J.
ITA-MC-2026-P1-FIS-Q016	2026	phase_1	fisica	16	True	True	Três planetas de massas m q 4 idênticas orbitam, em trajetória circular, uma v (m) q estrela de massa M. A posição relativa en- / — tre os planetas, a cada inst [...] gal2 G(M + 3m) E( ) 7=—______.. on gle V G(9M + v3m) C()T= \/3G(V3M + m) | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-FIS-Q017	2026	phase_1	fisica	17	False	True	"Considere um pêndulo simples, com um fio ideal de comprimento £ sob ação da gravidade de aceleração g, e um sistema massa—mola na horizontal, com uma mola de co [...] ndulo, e os outros parâmetros físicos relevantes. AV? = e x} Xo XxX; —-X | ALT A:cos 8 = 1 — CX 2 2 2 || B:sin@=1- || C:cos = 1-170)"" || D:sng=1-"" a (xq — Xo)2 6 || E:cos@ =1-"
ITA-MC-2026-P1-FIS-Q018	2026	phase_1	fisica	18	True	True	Um vaso comunicante contém um volume Vp = 2,00L de água e possui duas colunas verticais conectadas por um tubo de conexão de comprimento Lp = 10,0cm e área de s [...]  B( ) 2,35cm. É LÁ Ma C( ) 1,75cm. D( ) 0,75cm. me YZ h I2 o --------- 4 | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-FIS-Q019	2026	phase_1	fisica	19	False	True	Em um escritório, trabalham 10 funcionários de segunda a sexta, em um regime de oito horas por dia. Diariamente o ar-condicionado é ligado para manter o local d [...] sinale o custo aproximado para usar o ar-condicionado durante 4 semanas. | ALT A:R$8,00. || B:R$10,00. || C:R$14,00. || D:R$80,00. || E:R$170,00
ITA-MC-2026-P1-FIS-Q020	2026	phase_1	fisica	20	False	True	Um acidente marítimo causou um derramamento de óleo no mar. Na região, formou-se uma fina camada iridescente de óleo que flutua sobre a água calma do mar. Os ín [...] espessura da camada de óleo que permita a ocorrência do efeito descrito. | ALT A:40 nm. || B:90 nm. || C:100 nm. || D:160 nm. 7 || E:200 nm.
ITA-MC-2026-P1-FIS-Q021	2026	phase_1	fisica	21	False	True	"O circuito mostrado na figura é composto por um potenciômetro conectado a uma bateria de 12 V. Quando o cursor do potenciômetro é girado no sentido anti-horário [...] r que R1 JA 12 © R2 10 Ss E 6 g W) o a 2 E 10"" 10° 10! 102 10º 104 R1/R2 | ALT A:aresisténcia R4 é menor que a resistência R3. || B:a corrente elétrica que passa por R3 é meno"
ITA-MC-2026-P1-FIS-Q022	2026	phase_1	fisica	22	False	True	Considere um tubo cilíndrico condutor de raio R dividido em 3 regiões. Em cada região, há um conjunto de furos de raios distintos, a, b e c, igualmente espaçado [...] a > b > c, a aceleração em b seria maior que em c. Estão corretas apenas | ALT A:I|,lleV. || B:Il, lle lV. || C:ill, VeV. || D:1, Hl, lle lV || E:1, lllelvV.
ITA-MC-2026-P1-FIS-Q023	2026	phase_1	fisica	23	True	True	Uma das aplicações dos equipamentos de ultrassom na medicina é o auxílio no diagnóstico de doenças cardíacas. Com eles, é possível avaliar o fluxo sanguíneo que [...]  0 [E-(5) | E()! oy2 van? BO vai)? pP|ticolor) | 1 2 Cc vAf —p |v2-[—— 9 | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-FIS-Q024	2026	phase_1	fisica	24	False	True	A figura a seguir ilustra um dispositivo D(A,A), que emite radiação eletro- magnética monocromática de comprimento de onda Ae intensidade A e que chega a um ant [...] da situação (1) | SY O 4 (0,0) V M (2) | | k D(d,A)) == N (3) ! (4) !. V | ALT A:(2) para (1), apenas diminuindo A. || B:(2) para (4), mudando A e aumentando A. || C:(2) para 
ITA-MC-2026-P1-ING-Q037	2026	phase_1	ingles	37	False	True	The sentence which describes an idea which is NOT in the text is | ALT A:the inevitability of progress in human knowledge stems from humanity's ability to retain and b
ITA-MC-2026-P1-ING-Q038	2026	phase_1	ingles	38	False	True	Os termos abaixo, retirados do primeiro paragrafo, exercem no texto as funções indicadas após a seta, EXCETO em | ALT A:dealing — função adjetiva. || B:writings — função substantiva. || C:during — função adjetiva. 
ITA-MC-2026-P1-ING-Q039	2026	phase_1	ingles	39	True	True	Na passagem “Here, it is possible to argue cogently that progress is in the nature of things.”, a palavra COGENTLY pode ser melhor traduzida por A( ) urgentemen [...] itorials/the-decline-of-teenagers-reading-is-an- impact-on-education/ 19 | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-ING-Q040	2026	phase_1	ingles	40	False	True	De acordo com as informações do texto, é CORRETO afirmar que | ALT A:a redução do tempo dedicado à leitura de fruição tem efeitos negativos na socialização entre o
ITA-MC-2026-P1-ING-Q041	2026	phase_1	ingles	41	False	True	Check the alternative that best rephrases the following sentence, without altering its meaning: “Speaking of all-time great books, it seems like just about ever [...]  the book a bad rap or receives great reviews and overshadows the book.” | ALT A:Speaking of classic books, it appears that nearly every bestseller has been adapted into a mov
ITA-MC-2026-P1-ING-Q042	2026	phase_1	ingles	42	False	True	De acordo com as informações presentes no texto, depreende-se que | ALT A:ouso de celulares nas escolas públicas foi proibido em todo o território americano desde 2028.
ITA-MC-2026-P1-ING-Q043	2026	phase_1	ingles	43	True	True	Na passagem “Fellow teachers nationwide face the same challenge, which explains why more states and districts are moving to limit or outright ban cellphones in  [...] o, por A( )partial. B( Jlegal. C( J)thorough. D( J)confined. E( Jillicit | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-ING-Q044	2026	phase_1	ingles	44	False	True	"Referring to the establishment of a national youth mental health crisis, U.S. Surgeon General Vivek Murthy stated: “| am concerned that social media is an impor [...]  must urgently address"". In this sentence, the modal verb MUST indicates | ALT A:a possibility that addressing the crisis may happen. || B:anecessity to act regarding the cris"
ITA-MC-2026-P1-ING-Q045	2026	phase_1	ingles	45	False	True	"Ao transpor a frase “Seventy-two percent of high school teachers cite cellphones as a major distraction in the classroom"" para a voz passiva, a construção CORRETA é | ALT A:Seventy-two percent of high school teachers are cited cellphones as a major distraction in the"
ITA-MC-2026-P1-ING-Q046	2026	phase_1	ingles	46	False	True	The sentence that BEST summarizes the main idea of the text is | ALT A:Machines are unreliable because they cannot replicate emotion and contextual understanding. ||
ITA-MC-2026-P1-ING-Q047	2026	phase_1	ingles	47	True	True	In the extract “The former searches for differences; the latter is quick to erase them.”, the terms FORMER and LATTER refer respectively to A (|| )human intelli [...] emotion. E ( )the logic of emotion and the logic of formal reasoning. 24 | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-ING-Q048	2026	phase_1	ingles	48	False	True	Observe the following sentence from paragraph 1. “The goal is to give society time to adapt to what the signatories describe as an “Al summer”, which they belie [...] e that can be considered the CORRECT past version of the sentence above. | ALT A:The goal was to give society time to adapt to what the signatories described as an “Al summer”
ITA-MC-2026-P1-MAT-Q001	2026	phase_1	matematica	1	False	True	Sejamz, we C tais que z— w = —2/3 ew ¥ 0. Sez tem módulo 2/3, e w tem argumento 7/6, então a parte real de z é igual a | ALT A:-2v3. || B:-v3. || C:0. || D:v3. || E:2v3
ITA-MC-2026-P1-MAT-Q002	2026	phase_1	matematica	2	True	True	Usando os valores aproximados logas 13,72 = 0,6880, logy, 6125 = 2,2908, a alternativa que mais aproxima a representação decimal de log,, 7 é A(_ ) 0,4886. B( )0,5112. C( ) 0,5193. D( )0,5224. E( ) 0,5385 | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-MAT-Q003	2026	phase_1	matematica	3	True	True	Seja A a matriz de ordem 100 x 100, cujos elementos são descritos pela equação Considere as seguintes afirmações: I. A é uma matriz simétrica. ll. Cada linha da [...] elll. ) Apenas|. C( ) Apenasle A ( B( ) Apenas ll. D( ) Apenas le Ill. 2 | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-MAT-Q004	2026	phase_1	matematica	4	False	True	Os vértices de um polígono são todos os números complexos não nulos que satisfazem a equação iz? = 27. A area desse polígono é | ALT A:v3. || B:2v3. || C:3v3. || D:4v3. || E:5v3
ITA-MC-2026-P1-MAT-Q005	2026	phase_1	matematica	5	False	True	Uma circunferência é dividida em seis partes iguais pelos pontos A, B, C, D, E, F, designados nessa ordem. Os pontos A, C, E são vértices de um triângulo equilá [...] ama é 2543 cm’, então a área do quadrado inscrito na circunferência mede | ALT A:10 cm’. || B:25cm’. || C:40 cm’. || D:50 cm’. || E:75 cm’
ITA-MC-2026-P1-MAT-Q006	2026	phase_1	matematica	6	False	True	Considere as seguintes afirmações: I. Um cubo possui uma seção plana dada por um pentágono. ll. Sejam a, 8 e 7 trés planos distintos, dois a dois concorrentes.  [...] eta de um deles for perpendicular ao outro plano. É (São) VERDADEIRA(S): | ALT A:Apenas I. || B:Apenasle ll. || C:Apenas le Ill || D:Apenas ll e III. || E:Nenhuma das afirmaçõ
ITA-MC-2026-P1-MAT-Q007	2026	phase_1	matematica	7	False	True	Considere as matrizes A= V3/2 —1/2 BE V2/2 1/2 3/2 |’ v2/2 |º A matriz 4º! x B é igual a al 3-1) = U- 3) 2/2 2/2 | ALT A:- || B:. || C:- || D:04 V3) 04 V3) 1+ v6 1+ v6 2 2 1+ V6 1+ V6 4 4 2/2 2/2 || E:nenhuma das al
ITA-MC-2026-P1-MAT-Q008	2026	phase_1	matematica	8	False	True	Seja p(x) = x) + bx? + cx + d um polinômio com coeficientes reais. Se todas as raízes de p(x) são reais e, para todo x € R, p(2 + x) = —p(2 — x), então o menor valor possível para p(0) é | ALT A:-10. || B:-s. || C:-6. || D:-4. || E:-2
ITA-MC-2026-P1-MAT-Q009	2026	phase_1	matematica	9	True	True	Considere a reta r: 3x4+4y = —15 e a parábola P : y = x? + x + 6 com vértice V. Seja t a reta tangente a P, que tem coeficiente angular negativo e forma um ângu [...] o ABV é A( 13 25 105 147 126 (O 500 )—. B( )—. —. —. —. OG C() = DOS EOS | ALT A: || B: || C: || D: || E:
ITA-MC-2026-P1-MAT-Q010	2026	phase_1	matematica	10	True	True	"Sejam x, y €]0,7/2|, satisfazendo o sistema de equações tan(y) tan (2) = cos(2x)sec(y), 2 sen(y) N cos(x) ""o cos(x) sen(y) O produto de todos os valores de x e  [...]  sistema é mr? a 1 1 1 (57 () 324 CO) ET: (Ds A()—. B() —. —. D()—. E()— | ALT A: || B: || C: || D: || E:"
ITA-MC-2026-P1-MAT-Q011	2026	phase_1	matematica	11	True	True	Seja A = {1,2,3,4,5,6,7,8}. A quantidade de bijeções F : A — A que satisfazem F(1) < F(5)<F(3)e F(7) < F(2) é A (_) 3360. B (_) 4200. C( ) 5040. D( ) 5880. E( ) 6720 | ALT A: || B: || C: || D: || E:
