question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2021-P1-FIS-Q001	2021	phase_1	fisica	1	False	False	O sistema de unidades atˆomicas de Hartree ´e bastante ´util para a descri¸c˜ao de sistemas quˆanticos microsc´opicos. Nele, faz-se com que a carga fundamental  [...] r num´erico da velocidade da luz no v´acuo c, nesse sistema de unidades. | ALT A:100 || B:102 || C:104 || D:106 || E:108
ITA-MC-2021-P1-FIS-Q002	2021	phase_1	fisica	2	False	False	Um trem parte do repouso sobre uma linha horizontal e deve alcan¸car a velocidade de 72 km/h. At´e atingir essa velocidade, o movimento do trem tem acelera¸c˜ao [...] em N, fornecido pela locomotiva para transportar uma carga de 1,0 ton ´e | ALT A:2,5 ×102. || B:4,8 ×102. || C:5,0 ×102. || D:5,3 ×102. || E:1,0 ×103
ITA-MC-2021-P1-FIS-Q003	2021	phase_1	fisica	3	False	True	Uma bola de gude de raio r e uma bola de basquete de raio R s˜ao lan¸cadas contra uma parede com velocidade horizontal v e com seus centros a uma altura h. A bo [...] bolinha de gude ao atingir o solo. √ g R r r 2(h −2r) 2(h −2r) 8kmV 2. r | ALT A:3v √ g g 8kmV 2. E ( ) mg + r 2(h −r) r 2(h −R −r) h || B:3v E ( ) 3v g g r 2(h −r) √ || C:v 8
ITA-MC-2021-P1-FIS-Q004	2021	phase_1	fisica	4	True	True	Considere um sistema de trˆes sat´elites idˆenticos de massa m dispostos nos v´ertices de um triˆangulo equil´atero de lado d. Considerando somente o efeito gra [...]  distˆancia entre eles permane¸ca inalterada. r r r r r 3Gm Gm Gm Gm 3Gm | ALT A: || B: || C: || D: || E:2d d 2d 3d d 2
ITA-MC-2021-P1-FIS-Q005	2021	phase_1	fisica	5	False	True	Um recipiente, de sec¸c˜ao de ´area constante e igual a A, ´e preenchido por uma coluna de l´ıquido de densidade ρ e altura H. Sobre o l´ıquido encontra-se um p [...]  o alcance horizontal D do jato de ´agua. √ g q q 8kmV 2. (H −h)(h + m m | ALT A:2 M √ 8kmV 2. E ( ) mg + q 2h(H −h + m q || B:ρA) h(H −h + m E ( ) ρA) √ H q h(H −h + m || C:2
ITA-MC-2021-P1-FIS-Q006	2021	phase_1	fisica	6	False	False	Um recipiente isolado ´e dividido em duas partes. A regi˜ao A, com volume VA, cont´em um g´as ideal a uma temperatura TA. Na regi˜ao B, com volume VB = 2VA, faz [...] e o g´as e o recipiente, a temperatura de equil´ıbrio ﬁnal do sistema ´e | ALT A:TA/3. || B:TA/2. || C:TA. || D:2TA. || E:3TA
ITA-MC-2021-P1-FIS-Q007	2021	phase_1	fisica	7	False	False	Um objeto de massa M, preso a uma mola ideal, realiza uma oscila¸c˜ao livre de frequˆencia f. Em um determinado instante, um segundo objeto de massa m ´e ﬁxado  [...]  que (1 + x)n ≈1 + nx, para |x| ≪1, pode-se aﬁrmar que f ´e dada por √ √ | ALT A:M∆f 2M∆f 2M∆f 2m . . . || B:. || C:M∆f || D:. m m 2m m || E:2M∆f
ITA-MC-2021-P1-FIS-Q008	2021	phase_1	fisica	8	False	False	Um viol˜ao ´e um instrumento sonoro de seis cordas de diferentes propriedades, ﬁxas em ambas as extremidades, acompanhadas de uma caixa de ressonˆancia. Diferen [...] ra e F como falsa, as aﬁrma¸c˜oes I, II, III e IV s˜ao, respectivamente, | ALT A:V V V V. || B:F V V V. || C:V F V V. || D:V V F V. || E:V V V F. 3
ITA-MC-2021-P1-FIS-Q009	2021	phase_1	fisica	9	False	False	Considere uma lente biconvexa feita de um material com ´ındice de refra¸c˜ao 1,2 e raios de curvatura de 5,0 cm e 2,0 cm. Ela ´e imersa dentro de uma piscina e  [...] adeira e F como falsa, as aﬁrma¸c˜oes I, II e III s˜ao, respectivamente, | ALT A:V F F. || B:F V F. || C:F F V. || D:V V F. || E:F V V
ITA-MC-2021-P1-FIS-Q010	2021	phase_1	fisica	10	False	False	No experimento de dupla fenda de Young, suponha que a separa¸c˜ao entre as fendas seja de 16 µm. Um feixe de luz de comprimento de onda 500 nm atinge as fendas  [...] ˆencia. Quantos m´aximos haver´a na faixa angular dada por −30o ≤θ ≤30o? | ALT A:8 || B:16 || C:17 || D:32 || E:33
ITA-MC-2021-P1-FIS-Q011	2021	phase_1	fisica	11	False	False	Trˆes esferas met´alicas maci¸cas E1, E2 e E3, feitas de um mesmo material e de raios R1, R2 e R3, respectivamente, podem trocar cargas el´etricas entre si a pa [...]  assinale a propor¸c˜ao entre as massas de E1, E2 e E3, respectivamente. | ALT A:1:1:1 || B:1:2:2 || C:2:1:1 || D:8:1:1 || E:1:8:8
ITA-MC-2021-P1-FIS-Q012	2021	phase_1	fisica	12	False	True	Considere os resistores A, B, C e D, cujas resistˆencias el´etricas s˜ao dadas respectivamente por RA, RB, RC e RD e cujas cur- vas caracter´ısticas s˜ao aprese [...] e a alternativa que cont´em uma rela¸c˜ao correta entre RA, RB, RC e RD. | ALT A:RB = A∥de (RC e RD) || B:RD = AS de (RA e RB) || C:RA = A∥de (RC e RD) || D:RA = AS de (RB e R
ITA-MC-2021-P1-FIS-Q013	2021	phase_1	fisica	13	False	False	Deseja-se capturar uma foto que ilustre um proj´etil, viajando a 500 m/s, atravessando uma ma¸c˜a. Para isso, ´e necess´ario usar um ﬂash de luz com dura¸c˜ao c [...]  com o valor de capacitˆancia mais adequado para a aplica¸c˜ao descrita. | ALT A:800 pF || B:15 nF || C:800 nF || D:15 µF || E:800 µF 4
ITA-MC-2021-P1-FIS-Q014	2021	phase_1	fisica	14	True	True	Um cilindro condutor oco de comprimento muito longo, cuja sec¸c˜ao transversal tem raio interno R/2 e raio externo R, ´e atravessado por uma densidade de corren [...] fun¸c˜ao da coordenada radial r a partir do eixo de simetria do sistema? | ALT A: || B: || C: || D: || E:B B B B B r r r r r R/2 R R/2 R R/2 R R/2 R R/2 R 0 0 0 0 0
