question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2025-P1-FIS-Q013	2025	phase_1	fisica	13	False	True	Considere uma part´ıcula cuja posic¸ ˜ao ´e dada pela func¸ ˜ao hor´aria q D2 + (V t – D)2, x(t) = em que V e D s˜ao constantes positivas, com unidades adequada [...] desde o in´ıcio do movimento at´e o instante no qual v(t) = 0 m/s. √ √ √ | ALT A:( 2 – 1)D 2D || B:2( 2 – 1)D || C:√ || D:2D || E:2 2D
ITA-MC-2025-P1-FIS-Q014	2025	phase_1	fisica	14	True	True	Um carrinho realiza um per- curso sobre um trilho em um plano vertical, como mostra a ﬁgura ao lado. Partindo do re- pouso no ponto A, ele percorre uma distˆanc [...] iva que corresponde ao m´odulo da velocidade do carrinho ap´os o choque. | ALT A:1 p p a0ℓ+ 2gR 2(a0ℓ+ 2gR) || B:a0ℓ+ 2gR 2 5 || C: || D:1 2(a0ℓ+ gR) p || E:p 2a0ℓ+ 4gR 2 r 1
ITA-MC-2025-P1-FIS-Q015	2025	phase_1	fisica	15	False	False	Um explorador em um planeta ex´otico, circundado por um sat´elite natural, observa que o intervalo de tempo entre as fases cheia e nova de seu sat´elite ´e de 5 [...] timativa correta da distˆancia entre o planeta ex´otico e seu sat´elite. | ALT A:8 × 108 m || B:1 × 109 m || C:2 × 109 m || D:4 × 109 m || E:6 × 109 m
ITA-MC-2025-P1-FIS-Q016	2025	phase_1	fisica	16	False	False	Considere trˆes osciladores massa-mola independentes (1, 2 e 3) de massa m e constantes el´asticas k1, k2 e k3, respectivamente. O tempo que o sistema massa- mo [...] do sistema massa-mola 1 e a frequˆencia do sistema massa-mola em s´erie. | ALT A:7,5 || B:3,8 || C:2,7 || D:2,3 || E:1,0
ITA-MC-2025-P1-FIS-Q017	2025	phase_1	fisica	17	False	True	Uma barra homogˆenea e ﬁna de sec¸ ˜ao reta circular A e comprimento L tem uma de suas extremidades ﬁxas a uma articulac¸ ˜ao, podendo girar sem atrito. As ﬁgur [...] ovo comprimento submerso da barra na situac¸ ˜ao exposta na ﬁgura (b). √ | ALT A:L 1 – 2 √ ! 2 || B:L 1 – 8L 4 6 || C:1 || D:3 || E:3 ! 2 2L 4L
ITA-MC-2025-P1-FIS-Q018	2025	phase_1	fisica	18	True	True	Um recipiente de paredes diatérmicas é dividido ao meio por um êmbolo de área 4. O lado esquerdo do êmbolo é conectado ao recipiente por uma mola ideal de const [...]  (PAS D( ) e+ (2) BC) VK 20 PA tok 20 (PA? EO VR ta C( ) [| Q é PoA 2k k | ALT A: || B: || C: || D: || E:
ITA-MC-2025-P1-FIS-Q019	2025	phase_1	fisica	19	True	True	O estetoscópio é um instrumento ampla- o mente utilizado por profissionais de saúde para aus- Medição do som cultar sons internos do corpo humano, como batimen- [...]  201og (1) E( ) 80 log (1) A( R R R ) 4log (At) D( ) 40log (At) B( R R 7 | ALT A: || B: || C: || D: || E:
ITA-MC-2025-P1-FIS-Q020	2025	phase_1	fisica	20	False	False	O arco-´ıris ´e um fenˆomeno meteorol´ogico de grande beleza e com profundo simbolismo para diferentes culturas. Sua explicac¸ ˜ao f´ısica foi debatida desde a  [...] o na faixa do espectro eletromagn´etico vis´ıvel. Est´a(˜ao) correta(s): | ALT A:apenas I. || B:apenas I e II. || C:apenas I e III. || D:apenas II e III || E:I, II e III.
ITA-MC-2025-P1-FIS-Q021	2025	phase_1	fisica	21	False	True	Considere um tanque c´ubico met´alico de lado L + a (L ≫a), aberto no topo, preenchido com ´agua e ´oleo. O tanque cont´em, no seu interior, um cubo met´alico d [...]  borda, assinale a al- ternativa que fornece a capacitˆancia do sistema. | ALT A:ε0L2 (6,4κo + 2,6κa) a || B:ε0L2 (6,4κo + 1,6κa) a || C:ε0L2 (3,2κo + 0,8κa) a || D:ε0L2 (3,2κ
ITA-MC-2025-P1-FIS-Q022	2025	phase_1	fisica	22	False	True	Com o intuito de medir a resistˆencia el´etrica de um resistor Rx, foi montado o circuito mostrado na ﬁgura. Nesse circuito, sabe-se que os resistores R1 e R3 p [...] nativa que corresponde ao valor aproximado da resistˆencia el´etrica Rx. | ALT A:4 Ω || B:10 Ω || C:12 Ω || D:20 Ω || E:50 Ω
ITA-MC-2025-P1-FIS-Q023	2025	phase_1	fisica	23	False	False	Um campo magn´etico diminui ao longo do tempo a uma taxa ﬁxa de (20ˆi – 10ˆj+12 ˆk) T/s. Considere uma circunferˆencia feita com material cuja resistˆencia por  [...] ativa que corresponde ao valor da corrente que ﬂui pela circunferˆencia. | ALT A:2,0 A || B:3,3 A || C:4,0 A || D:6,7 A || E:8,5 A
ITA-MC-2025-P1-FIS-Q024	2025	phase_1	fisica	24	False	True	O efeito Raman ocorre quando h´a o espalhamento inel´astico da luz pela mat´eria, de forma que o f´oton espalhado cont´em um pequeno decremento ou incremento de [...]  alternativa que corresponde ao comprimento de onda do f´oton espalhado. | ALT A:565 nm || B:590 nm || C:602 nm || D:640 nm 9 QUÍMICA _________________________________________
ITA-MC-2025-P1-ING-Q037	2025	phase_1	ingles	37	True	True	De acordo com as informac¸ ˜oes encontradas no texto, ´e CORRETO aﬁrmar que ) recentemente, descobertas c´osmicas que merec¸am destaque nas manchetes dos jor- | ALT A:( nais tˆem se tornado cada vez mais escassas, limitando-se a divulgac¸ ˜oes espor´adicas. ) o
ITA-MC-2025-P1-ING-Q038	2025	phase_1	ingles	38	True	True	No excerto retirado do segundo par´agrafo do texto, “While most branches of science have ascended in this era, the ﬁeld of astrophysics persistently rises to th [...]  termo WHILE estabelece, entre as orac¸ ˜oes, a ideia de ) similaridade. | ALT A:contraste. || B:consequˆencia. || C:simultaneidade. || D:proporcionalidade. || E:(
ITA-MC-2025-P1-ING-Q039	2025	phase_1	ingles	39	True	True	Na passagem do texto “The highest grossing ﬁlm of all time is by a famous director who set his story on a planet orbiting a distant star.”, a express˜ao sublinhada pode ser traduzida como: ) O ﬁlme mais comovente | ALT A:O ﬁlme mais bem produzido || B:O ﬁlme de maior orc¸amento || C:O ﬁlme de maior bilheteria || D
ITA-MC-2025-P1-ING-Q040	2025	phase_1	ingles	40	True	True	According to the text, “the three-body problem” in astronomy and mathematics can be described as ) the plot of an epic sci-ﬁtrilogy characterised by the author’s attention to scientiﬁc | ALT A:( detail. ) a difﬁculty in foreseeing the way celestial bodies will behave while moving around
ITA-MC-2025-P1-ING-Q041	2025	phase_1	ingles	41	True	True	According to the text, the TV series mentioned ) lacks scientiﬁc ideas in its screen adaptation. | ALT A:is based on the entire epic sci-ﬁtrilogy, the Remembrance of Earth’s Past. || B:( || C:feature
ITA-MC-2025-P1-ING-Q042	2025	phase_1	ingles	42	True	True	No excerto “The extraterrestrials’ home planet is situated in a solar system with three suns, hence their name in the English translation of the book – the Tris [...] ambas as ocorrˆencias, sem alterac¸ ˜ao de sentido, por ) and therefore. | ALT A:and nevertheless. || B:and because of. || C:and although. || D:moreover. || E:( Leia o texto a
ITA-MC-2025-P1-ING-Q043	2025	phase_1	ingles	43	True	True	De acordo com o texto, uma descoberta que causou surpresa aos usu´arios de radares durante a Segunda Guerra Mundial foi a capacidade do radar em detectar ) caracter´ısticas geogr´aﬁcas. | ALT A:fenˆomenos atmosf´ericos. || B:grupos de aves. || C:grupos de insetos. || D:aeronaves e navios
ITA-MC-2025-P1-ING-Q044	2025	phase_1	ingles	44	True	True	No excerto “. . . puzzlingly from their perspective, when there was not a cloud in sight.”, retirado do 2º par´agrafo, o termo PUZZLINGLY indica que os meteorologistas estavam diante de uma situac¸ ˜ao ) alinhada `as suas expectativas. | ALT A:previs´ıvel e l´ogica. || B:incomum, mas j´a observada. || C:nova, mas esperada. || D:inusitad
ITA-MC-2025-P1-ING-Q045	2025	phase_1	ingles	45	True	True	According to the text, some publishers of scientiﬁc journals are concerned about the | ALT A:lack of policies regulating the production of ﬂuent and seemingly well-informed reports essays
