question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2016-SP-FIS-Q001	2016	single_phase	fisica	1	False	False	Considere um corpo esf´erico de raio r totalmente envolvido por um ﬂuido de viscosidade η com velocidade m´edia v. De acordo com a lei de Stokes, para baixas ve [...] ¸ca de arrasto viscoso dada por F = −6πrηv. A dimens˜ao de η ´e dada por | ALT A:m.s−1 || B:m.s−2 || C:kg.m.s−2 || D:kg.m.s−3 || E:kg.m−1s−1
ITA-MC-2016-SP-FIS-Q002	2016	single_phase	fisica	2	False	True	Trˆes barras de peso desprez´ıvel, articuladas nos pinos P, Q e R, constituem uma estrutura vertical em forma de triˆangulo is´osceles, com 6,0 m de base e 4,0  [...] ´aveis por qualquer das barras, o m´aximo valor poss´ıvel para M ´e de Q | ALT A:3,0 × 102 kg. || B:4,0 × 102 kg. || C:8,0 × 102 kg. M P R || D:2,4 × 103 kg. || E:4,0 × 103 kg
ITA-MC-2016-SP-FIS-Q003	2016	single_phase	fisica	3	False	False	No sistema de sinaliza¸c˜ao de trˆansito urbano chamado de “onda verde”, h´a sem´aforos com dispositivos eletrˆonicos que indicam a velocidade a ser mantida pel [...] tes de mudar para 60 km/h, ent˜ao a distˆancia entre os sem´aforos ´e de | ALT A:1,0 × 10−1 km. || B:2,0 × 10−1 km. || C:4,0 × 10−1 km. || D:1,0 km. || E:1,2 km
ITA-MC-2016-SP-FIS-Q004	2016	single_phase	fisica	4	False	True	Um bloco de massa m encontra-se inicialmente em repouso sobre uma plataforma apoiada por uma mola, como visto na ﬁgura. Em seguida, uma pessoa de massa M sobe n [...] primeira oscila¸c˜ao e a da que se segue ap´os o choque ´e igual a M √ p | ALT A:(m + M)/ 2πM. m √ p || B:(M −m)h/ 2dM. h √ d p || C:(M + m)h/ 2dM. √ p (M −m)d/ || D:2hM. √ p 
ITA-MC-2016-SP-FIS-Q005	2016	single_phase	fisica	5	False	False	A partir do repouso, um foguete de brinquedo ´e lan¸cado verticalmente do ch˜ao, mantendo uma acelera¸c˜ao constante de 5,00 m/s2 durante os 10,0 primeiros segu [...] uete e o tempo total de sua permanˆencia no ar s˜ao, respectivamente, de | ALT A:375 m e 23,7 s. || B:375 m e 30,0 s. || C:375 m e 34,1 s. || D:500 m e 23,7 s. || E:500 m e 34
ITA-MC-2016-SP-FIS-Q006	2016	single_phase	fisica	6	False	False	Um caminh˜ao ba´u de 2,00 m de largura e centro de gravidade a 3,00 m do ch˜ao percorre um trecho de estrada em curva com 76,8 m de raio. Para manter a estabilidade do ve´ıculo neste trecho, sem derrapar, sua velocidade n˜ao deve exceder a | ALT A:5,06 m/s. || B:11,3 m/s. || C:16,0 m/s. || D:19,6 m/s. || E:22,3 m/s
ITA-MC-2016-SP-FIS-Q007	2016	single_phase	fisica	7	False	False	Considere duas estrelas de um sistema bin´ario em que cada qual descreve uma ´orbita circular em torno do centro de massa comum. Sobre tal sistema s˜ao feitas a [...]  magnitude num mesmo intervalo de tempo. Assinale a alternativa correta. | ALT A:Apenas a aﬁrma¸c˜ao I ´e verdadeira. || B:Apenas a aﬁrma¸c˜ao II ´e verdadeira. || C:Apenas a 
ITA-MC-2016-SP-FIS-Q008	2016	single_phase	fisica	8	False	False	Um cubo de peso P1, constru´ıdo com um material cuja densidade ´e ρ1, disp˜oe de uma regi˜ao vazia em seu interior e, quando inteiramente imerso em um l´ıquido  [...] se a P2. Assinale a express˜ao com o volume da regi˜ao vazia deste cubo. | ALT A:P1 −P2 −P1 gρ2 gρ1 −P1 || B:P1 −P2 gρ1 gρ2 −P2 || C:P1 −P2 gρ2 gρ2 || D:P2 −P1 −P2 gρ1 gρ1 || 
ITA-MC-2016-SP-FIS-Q009	2016	single_phase	fisica	9	False	False	Um pˆendulo simples ´e composto por uma massa presa a um ﬁo met´alico de peso desprez´ıvel. A ﬁgura registra medidas do tempo T em segundos, para 10 oscila¸c˜oe [...] o valor do coeﬁciente de dilata¸c˜ao t´ermica do ﬁo deste pˆendulo. T[s] | ALT A:2 × 10−4 ◦C−1 80.5 || B:4 × 10−4 ◦C−1 80.4 || C:6 × 10−4 ◦C−1 80.3 80.2 || D:8 × 10−4 ◦C−1 80.
ITA-MC-2016-SP-FIS-Q010	2016	single_phase	fisica	10	False	False	momento em que a tens˜ao no cabo ´e de 10 N. Assinale a op¸c˜ao com o valor da tens˜ao no ponto em que ele atinge sua velocidade m´axima. | ALT A:10 N || B:20 N || C:30 N || D:40 N || E:50 N
