question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2014-SP-FIS-Q001	2014	single_phase	fisica	1	False	True	O m´odulo de Young de um material mede sua resistˆencia a deforma¸c˜oes causadas por esfor¸cos externos. Numa parede vertical, encontra-se engastado um g s´olid [...] rida pela extremidade livre do s´olido pela a¸c˜ao do seu pr´oprio peso. | ALT A:3ρgab/(2E) b || B:3ρgb2/(2E) || C:3Eb2h2/(2ρga4) || D:3ρga4/(2Eh2) || E:3ρgbh/(2E)
ITA-MC-2014-SP-FIS-Q002	2014	single_phase	fisica	2	False	False	Considere dois sat´elites artiﬁciais S e T em torno da Terra. S descreve uma ´orbita el´ıptica com semieixo maior a, e T, uma ´orbita circular de raio a, com os [...] s posi¸c˜ao⃗rS e⃗rT com origem no centro da Terra. ´E correto aﬁrmar que | ALT A:para o mesmo intervalo de tempo, a ´area varrida por⃗rS ´e igual `a varrida por⃗rT. || B:para 
ITA-MC-2014-SP-FIS-Q003	2014	single_phase	fisica	3	False	True	Uma esfera de massa m tampa um buraco circular de raio r no fundo de um recipiente cheio de ´agua de massa espec´ıﬁca ρ. Baixando-se lentamente o n´ıvel da h ´a [...] a altura a do fundo do recipiente, permanece sempre 2r coberto de ´agua. | ALT A:m/(ρπa2) || B:m/(ρπr2) || C:a(3r2 + a2)/(6r2) || D:a/2 −m/(ρπr2) || E:a(3r2 + a2)/(6r2) −m/(ρπ
ITA-MC-2014-SP-FIS-Q004	2014	single_phase	fisica	4	False	True	Sobre uma placa de vidro plana ´e colocada uma lente plano-cˆoncava, com 1,50 de ´ındice de refra¸c˜ao e concavidade de 8,00 m de raio voltada para baixo. Com a [...] o de interferˆencia e a distˆancia focal da lente s˜ao, respectivamente, | ALT A:14,7 µm e −10,0 m. || B:14,7 µm e −16,0 m. || C:238 µm e −8,00 m. || D:35,2 µm e 16,0 m. || E:
ITA-MC-2014-SP-FIS-Q005	2014	single_phase	fisica	5	False	True	Um capacitor de placas planas paralelas de ´area A, separadas entre si por uma distˆancia inicial r0 muito menor que as dimens˜oes dessa ´area, tem sua placa in [...] . Nestas condi¸c˜oes, a permissividade ε do meio entre as placas ´e V Vm | ALT A:32π2r3 0/(27αAV 2 m). || B:16π2r3 0/(27αAV 2 m). || C:8π2r3 0/(27αAV 2 m). r0 V = 0 r ε V̸ = 0
ITA-MC-2014-SP-FIS-Q006	2014	single_phase	fisica	6	False	True	A ﬁgura mostra um interferˆometro de Anteparo Michelson adaptado para determinar o ´ındice de re- fra¸c˜ao do ar. As caracter´ısticas do padr˜ao de inter- Espel [...] mento de onda da luz no v´acuo, o ´ındice de refra¸c˜ao do ar ´e igual a | ALT A:Nλ/d. || B:Nλ/(2d). || C:1 + Nλ/d. || D:1 + Nλ/(2d). || E:1 −Nλ/d
ITA-MC-2014-SP-FIS-Q007	2014	single_phase	fisica	7	False	False	´E muito comum a ocorrˆencia de impurezas em cristais semicondutores. Em primeira apro- xima¸c˜ao, a energia de ioniza¸c˜ao dessas impurezas pode ser calculada  [...]  impureza e a energia de ioniza¸c˜ao do ´atomo de hidrogˆenio ´e igual a | ALT A:1. r. r/mr. || B:mr/ε2 || C:ε2 || D:mr/εr. || E:εr/mr
ITA-MC-2014-SP-FIS-Q008	2014	single_phase	fisica	8	False	False	Considere um capacitor de placas paralelas ao plano yz tendo um campo el´etrico de in- tensidade E entre elas, medido por um referencial S em repouso em rela¸c˜ [...] e E′/E e E′′/E s˜ao, respectivamente, iguais a p capacitor. Sendo γ = 1/ | ALT A:1 e 1. || B:γ e 1. || C:1 e γ. || D:γ e 1/γ. || E:1 e 1/γ
ITA-MC-2014-SP-FIS-Q009	2014	single_phase	fisica	9	False	False	Considere as aﬁrma¸c˜oes a seguir: I. Em equil´ıbrio eletrost´atico, uma superf´ıcie met´alica ´e equipotencial. II. Um objeto eletrostaticamente carregado indu [...] odulo e sinais opostos. Destas aﬁrma¸c˜oes, ´e (s˜ao) correta(s) somente | ALT A:lTell || B:LHell. || C:LHelV. || D:Ielv. || E:HI
ITA-MC-2014-SP-FIS-Q010	2014	single_phase	fisica	10	False	True	Um recipiente contém um gás monoatômico ideal inici- Pressão almente no estado L, com pressão p e volume V. O gás é submetido N a uma transformação cíclica LMNL [...] fonte fria uma quantidade de calor Q». Pode-se afirmar que Q é igual a L | ALT A:30pV. Pe - M || B:51pV/2. || C:8pV. | ! Volume || D:15pV/2. || E:9pV/2. V 4V
