question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2008-SP-FIS-Q001	2008	single_phase	fisica	1	False	True	No circuito representado na figura, têm-se duas lâmpadas incandescentes idênticas, L1 e L2, e três fontes idênticas, de mesma tensão V. Então, quando a chave é fechada, | ALT A:apagam-se as duas lâmpadas. || B:o brilho da L1 aumenta e o da L2 permanece o mesmo. || C:o br
ITA-MC-2008-SP-FIS-Q002	2008	single_phase	fisica	2	False	True	A estrela anã vermelha Gliese 581 possui um planeta que, num período de 13 dias terrestres, realiza em torno da estrela uma órbita circular, cujo raio é igual a [...]  razão entre as massas da Gliese 581 e do nosso Sol é de aproximadamente | ALT A:0,05 || B:0,1 || C:0,6 || D:0,3 || E:4,0
ITA-MC-2008-SP-FIS-Q003	2008	single_phase	fisica	3	False	True	A figura mostra uma barra de 50 cm de comprimento e massa desprezível, suspensa por uma corda OQ, sustentando um peso de 3000 N no ponto indicado. Sabendo que a [...] corda e a reação na parede no ponto S, no equilíbrio estático, é igual a | ALT A:1,5 || B:3,0 || C:2,0 || D:1,0 || E:5,0
ITA-MC-2008-SP-FIS-Q004	2008	single_phase	fisica	4	False	False	Numa dada balança, a leitura é baseada na deformação de uma mola quando um objeto é colocado sobre sua plataforma. Considerando a Terra como uma esfera homogêne [...] balança sobre a superfície terrestre onde o objeto terá a maior leitura. | ALT A:Latitude de 45o. || B:Latitude de 60o. || C:Latitude de 90o. || D:Em qualquer ponto do Equador
ITA-MC-2008-SP-FIS-Q005	2008	single_phase	fisica	5	True	True	Define-se intensidade I de uma onda como a razão entre a potência que essa onda transporta por unidade de área perpendicular à direção dessa propagação. Conside [...] s para x e y, respectivamente. = = = = = = x 2 ; y 2 x 1 ; y 2 x 1 ; y 1 | ALT A: || B:= − = = − = − x 2 ; y x 2 ; y 2 2 || C: || D: || E:
ITA-MC-2008-SP-FIS-Q006	2008	single_phase	fisica	6	False	True	Uma partícula P1 de dimensões desprezíveis oscila em movimento harmônico simples ao longo de uma reta com período de 8/3 s e amplitude a. Uma segunda partícula, [...] P1 de P2, 8/9 s depois de P2 passar por um ponto de máximo deslocamento? | ALT A:1,00 a || B:0,29 a || C:1,21 a || D:0,21 a || E:1,71 a
ITA-MC-2008-SP-FIS-Q007	2008	single_phase	fisica	7	False	True	Uma corrente elétrica passa por um fio longo, (L) coincidente com o eixo y no sentido negativo. Uma outra corrente de mesma intensidade passa por outro fio long [...] s as correntes produzem campos magnéticos em sentidos opostos entre si é | ALT A:I e II || B:II e III || C:I e IV || D:II e IV || E:I e III
ITA-MC-2008-SP-FIS-Q008	2008	single_phase	fisica	8	False	False	Considere uma espira retangular de lados a e b percorrida por uma corrente I, cujo plano da espira é paralelo a um campo magnético B. Sabe-se que o módulo do to [...] dique o valor máximo possível que se consegue para o torque. 2 + IB(a b) | ALT A:π || B:IB ab || C:2I Bab || D:IBab 2π π || E:IBab
ITA-MC-2008-SP-FIS-Q009	2008	single_phase	fisica	9	False	True	Um elétron e um pósitron, de massa m = 9,11 x 10-31 kg, cada qual com energia cinética de 1,20 MeV e mesma quantidade de movimento, colidem entre si em sentidos [...] os respectivos valores de energia E e do comprimento de onda dos fótons. | ALT A:E = 1,20 MeV ; λ = 2435 fm || B:E = 1,20 MeV; λ = 1035 fm || C:E = 1,71 MeV; λ = 726 fm || D:E
ITA-MC-2008-SP-FIS-Q010	2008	single_phase	fisica	10	False	True	– A figura mostra uma bobina com 80 espiras de 0,5 m2 de área e 40Ω de resistência. Uma indução magnética de 4 teslas é inicialmente aplicada ao longo do plano  [...] . Nesse caso, qual o valor da carga elétrica que deve fluir pela bobina? | ALT A:0,025 C || B:2,0 C || C:0,25 C || D:3,5 C || E:0,50 C
