question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2020-P1-FIS-Q001	2020	phase_1	fisica	1	False	True	Considere uma teoria na qual a força de interação entre duas “cargas generalizadas” q e q» em universos N-dimensionais é expressa por F. = qiq2/(ar“ty, em que & [...] rga, assinale a alternativa que corresponde à fórmula dimensional de Kw. | ALT A:LT || B:L-?T? || C:LT? || D:LINT? || E:L2TNA
ITA-MC-2020-P1-FIS-Q002	2020	phase_1	fisica	2	False	True	Um sistema de defesa aérea testa separadamente dois mísseis contra alvos móveis que se deslocam com velocidade v, constante ao longo de uma reta distante de d d [...]  falsa, as afirmações I, IT e III sao, respectivamente, Missil 2 Missil1 | ALT A:V,VevV. || B:F,FeF. || C:V,FeV. N— Alvo móvel ° a || D:F,VeF. aly / || E:F,VeV. \ -
ITA-MC-2020-P1-FIS-Q003	2020	phase_1	fisica	3	True	True	Um bloco de massa m sustentado por um par de molas idênticas, paralelas e de constante elástica k, desce verticalmente com velocidade constante e de módulo v co [...] a A( ) mg+ (mg)? +2kmv?. D( ) mgt vV4kmv?. JA 5, o = m C( ) mg+v2kmv?. ú | ALT A: || B: || C: || D: || E:
ITA-MC-2020-P1-FIS-Q004	2020	phase_1	fisica	4	False	True	Por uma mangueira de diâmetro D, flui água a uma velocidade de 360 m/min, conectando-se na sua extremidade a 30 outras mangueiras iguais entre si, de diâmetro D [...] e água na saída das mangueiras tenham alcance horizontal máximo de 40 m. | ALT A:1/10. || B:3/10. || C:4/5. || D:1/2. || E:2/3. 2
ITA-MC-2020-P1-FIS-Q005	2020	phase_1	fisica	5	True	True	Um satélite artificial viaja em direção a um planeta ao longo de uma trajetória parabólica. A uma distância d desse corpo celeste, propulsores são acionados de  [...] oporcionalmente menor que a do planeta, a razão ve/vp é dada por (O V5-5 | ALT A:d 1 (O yi-— d () d 1-5 —— A, || B:d d C) Vag () Vite —, || C:1-—. || D:l+H— || E:1—-.
ITA-MC-2020-P1-FIS-Q006	2020	phase_1	fisica	6	True	True	Uma pequena esfera com peso de módulo P é arremessada verticalmente para cima com velocidade de módulo Vo a partir do solo. Durante todo o percurso, atua sobre  [...] F 2V2 P vêP E (O) ee 2gF gF gF B() Vo(P + F) VP + E VêP D( ) LA. 2gF 2gF | ALT A: || B: || C: || D: || E:
ITA-MC-2020-P1-FIS-Q007	2020	phase_1	fisica	7	True	True	A figura ilustra um experimento numa plataforma que, no referencial de um observador externo, se move com velocidade v constante de módulo comparável ao da velo [...]  pelo observador. A ( ) Aumento de À, aumento de V4p, diminuição de v. 3 | ALT A:- É || B:Diminuição de À, diminuição de V4p, diminuição de v. || C:Diminuição de À, aumento de
ITA-MC-2020-P1-FIS-Q008	2020	phase_1	fisica	8	False	True	Num ambiente controlado, o período de um pêndulo simples é medido a uma temperatura 7. Sendo a = 2 x 104 °C™! o coeficiente de dilatação linear do fio do pêndul [...] ra |x| < 1, pode-se dizer que, com aumento de 10°C, o período do pêndulo | ALT A:aumenta de 0,1%. || B:aumenta de 0,05%. || C:diminui de 0,1%. || D:diminui de 0,05% || E:perma
ITA-MC-2020-P1-FIS-Q009	2020	phase_1	fisica	9	True	True	Uma certa quantidade de gás com temperatura inicial Toy, pressão Py e volume Vo, é aquecida por uma corrente elétrica que flui por um fio de platina num interva [...]  q Pp q AC) Wo Py Po Py Po Po BC) 4 CO) a D(C) a EC) mm Vi Vo Vi Vo Vo 3 | ALT A: || B: || C: || D: || E:
ITA-MC-2020-P1-FIS-Q010	2020	phase_1	fisica	10	True	True	Ao redor de um cilindro de massa m, raio a e comprimento b, são enroladas simétrica e longitudinalmente N espiras. Estas são dispostas paralelamente a um plano  [...] mg a —, D ——., m > (O BN 9, ( Nmg mg Q) ) 2aB ( ) 2bBN N espiras C —., B | ALT A: || B: || C: || D: || E:
ITA-MC-2020-P1-FIS-Q011	2020	phase_1	fisica	11	False	True	O som produzido pelo alto-falante F (fonte) ilustrado na figura tem frequéncia de 10 kHz e chega a um microfone M através de dois caminhos diferentes. As ondas  [...] a um mínimo. Assinale o módulo da velocidade do som no interior do tubo. | ALT A:5,0x10? m/s Fonte Parte || B:2,5x10? m/s || C:1,0x103 m/s M Microfone E || D:2,0x10º m/s F des
ITA-MC-2020-P1-FIS-Q012	2020	phase_1	fisica	12	True	True	Considere o circuito da figura no qual há uma chave elétrica, um reostato linear de compri- mento total de 20 cm, uma fonte de tensão V = 1,5 V e um capacitor d [...] l a A( ) 1,5mC. D(_ ) 15a yuC/cm. E( )7T5uC. B( ) 75uC. C() 75a pC/cm. 4 | ALT A: || B: || C: || D: || E:
ITA-MC-2020-P1-FIS-Q013	2020	phase_1	fisica	13	True	True	Três esferas idênticas de massa m, carga elétrica Q e dimensões desprezíveis, são presas a extremidades de fios isolantes e inextensíveis de comprimento /. As d [...] v3. E ( ) Isendy4reomg tg. 0 C (_ ) Isend/4reomg tg 0V3. mQ OQ: m@ m, Q' | ALT A: || B: || C: || D: || E:
ITA-MC-2020-P1-FIS-Q014	2020	phase_1	fisica	14	False	True	Dois raios luminosos paralelos e simétricos em relação ao eixo óptico, interdistantes de 2 mm, devem ser focados em um ponto P no interior de um bloco transpare [...] lente e a superfície do bloco deve ser ajustada para Lente delgada Bloco | ALT A:1 mm. || B:V2/2 mm. || C:(1-v2/2) mm. _ “1mm a L—— || D:v3/3 Ta. transparente || E:(1- V3/3) m
ITA-MC-2020-P1-FIS-Q015	2020	phase_1	fisica	15	True	True	Considere um sistema de três máquinas térmicas M,, Mo e M3 acopladas, tal que o rejeito energético de uma é aproveitado pela seguinte. Sabe-se que a cada ciclo, [...] na de Carnot operando entre as mesmas temperaturas. Conclui-se então que | ALT A:somente a afirmação I está incorreta. || B:somente a afirmação II está incorreta. || C:somente
ITA-MC-2020-P1-MAT-Q041	2020	phase_1	matematica	41	False	False	Sejam x1, x2, x3, x4, x5 e x6 números reais tais que 2x1 = 4; 3x2 = 5; 4x3 = 6; 5x4 = 7; 6x5 = 8 e 7x6 = 9. Então, o produto x1 x2 x3 x4 x5 x6 é igual a | ALT A:6. || B:8. || C:10. || D:12. || E:14
ITA-MC-2020-P1-MAT-Q042	2020	phase_1	matematica	42	False	False	Sejam a, b e c números reais, a̸ = 0, tais que a2 + b2 = c2. Se a, b e c formam, nessa ordem, uma progressão geométrica de razão k, então o produto P e a soma S de todos os possíveis valores para k são iguais a √ 5)2 | ALT A:P = 1 e S = 0. √ e S = 0. 4 || B:P = −1 e S = 1. 2 || C:P = −1 e S = −1. || D:P = −(1 + 5) e S
ITA-MC-2020-P1-MAT-Q043	2020	phase_1	matematica	43	False	False	A parte real da soma inﬁnita da progressão geométrica cujo termo geral an é dado por an = cos n + i · sen n , n = 1, 2, 3, . . . 2n é igual a | ALT A:−1 + 2 cos 1 || B:−2 + 4 cos 1 || C:4 −2 cos 1 || D:1 + 2 cos 1 5 −4 cos 1 · 5 −4 cos 1· || E:
ITA-MC-2020-P1-MAT-Q044	2020	phase_1	matematica	44	False	False	Duas curvas planas c1 e c2 são deﬁnidas pelas equações 16x2 + 9y2 −224x −72y + 640 = 0, c1 : x2 + y2 + 4x −10y + 13 = 0. c2 : Sejam P e Q os pontos de interseçã [...] área do quadrilátero convexo de vértices P, Q, R e S é igual a √ √ √ √ √ | ALT A:15 + 7 3. 3. || B:15 −7 || C:15 + 14 3. 3. || D:15 −14 || E:25 + 10 3. 16
ITA-MC-2020-P1-MAT-Q045	2020	phase_1	matematica	45	False	False	A cada aniversário, seu bolo tem uma quantidade de velas igual à sua idade. As velas são vendidas em pacotes com 12 unidades e todo ano é comprado apenas um nov [...]  sua idade, em anos, no primeiro ano em que as velas serão insuﬁcientes? | ALT A:12. || B:23. || C:24. || D:36. || E:38
ITA-MC-2020-P1-MAT-Q046	2020	phase_1	matematica	46	False	False	Seja A um ponto externo a uma circunferência λ de centro O e raio r. Considere uma reta passando por A e secante a λ nos pontos C e D tal que o segmento AC é ex [...] AB. Se o ângulo B ˆAD mede 10◦, então a medida do ângulo B ˆOD é igual a | ALT A:25◦. || B:30◦. || C:35◦. || D:40◦. || E:45◦
ITA-MC-2020-P1-MAT-Q047	2020	phase_1	matematica	47	False	False	Seja a um número real satisfazendo 0 < a < π 2 . Então, a soma de todos os valores de x ∈[0, 2π] que satisfazem a equação cos x sen(a + x) = sen a é igual a | ALT A:5π + 2a. || B:5π + a. || C:5π || D:5π −a. || E:5π −2a.
ITA-MC-2020-P1-MAT-Q048	2020	phase_1	matematica	48	False	False	Considere o polinômio p(x) = x3 −mx2 +x+5+n, sendo m, n números reais ﬁxados. Sabe-se que toda raiz z = a + bi, com a, b ∈R, da equação p(z) = 0 satisfaz a igua [...] b2 + nb −1. Então, a soma dos quadrados das raízes de p(z) = 0 é igual a | ALT A:6. || B:7. || C:8. || D:9. || E:10
ITA-MC-2020-P1-MAT-Q049	2020	phase_1	matematica	49	False	False	A expansão decimal do número 100! = 100 · 99 · · · 2 · 1 possui muitos algarismos iguais a zero. Contando da direita para a esquerda, a partir do dígito das uni [...] , que esse número possui antes de um dígito não nulo aparecer, é igual a | ALT A:20. || B:21. || C:22. || D:23. || E:24
ITA-MC-2020-P1-MAT-Q050	2020	phase_1	matematica	50	False	False	Seja p(x) = ax4 + bx3 + cx2 + dx + e um polinômio com coeﬁcientes reais. Sabendo que: I. p(x) é divisível por x2 −4; III. o produto das raízes de p(x) é igual a [...] −15 4 ; II. a soma das raízes de p(x) é igual a 1; então, p(1) é igual a | ALT A:−17 || B:−19 || C:−3 || D:9 || E:9 2 · 4 · 2· 4· 2· √ √
ITA-MC-2020-P1-MAT-Q051	2020	phase_1	matematica	51	False	False	Os pontos B = (1, 1 + 6 2) e C = (1 + 6 2, 1) são vértices do triângulo isósceles ABC de base BC, contido no primeiro quadrante. Se o raio da circunferência inscrita no triângulo mede 3, então as coordenadas do vértice A são √ √ √ √ √ √ | ALT A:(7 2, 7 2). || B:( 2, 2). || C:(1 + 7 2, 1 + 7 2). || D:(1 + 2, 1 + 2). 17 || E:(1 + 6 2, 1 + 
