question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2009-SP-FIS-Q001	2009	single_phase	fisica	1	True	True	Sabe-se que o momento angular de uma massa pontual ´e dado pelo produto vetorial do vetor posi¸c˜ao dessa massa pelo seu momento linear. Ent˜ao, em termos das d [...] mpo (T), um momento angular qualquer tem sua dimens˜ao dada por L0MT −1. | ALT A:LM0T −1. || B:LMT −1. || C:L2MT −1. || D:L2MT −2. || E:
ITA-MC-2009-SP-FIS-Q002	2009	single_phase	fisica	2	True	True	Uma part´ıcula carregada negativamente est´a se movendo na dire¸c˜ao +x quando entra em um campo el´etrico uniforme atuando nessa mesma dire¸c˜ao e sentido. Con [...] si¸c˜ao da part´ıcula como fun¸c˜ao do tempo durante o primeiro segundo? | ALT A:0.3 0.3 0.3 0.2 0.2 0.2 0.1 0.1 0.1 0 0 0 x x x -0.1 -0.1 -0.1 -0.2 -0.2 -0.2 -0.3 -0.3 -0.3 0
ITA-MC-2009-SP-FIS-Q003	2009	single_phase	fisica	3	False	False	Um barco leva 10 horas para subir e 4 horas para descer um mesmo trecho do rio Amazonas, mantendo constante o m´odulo de sua velocidade em rela¸c˜ao `a ´agua. Quanto tempo o barco leva para descer esse trecho com os motores desligados? | ALT A:14 horas e 30 minutos || B:13 horas e 20 minutos || C:7 horas e 20 minutos || D:10 horas || E:
ITA-MC-2009-SP-FIS-Q004	2009	single_phase	fisica	4	False	True	Na ﬁgura, um ciclista percorre o trecho AB com velocidade escalar m´edia de 22,5 km/h e, em seguida, o trecho BC de 3,00 km de extens˜ao. No retorno, ao passar  [...] ale o m´odulo v do vetor velocidade m´edia referente ao percurso ABCB. C | ALT A:v = 12, 0 km/h 3,00 km || B:v = 12, 00 km/h || C:v = 20, 0 km/h A B || D:v = 20, 00 km/h || E:
ITA-MC-2009-SP-FIS-Q005	2009	single_phase	fisica	5	False	True	A partir do repouso, um carrinho de montanha russa desliza de uma altura H = 20 3 m sobre uma rampa de 60o de inclina¸c˜ao e corre 20 m num trecho horizontal an [...] rrinho fa¸ca todo o percurso sem perder o contato com a sua pista. √ 3 m | ALT A:R = 8 √ 3 −1) m || B:R = 4( H √ 2R || C:R = 8( 3 −1) m √ 3 −1) m || D:R = 4(2 600 √ || E:R = 4
ITA-MC-2009-SP-FIS-Q006	2009	single_phase	fisica	6	False	False	Desde os idos de 1930, observa¸c˜oes astronˆomicas indicam a existˆencia da chamada mat´eria escura. Tal mat´eria n˜ao emite luz, mas a sua presen¸ca ´e inferid [...] sobre a estrela e seu efeito sobre o movimento desta, pode-se aﬁrmar que | ALT A:F ´e atrativa e a velocidade orbital de m n˜ao se altera na presen¸ca da mat´eria escura. || B
ITA-MC-2009-SP-FIS-Q007	2009	single_phase	fisica	7	True	True	"Diagramas causais servem para representar rela¸c˜oes qualitativas de causa e efeito entre duas + !""#r !""#s para indicar que o grandezas de um sistema. Na sua co [...] '&%$ _ /'&%$ _ /'&%$ ` !""#v !""#x !""#x !""#v !""#x !""#x !""#a !""#v !""#a !""#v | ALT A:'&%$ '&%$ '&%$ '&%$ '&%$ '&%$ _ _ /'&%$ _ /'&%$ _ /'&%$ _ /'&%$ _ !""#a !""#v !""#a !""#v !""#v !""#"
ITA-MC-2009-SP-FIS-Q008	2009	single_phase	fisica	8	True	True	Uma balsa tem o formato de um prisma reto de comprimento L e se¸c˜ao transversal como vista na ﬁgura. Quando sem carga, ela submerge parcialmente at´e a uma pro [...]  a balsa suporta quando submersa a uma profundidade h1. P = ρgL(h2 1 −h2 | ALT A:0)senθ P = ρgL(h2 1 −h2 || B:0) tan θ P = ρgL(h2 1 −h2 || C:0)senθ/2 h1 h0 θ P = ρgL(h2 1 −h2 
ITA-MC-2009-SP-FIS-Q009	2009	single_phase	fisica	9	False	False	Considere hipoteticamente duas bolas lan¸cadas de um mesmo lugar ao mesmo tempo: a bola 1, com velocidade para cima de 30 m/s, e a bola 2, com velocidade de 50  [...] olas no instante em que a primeira alcan¸ca sua m´axima altura. √ 6250 m | ALT A:d = √ || B:d = 7217 m √ || C:d = 17100 m √ || D:d = 19375 m √ || E:d = 26875 m
ITA-MC-2009-SP-FIS-Q010	2009	single_phase	fisica	10	False	False	Considere uma bola de basquete de 600 g a 5 m de altura e, logo acima dela, uma de tˆenis de 60 g. A seguir, num dado instante, ambas as bolas s˜ao deixadas cai [...] m´axima alcan¸cada pela bola de tˆenis em sua ascen¸c˜ao ap´os o choque. | ALT A:5 m || B:10 m || C:15 m || D:25 m || E:35 m
