question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2012-SP-FIS-Q001	2012	single_phase	fisica	1	False	False	ndas ac´usticas s˜ao ondas de compress˜ao, ou seja, propagam-se em meios compress´ıveis. Quando uma barra met´alica ´e golpeada em sua extremidade, uma onda lon [...] nte adimensional. Qual das alternativas ´e condizente `a dimens˜ao de E? | ALT A:J/m2 || B:N/m2 || C:J/s·m || D:kg·m/s2 || E:dyn/cm3
ITA-MC-2012-SP-FIS-Q002	2012	single_phase	fisica	2	False	False	Considere uma rampa plana, inclinada de um ˆangulo θ em rela¸c˜ao `a horizontal, no in´ıcio da qual encontra-se um carrinho. Ele ent˜ao recebe uma pancada que o [...] rito cin´etico entre o carrinho e a rampa, a rela¸c˜ao t/ts ´e igual a p | ALT A:2 || B:1 + (tan θ + µ)/| tanθ −µ| || C:1 + (cos θ + µ)/| cos θ −µ| || D:1 + (sen θ + µ)/| cos 
ITA-MC-2012-SP-FIS-Q003	2012	single_phase	fisica	3	False	True	Um elevador sobe verticalmente com acelera¸c˜ao constante e igual a a. No seu teto est´a preso um conjunto de dois sistemas massa-mola acoplados em s´erie, conf [...]  constante k1 ´e y, e a da outra, x. Pode-se ent˜ao aﬁrmar que (y −x) ´e | ALT A:[(k2 −k1)m2 + k2m1](g −a)/k1k2. k1 || B:[(k2 + k1)m2 + k2m1](g −a)/k1k2. m1 || C:[(k2 −k1)m2 +
ITA-MC-2012-SP-FIS-Q004	2012	single_phase	fisica	4	True	True	Apoiado sobre patins numa superf´ıcie horizontal sem atrito, um atirador dispara um proj´etil de massa m com velocidade v contra um alvo a uma distˆancia d. Ant [...]  do impacto do proj´etil no alvo? d(vs+v)(M−m) d(vs−v)(M+m) d(vs−v)(M−m) | ALT A: || B: || C: || D:v(Mvs−m(vs−v)) v(Mvs+m(vs+v)) || E:v(Mvs−m(vs+v)) v(Mvs+m(vs+v)) v(Mvs+m(vs+
ITA-MC-2012-SP-FIS-Q005	2012	single_phase	fisica	5	False	False	Um gerador el´etrico alimenta um circuito cuja resistˆencia equivalente varia de 50 a 150 Ω, dependendo das condi¸c˜oes de uso desse circuito. Lembrando que, co [...]  rendimento do gerador na situa¸c˜ao de resistˆencia m´axima, ´e igual a | ALT A:0,25. || B:0,50. || C:0,67. || D:0,75 || E:0,90.
ITA-MC-2012-SP-FIS-Q006	2012	single_phase	fisica	6	False	True	Um funil que gira com velocidade angular uniforme em torno do seu eixo vertical de simetria apresenta uma superf´ıcie cˆonica que forma um ˆangulo θ com a horiz [...] c˜ao. Nestas condi¸c˜oes, o per´ıodo de rota¸c˜ao do funil ´e dado por p | ALT A:2π d/g senθ. p || B:2π d/g cos θ. b d p || C:2π d/g tan θ. θ ////////// p || D:2π 2d/g sen2θ. 
ITA-MC-2012-SP-FIS-Q007	2012	single_phase	fisica	7	False	True	No interior de um carrinho de massa M mantido em repouso, uma mola de constante el´astica k encontra-se comprimida de uma distˆancia x, tendo uma extremidade pr [...] r que o valor inicial da acelera¸c˜ao do bloco relativa ao carrinho ´e x | ALT A:kx/m. || B:kx/M. m M || C:kx/(m + M). || D:kx(M −m)/mM. //////////////////////////////////////
ITA-MC-2012-SP-FIS-Q008	2012	single_phase	fisica	8	False	False	Um corpo movimenta-se numa superf´ıcie horizontal sem atrito, a partir do repouso, devido `a a¸c˜ao cont´ınua de um dispositivo que lhe fornece uma potˆencia me [...] onstante. Sendo v sua velocidade ap´os certo tempo t, pode-se aﬁrmar que | ALT A:a acelera¸c˜ao do corpo ´e constante. || B:a distˆancia percorrida ´e proporcional a v2. || C:
ITA-MC-2012-SP-FIS-Q009	2012	single_phase	fisica	9	False	False	Acredita-se que a colis˜ao de um grande asteroide com a Terra tenha causado a extin¸c˜ao dos dinossauros. Para se ter uma id´eia de um impacto dessa ordem, cons [...] da em n´umero aproximado de bombas de hidrogˆenio de 10 megatons de TNT. | ALT A:1 || B:10 || C:500 || D:50.000 || E:1.000.000
ITA-MC-2012-SP-FIS-Q010	2012	single_phase	fisica	10	False	False	Boa parte das estrelas do Universo formam sistemas bin´arios nos quais duas estrelas giram em torno do centro de massa comum, CM. Considere duas estrelas esf´er [...] l a A. Diante destas duas proposi¸c˜oes, assinale a alternativa correta. | ALT A:As aﬁrma¸c˜oes I e II s˜ao falsas. || B:Apenas a aﬁrma¸c˜ao I ´e verdadeira. || C:Apenas a aﬁr
