question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2015-SP-FIS-Q001	2015	single_phase	fisica	1	True	True	Um ﬁo de comprimento L e massa espec´ıﬁca linear µ ´e mantido esticado por uma for¸ca F em suas extremidades. Assinale a op¸c˜ao com a express˜ao do tempo que um pulso demora para percorrˆe-lo. | ALT A:2LF F r r r µ || B: || C:L µ 2πLµ F π F 2π F || D:L µ || E:L µ
ITA-MC-2015-SP-FIS-Q002	2015	single_phase	fisica	2	True	True	Uma pequena esfera met´alica, de massa m e carga positiva q, ´e lan¸cada verticalmente para cima com velocidade inicial v0 em uma regi˜ao onde h´a um campo el´e [...] m´odulo g, ambos uniformes. A m´axima altura que a esfera alcan¸ca ´e v0 | ALT A:v2 s qmE . || B: || C:3mEqv0 2g. . || D:. 2(qE + mg). mv0 || E:8g mv2 qe 0
ITA-MC-2015-SP-FIS-Q003	2015	single_phase	fisica	3	False	False	Uma massa puntiforme ´e abandonada com impulso inicial desprez´ıvel do topo de um he- misf´erio maci¸co em repouso sobre uma superf´ıcie horizontal. Ao descolar [...] e pelas respectivas superf´ıcies. Nestas condi¸c˜oes, pode-se aﬁrmar que | ALT A:θII < θI e θIII < θI. || B:θII < θI e θIII > θI. || C:θII > θI e θIII < θI. || D:θII > θI e θI
ITA-MC-2015-SP-FIS-Q004	2015	single_phase	fisica	4	False	False	Considere um tubo horizontal cil´ındrico de comprimento ℓ, no interior do qual encontram-se respectivamente ﬁxadas em cada extremidade de sua geratriz inferior  [...] e carregada e n˜ao houvesse o tubo, ela estaria em equil´ıbrio est´avel? | ALT A:N˜ao. Sim. N˜ao. || B:N˜ao. Sim. Sim. || C:Sim. N˜ao. N˜ao. || D:Sim. N˜ao. Sim || E:Sim. Sim.
ITA-MC-2015-SP-FIS-Q005	2015	single_phase	fisica	5	False	False	Considere as seguintes proposi¸c˜oes sobre campos magn´eticos: I. Em um ponto P no espa¸co, a intensidade do campo magn´etico produzido por uma carga puntiforme [...] por onde passam correntes uniformes num mesmo sentido se atraem. Ent˜ao, | ALT A:apenas I ´e correta. || B:apenas II ´e correta. || C:apenas III ´e correta. || D:todas s˜ao co
ITA-MC-2015-SP-FIS-Q006	2015	single_phase	fisica	6	False	False	Uma chapa met´alica homogˆenea quadrada de 100 cm2 de ´area, situada no plano xy de um sistema de referˆencia, com um dos lados no eixo x, tem o v´ertice inferi [...]  5,00 cm. Determine as coordenadas do centro de massa da chapa restante. | ALT A:(xc, yc) = (6,51, 5,00) cm || B:(xc, yc) = (5,61, 5,00) cm || C:(xc, yc) = (5,00, 5,61) cm || 
ITA-MC-2015-SP-FIS-Q007	2015	single_phase	fisica	7	False	False	No espa¸co sideral, luz incide perpendicular e uniformemente numa placa de gelo inicialmente a -10 oC e em repouso, sendo 99% reﬂetida e 1% absorvida. O gelo en [...] da `a placa. Determine a velocidade desta ap´os a fus˜ao de 10% do gelo. | ALT A:3 mm/s. || B:3 cm/s. || C:3 dm/s. || D:3 m/s. || E:3 dam/s
ITA-MC-2015-SP-FIS-Q008	2015	single_phase	fisica	8	False	False	Um bloco cˆonico de massa M apoiado pela base numa superf´ıcie horizontal tem altura h e raio da base R. Havendo atrito suﬁciente na superf´ıcie da base de apoi [...] m´ınimo F dessa for¸ca pode ser obtido pela raz˜ao h/R dada pela op¸c˜ao | ALT A:Mg || B:. F || C:Mg + F || D:Mg + F Mg. || E:Mg + F F . . . Mg 2Mg F
ITA-MC-2015-SP-FIS-Q009	2015	single_phase	fisica	9	False	False	Luz, que pode ser decomposta em componentes de comprimento de onda com 480 nm e 600 nm, incide verticalmente em uma cunha de vidro com ˆangulo de abertura α = 3 [...]  de interferˆencia destrutivas. Qual ´e a distˆancia entre essas linhas? | ALT A:11,5 µm || B:12,8 µm || C:16,0 µm || D:22,9 µm || E:32,0 µm α
ITA-MC-2015-SP-FIS-Q010	2015	single_phase	fisica	10	False	False	Um tubo em forma de U de se¸c˜ao transversal uniforme, parcialmente cheio at´e uma altura h com um determinado l´ıquido, ´e posto num ve´ıculo que viaja com ace [...] ametro do tubo em rela¸c˜ao `a L, a acelera¸c˜ao do ve´ıculo ´e dada por | ALT A:2zg || B:(h −z)g || C:(h + z)g L . L . L . . . L L || D:2gh || E:zg
