question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2010-SP-FIS-Q001	fisica_moderna	relatividade	potencial_gravitacional; correcao_relativistica; ordem_de_grandeza	modelagem_fisica; analise_dimensional	0.82	false	1.0
ITA-MC-2010-SP-FIS-Q002	mecanica	movimento_circular	rotacao_da_terra; peso_aparente; latitude	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2010-SP-FIS-Q003	mecanica	gravitacao	segunda_lei_de_kepler; forca_gravitacional; orbitas	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2010-SP-FIS-Q004	termodinamica	gases	energia_cinetica_media; temperatura; velocidade_de_escape	modelagem_fisica; calculo_numerico	0.85	false	1.0
ITA-MC-2010-SP-FIS-Q005	mecanica	trabalho_e_energia	mola; plano_inclinado; aceleracao_do_referencial	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2010-SP-FIS-Q006	termodinamica	dilatacao	dilatacao_superficial; equilibrio; tensao_na_corda	modelagem_fisica; interpretacao_de_figuras	0.91	false	1.0
ITA-MC-2010-SP-FIS-Q007	mecanica	equilibrio_e_estatica	atrito; torque; equilibrio_estatico	modelagem_fisica; interpretacao_de_figuras	0.85	false	1.0
ITA-MC-2010-SP-FIS-Q008	eletromagnetismo	forca_magnetica	particula_carregada; movimento_circular; campo_magnetico	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2010-SP-FIS-Q009	ondas	movimento_harmonico_simples	oscilador_massa_mola; rotacao; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2010-SP-FIS-Q010	termodinamica	maquinas_termicas	diagrama_ts; ciclo_termodinamico; trabalho_e_calor	interpretacao_de_graficos; argumentacao_logica	0.98	false	1.0
ITA-MC-2010-SP-FIS-Q011	optica	interferencia	aneis_de_newton; interferencia_em_filmes; lente_plano_convexa	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2010-SP-FIS-Q012	ondas	acustica	flauta; tubo_aberto; modos_normais	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2010-SP-FIS-Q013	ondas	efeito_doppler	efeito_doppler; movimento_circular; frequencia_percebida	interpretacao_de_graficos; modelagem_fisica	0.85	false	1.0
ITA-MC-2010-SP-FIS-Q014	eletrostatica	carga_campo_potencial	potencial_eletrico; cargas_pontuais; superficie_equipotencial	modelagem_fisica; raciocinio_geometrico	0.85	false	1.0
ITA-MC-2010-SP-FIS-Q015	eletrostatica	carga_campo_potencial	forca_eletrostatica; balanca; equilibrio_de_torques	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2010-SP-FIS-Q016	circuitos_eletricos	corrente_e_resistencia	condutividade; resistencias_em_camadas; corrente	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2010-SP-FIS-Q017	eletrostatica	carga_campo_potencial	condutor_com_cavidades; blindagem_eletrostatica; forca_entre_cargas	argumentacao_logica; interpretacao_de_figuras	0.98	false	1.0
