question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2026-P1-MAT-Q001	numeros_complexos	forma_polar	modulo; argumento; parte_real	raciocinio_algebrico; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q002	logaritmos_e_exponenciais	logaritmos	mudanca_de_base; aproximacao_logaritmica; representacao_decimal	raciocinio_algebrico; calculo_numerico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q003	matrizes_e_sistemas	matrizes	matriz_de_ordem_100; simetria; estrutura_matricial	argumentacao_logica; raciocinio_algebrico	0.90	false	1.0
ITA-MC-2026-P1-MAT-Q004	numeros_complexos	raizes_complexas	raizes_complexas; plano_de_argand_gauss; area_de_poligono	raciocinio_algebrico; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q005	geometria_plana	areas	circunferencia; poligonos_inscritos; areas	interpretacao_de_figuras; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q006	geometria_espacial	posicoes_relativas	secoes_planas; planos; perpendicularidade	argumentacao_logica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q007	matrizes_e_sistemas	matrizes	potencias_de_matrizes; produto_matricial; matrizes_de_rotacao	raciocinio_algebrico; calculo_numerico	0.95	false	1.0
ITA-MC-2026-P1-MAT-Q008	polinomios	raizes_de_polinomios	simetria_de_polinomio; raizes_reais; valor_extremo	raciocinio_algebrico; argumentacao_logica	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q009	geometria_analitica	conicas	parabola; reta_tangente; area_de_triangulo	modelagem_matematica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q010	trigonometria	equacoes_trigonometricas	sistema_trigonometrico; tangente; produto_de_solucoes	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q011	combinatoria	principios_de_contagem	bijeccoes; ordenacoes_parciais; permutacoes	argumentacao_logica; calculo_numerico	0.99	false	1.0
ITA-MC-2026-P1-MAT-Q012	sequencias_e_progressoes	progressao_geometrica	progressao_geometrica; circunferencias; razao	modelagem_matematica; raciocinio_algebrico	0.70	true	1.0
ITA-MC-2026-P1-FIS-Q013	circuitos_eletricos	corrente_e_resistencia	corrente_eletrica; densidade_de_carga; velocidade_de_deriva	analise_dimensional; modelagem_fisica	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q014	mecanica	cinematica	queda_livre; movimento_relativo; velocidade	modelagem_fisica; raciocinio_algebrico	0.90	false	1.0
ITA-MC-2026-P1-FIS-Q015	mecanica	trabalho_e_energia	resistencia_do_ar; mola; energia_dissipada	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q016	mecanica	gravitacao	planetas_em_orbita; gravitacao; periodo_orbital	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q017	ondas	movimento_harmonico_simples	pendulo_simples; sistema_massa_mola; conservacao_de_energia	modelagem_fisica; raciocinio_algebrico	0.95	false	1.0
ITA-MC-2026-P1-FIS-Q018	fluidos	hidrostatica	vasos_comunicantes; equilibrio_hidrostatico; volume	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q019	circuitos_eletricos	potencia_eletrica	consumo_de_energia; potencia; custo_de_eletricidade	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q020	optica	interferencia	filme_fino; interferencia; indice_de_refracao	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q021	circuitos_eletricos	circuitos_cc	potenciometro; divisao_de_tensao; resistores	interpretacao_de_graficos; modelagem_fisica	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q022	fluidos	hidrodinamica	escoamento_por_orificios; continuidade; velocidade_de_saida	modelagem_fisica; interpretacao_de_figuras	0.68	true	1.0
ITA-MC-2026-P1-FIS-Q023	ondas	efeito_doppler	ultrassom; fluxo_sanguineo; efeito_doppler	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2026-P1-FIS-Q024	eletromagnetismo	ondas_eletromagneticas	radiacao_monocromatica; comprimento_de_onda; intensidade	interpretacao_de_figuras; modelagem_fisica	0.75	false	1.0
ITA-MC-2026-P1-QUI-Q025	cinetica_quimica	energia_de_ativacao	catalisador_heterogeneo; arrhenius; tempo_de_reacao	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2026-P1-QUI-Q026	propriedades_periodicas	tendencias_periodicas	energia_de_ionizacao; geometria_molecular; polaridade	argumentacao_logica; resolucao_de_problemas	0.90	false	1.0
ITA-MC-2026-P1-QUI-Q027	termoquimica	calorimetria	calor_especifico; equilibrio_termico; calorimetria	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2026-P1-QUI-Q028	quimica_inorganica	geral	efeito_estufa; gases_estufa; potencial_de_aquecimento	argumentacao_logica; resolucao_de_problemas	0.90	false	1.0
ITA-MC-2026-P1-QUI-Q029	eletroquimica	pilhas	celula_galvanica; ferro_cobre; corrosao	argumentacao_logica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2026-P1-QUI-Q030	equilibrio_quimico	constante_de_equilibrio	equilibrio_aquoso; constante_de_equilibrio; ebulioscopia	modelagem_matematica; calculo_numerico	0.90	false	1.0
ITA-MC-2026-P1-QUI-Q031	cinetica_quimica	velocidade_de_reacao	reacao_elementar; lei_de_velocidade; pressao_de_vapor	modelagem_matematica; calculo_numerico	0.90	false	1.0
