question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2012-SP-FIS-Q001	ondas	acustica	velocidade_do_som; modulo_de_elasticidade; analise_dimensional	analise_dimensional; modelagem_fisica	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q002	mecanica	dinamica	plano_inclinado; atrito_cinetico; tempos_de_subida_e_descida	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q003	mecanica	dinamica	sistemas_massa_mola; elevador_acelerado; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2012-SP-FIS-Q004	mecanica	impulso_e_momento	recuo; conservacao_do_momento; movimento_relativo	modelagem_fisica; raciocinio_algebrico	0.85	false	1.0
ITA-MC-2012-SP-FIS-Q005	circuitos_eletricos	circuitos_cc	gerador_real; resistencia_interna; rendimento	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q006	mecanica	movimento_circular	movimento_circular; superficie_conica; forca_centripeta	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q007	mecanica	dinamica	mola; blocos; aceleracao_relativa	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q008	mecanica	trabalho_e_energia	potencia_constante; energia_cinetica; velocidade	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q009	mecanica	trabalho_e_energia	energia_cinetica; impacto_de_asteroide; equivalente_em_tnt	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q010	mecanica	gravitacao	sistema_binario; centro_de_massa; gravitacao	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q011	ondas	movimento_harmonico_simples	ressonancia; pendulo; frequencia_natural	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q012	fluidos	hidrostatica	manometro_em_u; pressao; elevador_acelerado	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q013	circuitos_eletricos	potencia_eletrica	efeito_joule; vaporizacao_da_agua; potencia	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q014	ondas	ondas_mecanicas	interferencia_de_ondas; fase; fontes_coerentes	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2012-SP-FIS-Q015	eletrostatica	capacitores	capacitor_de_placas; placas_metalicas; capacitancia_equivalente	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q016	eletrostatica	carga_campo_potencial	campo_eletrico_uniforme; trabalho_eletrico; potencial	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q017	optica	optica_geometrica	iluminamento; fluxo_luminoso; geometria_de_cone	modelagem_fisica; raciocinio_geometrico	0.97	false	1.0
ITA-MC-2012-SP-FIS-Q018	circuitos_eletricos	circuitos_cc	ponte_de_wheatstone; sensores_piezorresistivos; resistencia	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q019	eletromagnetismo	campo_magnetico	linhas_de_campo; fio_retilineo; simetria_cilindrica	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2012-SP-FIS-Q020	fisica_moderna	fisica_atomica	modelo_de_bohr; espectro_do_hidrogenio; incerteza_de_heisenberg	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2012-SP-ING-Q001	grammar	syntax	word_formation; suffix; effective	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2012-SP-ING-Q002	vocabulary	meaning_in_context	empathy; definition; figurative_expression	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2012-SP-ING-Q003	reading_comprehension	detail	empathy_training; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.95	false	1.0
ITA-MC-2012-SP-ING-Q004	reading_comprehension	detail	infinity; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2012-SP-ING-Q005	reading_comprehension	detail	infinity; paradoxes; factual_statements	leitura_em_ingles; interpretacao_de_texto	0.95	false	1.0
ITA-MC-2012-SP-ING-Q006	reading_comprehension	detail	kurzweil; artificial_intelligence; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2012-SP-ING-Q007	reference_and_cohesion	cohesive_devices	from_that_point_on; textual_reference	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2012-SP-ING-Q008	vocabulary	meaning_in_context	far_more; intensifier; substitution	leitura_em_ingles; analise_linguistica	0.95	false	1.0
