question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2009-SP-FIS-Q001	mecanica	rotacao	momento_angular; dimensoes_fisicas	analise_dimensional; modelagem_fisica	0.85	false	1.0
ITA-MC-2009-SP-FIS-Q002	eletrostatica	carga_campo_potencial	campo_eletrico_uniforme; carga_negativa; movimento_acelerado	modelagem_fisica; interpretacao_de_graficos	0.85	false	1.0
ITA-MC-2009-SP-FIS-Q003	mecanica	cinematica	movimento_relativo; velocidade_da_correnteza; velocidade_media	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2009-SP-FIS-Q004	mecanica	cinematica	velocidade_media; deslocamento; percurso	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2009-SP-FIS-Q005	mecanica	movimento_circular	energia_mecanica; forca_centripeta; contato_com_a_pista	modelagem_fisica; aplicacao_de_formulas	0.95	false	1.0
ITA-MC-2009-SP-FIS-Q006	mecanica	gravitacao	materia_escura; forca_gravitacional; velocidade_orbital	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2009-SP-FIS-Q007	mecanica	cinematica	posicao; velocidade; aceleracao; diagramas_causais	interpretacao_de_graficos; argumentacao_logica	0.82	false	1.0
ITA-MC-2009-SP-FIS-Q008	fluidos	hidrostatica	empuxo; prisma_flutuante; carga_maxima	modelagem_fisica; interpretacao_de_figuras	0.85	false	1.0
ITA-MC-2009-SP-FIS-Q009	mecanica	cinematica	lancamento_vertical; lancamento_horizontal; movimento_relativo	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2009-SP-FIS-Q010	mecanica	colisoes	colisao_elastica; conservacao_do_momento; energia_cinetica	modelagem_fisica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2009-SP-FIS-Q011	optica	lentes_e_espelhos	espelho_convexo; aumento_linear; equacao_de_gauss	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2009-SP-FIS-Q012	optica	interferencia	cunha_de_vidro; interferencia_em_filmes; franjas	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2009-SP-FIS-Q013	eletrostatica	carga_campo_potencial	esfera_condutora; campo_eletrico; potencial_eletrico	modelagem_fisica; argumentacao_logica	0.99	false	1.0
