question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2016-SP-FIS-Q001	fluidos	hidrodinamica	lei_de_stokes; viscosidade; analise_dimensional	analise_dimensional; modelagem_fisica	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q002	mecanica	equilibrio_e_estatica	trelica; esforcos_em_barras; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q003	mecanica	cinematica	movimento_uniforme; semaforos; velocidade_media	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q004	ondas	movimento_harmonico_simples	massa_mola; oscilacao; choque_inelastico	modelagem_fisica; interpretacao_de_figuras	0.92	false	1.0
ITA-MC-2016-SP-FIS-Q005	mecanica	cinematica	movimento_vertical; aceleracao_constante; queda_livre	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q006	mecanica	movimento_circular	curva; tombamento; centro_de_gravidade	modelagem_fisica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q007	mecanica	gravitacao	sistema_binario; centro_de_massa; orbitas	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q008	fluidos	hidrostatica	empuxo; densidade; volume_vazio	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q009	termodinamica	dilatacao	pendulo; dilatacao_termica; periodo	interpretacao_de_graficos; modelagem_fisica	0.95	false	1.0
ITA-MC-2016-SP-FIS-Q010	mecanica	movimento_circular	pendulo; tensao; velocidade_maxima	modelagem_fisica; aplicacao_de_formulas	0.88	false	1.0
ITA-MC-2016-SP-FIS-Q011	eletromagnetismo	forca_magnetica	fluido_condutor; efeito_hall; fem_motriz	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2016-SP-FIS-Q012	fluidos	hidrodinamica	tubo_de_pitot; bernoulli; velocidade_do_ar	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q013	fluidos	hidrostatica	balao; empuxo; gas_ideal	modelagem_fisica; argumentacao_logica	0.95	false	1.0
ITA-MC-2016-SP-FIS-Q014	fluidos	hidrostatica	flutuacao; liquidos_imisciveis; empuxo	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q015	mecanica	equilibrio_e_estatica	atrito; placa_dobrada; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q016	ondas	ondas_mecanicas	cordas_vibrantes; frequencia_fundamental; densidade_linear	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q017	optica	refracao	fibra_optica; reflexao_total; raio_de_curvatura	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q018	eletrostatica	capacitores	capacitores; chaveamento; carga_eletrica	modelagem_fisica; interpretacao_de_graficos	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q019	eletromagnetismo	inducao_eletromagnetica	lei_de_faraday; bobina; variacao_de_area	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2016-SP-FIS-Q020	fisica_moderna	relatividade	efeito_doppler_relativistico; redshift; velocidade_relativa	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-ING-Q001	reading_comprehension	detail	business_topics; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q002	reading_comprehension	detail	brazilian_business; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q003	grammar	syntax	commas; apposition; punctuation	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2016-SP-ING-Q004	vocabulary	meaning_in_context	lexical_substitution; contextual_meaning	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2016-SP-ING-Q005	inference	author_intent	author_position; government; business_management	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q006	reading_comprehension	detail	management_models; companies; government_support	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q007	grammar	syntax	passive_voice; verbal_forms; grammatical_analysis	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2016-SP-ING-Q008	reading_comprehension	detail	multiple_intelligences; definitions; figure	leitura_em_ingles; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2016-SP-ING-Q009	reading_comprehension	detail	multiple_intelligences; visual_spatial; factual_detail	leitura_em_ingles; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2016-SP-ING-Q010	grammar	syntax	ing_forms; pronouns; interrogatives	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2016-SP-ING-Q011	reading_comprehension	detail	roy_plunkett; teflon; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q012	reading_comprehension	detail	ptfe_properties; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q013	reading_comprehension	detail	dupont; ptfe; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q014	reading_comprehension	detail	teflon_applications; industries; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q015	reading_comprehension	detail	neuroscience_studies; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q016	reading_comprehension	detail	social_media_photos; hiring; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q017	reading_comprehension	detail	study_design; participants; images	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q018	reading_comprehension	detail	face_width; personality; third_study	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2016-SP-ING-Q019	grammar	syntax	qualifiers; modifiers; lexical_function	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2016-SP-ING-Q020	grammar	syntax	adjective_degree; comparative; superlative	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2016-SP-MAT-Q001	funcoes	funcoes_reais	monotonicity; logarithmic_function; exponential_equation	argumentacao_logica; raciocinio_algebrico	0.90	false	1.0
ITA-MC-2016-SP-MAT-Q002	logaritmos_e_exponenciais	logaritmos	number_of_digits; roots; logarithmic_order	modelagem_matematica; calculo_numerico	0.85	false	1.0
ITA-MC-2016-SP-MAT-Q003	probabilidade	probabilidade_discreta	geometric_progression; combinations; random_selection	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2016-SP-MAT-Q004	trigonometria	identidades_trigonometricas	tangent; triple_angle; sine	aplicacao_de_formulas; raciocinio_algebrico	0.85	false	1.0
ITA-MC-2016-SP-MAT-Q005	sequencias_e_progressoes	recorrencias	recursive_sequence; logarithm; convergence_properties	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2016-SP-MAT-Q006	geometria_plana	poligonos	regular_polygon; inscribed_circle; circumscribed_circle	raciocinio_geometrico; argumentacao_logica	0.99	false	1.0
ITA-MC-2016-SP-MAT-Q007	geometria_plana	triangulos	inscribed_triangle; circumradius; area	interpretacao_de_figuras; raciocinio_geometrico	0.95	false	1.0
ITA-MC-2016-SP-MAT-Q008	matrizes_e_sistemas	sistemas_lineares	inconsistent_system; parameters; rank	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2016-SP-MAT-Q009	geometria_analitica	circunferencia	circle; chord; central_angle	modelagem_matematica; raciocinio_geometrico	0.95	false	1.0
ITA-MC-2016-SP-MAT-Q010	trigonometria	identidades_trigonometricas	right_triangle; angle_difference; sine	aplicacao_de_formulas; raciocinio_geometrico	0.90	false	1.0
ITA-MC-2016-SP-MAT-Q011	matrizes_e_sistemas	matrizes	matrix_operations; matrix_expression	calculo_numerico; raciocinio_algebrico	0.70	true	1.0
