question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2019-P1-FIS-Q001	optica	polarizacao	polarizacao_da_luz; ondas_eletromagneticas; reflexao	argumentacao_logica; resolucao_de_problemas	0.92	false	1.0
ITA-MC-2019-P1-FIS-Q002	mecanica	movimento_circular	movimento_circular; mola; tensao	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2019-P1-FIS-Q003	mecanica	gravitacao	campo_gravitacional_interno; tunel_planetario; oscilacao	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2019-P1-FIS-Q004	optica	lentes_e_espelhos	espelho_concavo; aumento_linear; distancia_focal	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2019-P1-FIS-Q005	circuitos_eletricos	circuitos_cc	bateria; resistencia_interna; carregamento	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2019-P1-FIS-Q006	mecanica	equilibrio_e_estatica	barra; equilibrio; torque	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2019-P1-FIS-Q007	mecanica	rotacao	efeito_magnus; rotacao; trajetoria	argumentacao_logica; interpretacao_de_figuras	0.88	false	1.0
ITA-MC-2019-P1-FIS-Q008	termodinamica	gases	efusao; distribuicao_de_maxwell; mistura_gasosa	argumentacao_logica; modelagem_fisica	0.95	false	1.0
ITA-MC-2019-P1-FIS-Q009	eletrostatica	carga_campo_potencial	potencial_eletrico; campo_eletrico; gradiente_de_potencial	interpretacao_de_figuras; modelagem_fisica	0.99	false	1.0
ITA-MC-2019-P1-FIS-Q010	eletromagnetismo	forca_magnetica	movimento_helicoidal; particula_carregada; periodo_ciclotron	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2019-P1-FIS-Q011	fisica_moderna	efeito_fotoeletrico	radiacao_termica; fotoemissao; eletrodo	argumentacao_logica; interpretacao_de_figuras	0.85	false	1.0
ITA-MC-2019-P1-FIS-Q012	eletromagnetismo	inducao_eletromagnetica	solenoide; espira; fluxo_magnetico	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2019-P1-ING-Q025	reading_comprehension	detail	food_consumption; statistics; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2019-P1-ING-Q026	reading_comprehension	detail	calorie_consumption; historical_comparison	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2019-P1-ING-Q027	reading_comprehension	detail	obesity; legislators; research_data	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2019-P1-ING-Q028	inference	author_intent	obesity; responsibility; food_industry	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2019-P1-ING-Q029	reference_and_cohesion	connectors	as; semantic_equivalence; connector	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2019-P1-ING-Q030	inference	implicit_meaning	cartoon; journalism; fact_checking	leitura_em_ingles; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2019-P1-ING-Q031	inference	implicit_meaning	boss_reaction; cartoon; journalism	leitura_em_ingles; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2019-P1-ING-Q032	grammar	syntax	word_classes; nouns; verbs	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2019-P1-ING-Q033	reading_comprehension	detail	artificial_intelligence; regulation; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2019-P1-ING-Q034	reading_comprehension	inference	software_defined_regulation; ai; policy	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2019-P1-ING-Q035	vocabulary	meaning_in_context	lexical_substitution; contextual_meaning	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2019-P1-ING-Q036	grammar	syntax	so; purpose; intensifier; discourse_reference	leitura_em_ingles; analise_linguistica	0.95	false	1.0
ITA-MC-2019-P1-MAT-Q037	geometria_plana	triangulos	retangulo; pontos_medios; tangente_de_angulo	raciocinio_geometrico; modelagem_matematica	0.99	false	1.0
ITA-MC-2019-P1-MAT-Q038	polinomios	raizes_de_polinomios	raizes_em_progressao_aritmetica; vieta; soma_de_raizes	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2019-P1-MAT-Q039	geometria_analitica	circunferencia	retas_tangentes; circunferencia; angulo_entre_retas	modelagem_matematica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2019-P1-MAT-Q040	geometria_espacial	areas_e_volumes	cone; planificacao; setor_circular	modelagem_matematica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2019-P1-MAT-Q041	matrizes_e_sistemas	sistemas_lineares	sistema_impossivel; parametros; lugar_geometrico	raciocinio_algebrico; modelagem_matematica	0.99	false	1.0
