question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2013-SP-FIS-Q001	mecanica	cinematica	movimento_relativo; distancia_minima	modelagem_fisica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q002	ondas	movimento_harmonico_simples	massa_mola; forca_normal; perda_de_contato	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2013-SP-FIS-Q003	optica	interferencia	experimento_de_young; franjas; comprimento_de_onda	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q004	mecanica	dinamica	cilindros_em_contato; aceleracao; forcas_normais	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q005	mecanica	equilibrio_e_estatica	centro_de_massa; barra; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2013-SP-FIS-Q006	mecanica	equilibrio_e_estatica	corda; contato; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2013-SP-FIS-Q007	mecanica	colisoes	lancamento_obliquo; colisao_com_parede; coeficiente_de_restituicao	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q008	termodinamica	gases	expansao_de_gas; energia; conservacao_do_momento	modelagem_fisica; raciocinio_algebrico	0.90	false	1.0
ITA-MC-2013-SP-FIS-Q009	mecanica	impulso_e_momento	rampa_movel; conservacao_do_momento; movimento_relativo	modelagem_fisica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q010	eletrostatica	capacitores	sensor_capacitivo; dieletrico; nivel_de_liquido	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2013-SP-FIS-Q011	circuitos_eletricos	circuitos_cc	circuito_rl; chaveamento; corrente_transitoria	interpretacao_de_graficos; modelagem_fisica	0.90	false	1.0
ITA-MC-2013-SP-FIS-Q012	optica	refracao	prisma; desvio_angular; espelho_plano	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q013	optica	interferencia	microondas; filme_dieletrico; reflexao_construtiva	modelagem_fisica; aplicacao_de_formulas	0.98	false	1.0
ITA-MC-2013-SP-FIS-Q014	circuitos_eletricos	circuitos_cc	leis_de_kirchhoff; resistores; geradores	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q015	eletrostatica	carga_campo_potencial	cascas_condutoras; potencial; carga_induzida	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2013-SP-FIS-Q016	fluidos	hidrostatica	empuxo; liquidos_imisciveis; mola	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q017	termodinamica	leis_da_termodinamica	seta_do_tempo; irreversibilidade; segunda_lei	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q018	fisica_moderna	efeito_fotoeletrico	espectro_do_hidrogenio; efeito_fotoeletrico; funcao_trabalho	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2013-SP-FIS-Q019	eletromagnetismo	campo_magnetico	espira_circular; fios_retilineos; superposicao	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2013-SP-FIS-Q020	mecanica	gravitacao	orbita_eliptica; energia_orbital; semieixo_maior	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
