question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2017-SP-FIS-Q001	fisica_moderna	relatividade	ondas_gravitacionais; analise_dimensional; quadrupolo	analise_dimensional; modelagem_fisica	0.95	false	1.0
ITA-MC-2017-SP-FIS-Q002	mecanica	equilibrio_e_estatica	atrito; bastao; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q003	mecanica	dinamica	referencial_acelerado; atrito; movimento_relativo	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q004	eletrostatica	capacitores	capacitancia_esferica; conservacao_de_carga; potencial	modelagem_fisica; calculo_numerico	0.95	false	1.0
ITA-MC-2017-SP-FIS-Q005	mecanica	dinamica	atrito_estatico; tracao_dianteira; rolamento	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q006	ondas	movimento_harmonico_simples	pendulo; massa_variavel; periodo	modelagem_fisica; interpretacao_de_figuras	0.90	false	1.0
ITA-MC-2017-SP-FIS-Q007	mecanica	equilibrio_e_estatica	haste; pendulo; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2017-SP-FIS-Q008	eletrostatica	carga_campo_potencial	plasma; cargas; tempo_de_voo	interpretacao_de_graficos; modelagem_fisica	0.80	false	1.0
ITA-MC-2017-SP-FIS-Q009	fisica_moderna	efeito_fotoeletrico	funcao_trabalho; frequencia; emissao_de_eletrons	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q010	optica	difracao	fenda; difracao; fotodetectores	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2017-SP-FIS-Q011	mecanica	equilibrio_e_estatica	molas_em_serie_vertical; equilibrio; deformacao	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q012	eletromagnetismo	inducao_eletromagnetica	betatron; inducao; aceleracao_de_eletrons	modelagem_fisica; calculo_numerico	0.95	false	1.0
ITA-MC-2017-SP-FIS-Q013	eletromagnetismo	forca_magnetica	carga_em_campo_magnetico; gravidade; movimento	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q014	mecanica	cinematica	grafico_velocidade_distancia; tempo; deslocamento	interpretacao_de_graficos; modelagem_fisica	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q015	fisica_moderna	fisica_atomica	espectro_do_hidrogenio; modelo_de_bohr; linhas_espectrais	interpretacao_de_tabelas; argumentacao_logica	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q016	mecanica	gravitacao	orbita_proxima_a_superficie; periodo; densidade_planetaria	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q017	ondas	ondas_mecanicas	interferencia_sonora; diferenca_de_caminho; comprimento_de_onda	modelagem_fisica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q018	termodinamica	maquinas_termicas	ciclo_termodinamico; eficiencia; ciclo_de_carnot	interpretacao_de_graficos; modelagem_fisica	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q019	ondas	ondas_mecanicas	propagacao_em_corda; velocidade_de_onda; fotografias_da_onda	interpretacao_de_graficos; modelagem_fisica	0.99	false	1.0
ITA-MC-2017-SP-FIS-Q020	fluidos	hidrodinamica	jato_de_agua; vazao; potencia_mecanica	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2017-SP-ING-Q001	text_structure	organization	text_genre; narrative_type	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q002	text_structure	organization	narrator; direct_and_indirect_speech	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q003	reading_comprehension	detail	geri_taylor; alzheimer; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q004	reading_comprehension	detail	neurologist; diagnostic_procedures; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q005	reading_comprehension	detail	diagnosis; symptoms; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q006	grammar	syntax	adverbs; word_class; grammatical_function	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2017-SP-ING-Q007	grammar	syntax	qualifier; modifier; grammatical_function	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2017-SP-ING-Q008	reading_comprehension	detail	finance_professionals; boot_camp; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q009	reading_comprehension	detail	patrick_makanza; career; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q010	reference_and_cohesion	connectors	despite; concession; paraphrase	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2017-SP-ING-Q011	grammar	syntax	agent_of_clause; syntactic_function	leitura_em_ingles; analise_linguistica	0.95	false	1.0
ITA-MC-2017-SP-ING-Q012	reference_and_cohesion	pronoun_reference	whose; antecedent; reference	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2017-SP-ING-Q013	inference	implicit_meaning	conversation; annoyance; information_overload	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q014	reading_comprehension	inference	apps; functionality; implied_information	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q015	reference_and_cohesion	pronoun_reference	app_references; pronouns; antecedents	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2017-SP-ING-Q016	grammar	syntax	word_classes; grammatical_classification	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2017-SP-ING-Q017	reading_comprehension	main_idea	starshot_project; objective; nanocraft	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2017-SP-ING-Q018	reading_comprehension	detail	starshot; travel_time; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
