question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2015-SP-FIS-Q001	ondas	ondas_mecanicas	velocidade_de_pulso; tensao_na_corda; densidade_linear	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q002	eletrostatica	carga_campo_potencial	carga_em_campo_uniforme; lancamento_vertical; energia	modelagem_fisica; aplicacao_de_formulas	0.95	false	1.0
ITA-MC-2015-SP-FIS-Q003	mecanica	dinamica	descolamento_de_hemisferio; perda_de_contato; atrito	modelagem_fisica; argumentacao_logica	0.95	false	1.0
ITA-MC-2015-SP-FIS-Q004	eletrostatica	carga_campo_potencial	equilibrio_eletrostatico; cargas_fixas; estabilidade	modelagem_fisica; argumentacao_logica	0.95	false	1.0
ITA-MC-2015-SP-FIS-Q005	eletromagnetismo	campo_magnetico	campo_de_carga_movel; solenoide; fios_paralelos	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q006	mecanica	equilibrio_e_estatica	centro_de_massa; chapa_com_recorte; coordenadas	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q007	fisica_moderna	quantica	pressao_de_radiacao; momento_do_foton; fusao_do_gelo	modelagem_fisica; calculo_numerico	0.90	false	1.0
ITA-MC-2015-SP-FIS-Q008	mecanica	equilibrio_e_estatica	tombamento; torque; cone	modelagem_fisica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q009	optica	interferencia	cunha_de_vidro; interferencia_destrutiva; comprimentos_de_onda	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q010	fluidos	hidrostatica	manometro_em_u; referencial_acelerado; nivel_do_liquido	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q011	mecanica	equilibrio_e_estatica	modulo_de_young; tensao; deformacao	modelagem_fisica; interpretacao_de_graficos	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q012	mecanica	gravitacao	campo_gravitacional; simetria; corpos_homogeneos	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q013	mecanica	movimento_circular	rotacao; forca_centrifuga; mola	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2015-SP-FIS-Q014	fisica_moderna	fisica_nuclear	isotopos; meia_vida; decaimento_radioativo	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q015	ondas	movimento_harmonico_simples	posicao; velocidade; aceleracao; fase	interpretacao_de_graficos; modelagem_fisica	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q016	termodinamica	gases	processo_adiabatico; trabalho; gamma	modelagem_fisica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q017	eletrostatica	carga_campo_potencial	energia_potencial_eletrostatica; trabalho_de_montagem; cargas_pontuais	modelagem_fisica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q018	eletromagnetismo	inducao_eletromagnetica	espira_em_campo; lei_de_lenz; torque_induzido	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2015-SP-FIS-Q019	fisica_moderna	relatividade	dilatacao_do_tempo; muon; meia_vida	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2015-SP-FIS-Q020	optica	interferencia	interferencia; meio_em_movimento; indice_de_refracao	modelagem_fisica; interpretacao_de_figuras	0.90	false	1.0
ITA-MC-2015-SP-ING-Q001	text_structure	organization	tipologia_textual; narrador; estrutura	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q002	reading_comprehension	detail	robbee_kosak; randy_pausch; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q003	grammar	syntax	qualifiers; adjectives; modifiers	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2015-SP-ING-Q004	inference	implicit_meaning	window_into_myself; figurative_meaning; self_perception	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q005	grammar	syntax	lexical_choices; possessive_forms; syntax	leitura_em_ingles; analise_linguistica	0.95	false	1.0
ITA-MC-2015-SP-ING-Q006	grammar	verb_tenses	reported_speech; direct_speech; tense_shift	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2015-SP-ING-Q007	reading_comprehension	detail	talos_project; military_exoskeleton; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q008	reading_comprehension	detail	legacy_effects; movie_costumes; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q009	vocabulary	meaning_in_context	capable_of; paraphrase; contextual_meaning	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2015-SP-ING-Q010	reading_comprehension	detail	talos_requirements; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.95	false	1.0
ITA-MC-2015-SP-ING-Q011	reading_comprehension	detail	sticker_albums; author_claims; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q012	reading_comprehension	detail	panini; world_cup_stickers; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q013	grammar	syntax	active_voice; passive_voice; verbal_construction	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2015-SP-ING-Q014	grammar	verb_tenses	gerund; progressive_aspect; ing_form	leitura_em_ingles; analise_linguistica	0.95	false	1.0
ITA-MC-2015-SP-ING-Q015	reference_and_cohesion	pronoun_reference	anaphora; textual_reference; lexical_reference	leitura_em_ingles; analise_linguistica	0.95	false	1.0
ITA-MC-2015-SP-ING-Q016	reading_comprehension	detail	sardy; velenik; sticker_collection	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q017	inference	implicit_meaning	despite_entreaties; inference; sticker_trade	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2015-SP-ING-Q018	reference_and_cohesion	connectors	due_to; because_of; causal_connector	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2015-SP-ING-Q019	text_structure	rhetorical_function	semantic_relation; comic_panels; contradiction_or_reinforcement	leitura_em_ingles; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2015-SP-ING-Q020	inference	implicit_meaning	cartoon; news_report; implicit_message	leitura_em_ingles; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q001	algebra	geral	rational_numbers; decimal_expansion; irrationality	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q002	numeros_complexos	geral	sets_in_complex_plane; modulus; roots	interpretacao_de_figuras; raciocinio_algebrico	0.85	false	1.0
ITA-MC-2015-SP-MAT-Q003	numeros_complexos	forma_algebrica	real_part; imaginary_part; inverse_trigonometric_functions	raciocinio_algebrico; aplicacao_de_formulas	0.85	false	1.0
ITA-MC-2015-SP-MAT-Q004	geometria_analitica	circunferencia	circle_tangent_to_lines; radius; area	modelagem_matematica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q005	sequencias_e_progressoes	recorrencias	recurrence; fibonacci_type_sequence; divisibility	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q006	algebra	equacoes_e_inequacoes	equation_with_integer_parameters; real_solutions	argumentacao_logica; raciocinio_algebrico	0.72	true	1.0
ITA-MC-2015-SP-MAT-Q007	polinomios	raizes_de_polinomios	double_root; polynomial_root; coefficients	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q008	polinomios	divisibilidade_de_polinomios	polynomial_remainder; division_algorithm; roots	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q009	geometria_plana	triangulos	right_triangle; maximization; angles	modelagem_matematica; raciocinio_geometrico	0.90	false	1.0
ITA-MC-2015-SP-MAT-Q010	trigonometria	equacoes_trigonometricas	trigonometric_equation; sine; cosine	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2015-SP-MAT-Q011	trigonometria	identidades_trigonometricas	cosine_sum; trigonometric_constraints; minimum_value	raciocinio_algebrico; resolucao_de_problemas	0.85	false	1.0
