question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2025-P1-MAT-Q001	numeros_complexos	geral	plano_de_argand_gauss; potencias_complexas; area_de_triangulo	raciocinio_algebrico; raciocinio_geometrico	0.95	false	1.0
ITA-MC-2025-P1-MAT-Q002	geometria_espacial	solidos	poliedros; formula_de_euler; convexidade	argumentacao_logica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q003	combinatoria	binomio_de_newton	termo_independente; expansao_binomial; coeficientes	raciocinio_algebrico; calculo_numerico	0.95	false	1.0
ITA-MC-2025-P1-MAT-Q004	funcoes	funcoes_reais	injetividade; sobrejetividade; composicao_implicita	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q005	sequencias_e_progressoes	sequencias	somas_parciais; progressao_geometrica; progressao_aritmetica	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q006	logaritmos_e_exponenciais	exponenciais	equacao_exponencial; parametro; numero_de_solucoes	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q007	matrizes_e_sistemas	sistemas_lineares	sistemas_equivalentes; parametros; eliminacao_linear	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q008	trigonometria	geral	dominio; identidades_trigonometricas; intervalo_maximo	raciocinio_algebrico; resolucao_de_problemas	0.95	false	1.0
ITA-MC-2025-P1-MAT-Q009	geometria_espacial	areas_e_volumes	circunferencias_secantes; solido_de_revolucao; volume	raciocinio_geometrico; modelagem_matematica	0.95	false	1.0
ITA-MC-2025-P1-MAT-Q010	polinomios	raizes_de_polinomios	raiz_comum; maximo_divisor_comum_de_polinomios; numeros_complexos	raciocinio_algebrico; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q011	geometria_analitica	conicas	hiperbole; elipse; focos; excentricidade	raciocinio_geometrico; modelagem_matematica	0.99	false	1.0
ITA-MC-2025-P1-MAT-Q012	teoria_dos_numeros	divisibilidade	numero_de_divisores; fatoracao_prima; quadrado_perfeito	raciocinio_algebrico; calculo_numerico	0.99	false	1.0
ITA-MC-2025-P1-FIS-Q013	mecanica	cinematica	posicao; velocidade; distancia_percorrida	modelagem_fisica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2025-P1-FIS-Q014	mecanica	colisoes	trilho_vertical; energia_mecanica; choque	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2025-P1-FIS-Q015	mecanica	gravitacao	fases_de_satelite; periodo_orbital; terceira_lei_de_kepler	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2025-P1-FIS-Q016	ondas	movimento_harmonico_simples	osciladores_massa_mola; associacao_de_molas; frequencia	modelagem_fisica; raciocinio_algebrico	0.99	false	1.0
