question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2014-SP-FIS-Q001	mecanica	equilibrio_e_estatica	modulo_de_young; flexao; peso_proprio	modelagem_fisica; analise_dimensional	0.95	false	1.0
ITA-MC-2014-SP-FIS-Q002	mecanica	gravitacao	segunda_lei_de_kepler; orbitas; area_varrida	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q003	fluidos	hidrostatica	pressao_hidrostatica; esfera; equilibrio	modelagem_fisica; interpretacao_de_figuras	0.98	false	1.0
ITA-MC-2014-SP-FIS-Q004	optica	interferencia	aneis_de_newton; lente_plano_concava; distancia_focal	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2014-SP-FIS-Q005	eletrostatica	capacitores	capacitor_de_placas; equilibrio_mecanico; permissividade	modelagem_fisica; raciocinio_algebrico	0.95	false	1.0
ITA-MC-2014-SP-FIS-Q006	optica	interferencia	interferometro_de_michelson; indice_de_refracao; franjas	modelagem_fisica; interpretacao_de_figuras	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q007	fisica_moderna	fisica_atomica	impurezas_em_semicondutores; modelo_hidrogenoide; energia_de_ionizacao	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q008	fisica_moderna	relatividade	transformacao_de_campos; campo_eletrico; referencial_inercial	modelagem_fisica; argumentacao_logica	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q009	eletrostatica	carga_campo_potencial	equilibrio_eletrostatico; inducao; equipotencial	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q010	termodinamica	maquinas_termicas	ciclo_termodinamico; calor; gas_monoatomico	interpretacao_de_graficos; modelagem_fisica	0.95	false	1.0
ITA-MC-2014-SP-FIS-Q011	eletromagnetismo	inducao_eletromagnetica	lei_de_lenz; ima; corrente_induzida	interpretacao_de_graficos; modelagem_fisica	0.85	false	1.0
ITA-MC-2014-SP-FIS-Q012	circuitos_eletricos	circuitos_cc	quadripolo; matriz_de_impedancia; passividade	modelagem_fisica; raciocinio_algebrico	0.85	false	1.0
ITA-MC-2014-SP-FIS-Q013	fisica_moderna	relatividade	sistema_binario; radiacao_gravitacional; velocidade_orbital	modelagem_fisica; aplicacao_de_formulas	0.80	false	1.0
ITA-MC-2014-SP-FIS-Q014	optica	interferencia	interferencia_de_tres_fendas; intensidade; superposicao	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q015	termodinamica	leis_da_termodinamica	segunda_lei; degradacao_da_energia; entropia	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2014-SP-FIS-Q016	fluidos	hidrostatica	liquido_em_rotacao; superficie_paraboloide; transbordamento	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
