question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2023-P1-FIS-Q001	mecanica	cinematica	lancamento_horizontal; resistencia_do_ar; trajetoria	interpretacao_de_graficos; modelagem_fisica	0.95	false	1.0
ITA-MC-2023-P1-FIS-Q002	mecanica	rotacao	disco; mola; equilibrio_rotacional	modelagem_fisica; interpretacao_de_figuras	0.90	false	1.0
ITA-MC-2023-P1-FIS-Q003	termodinamica	gases	gas_monoatomico; transformacao_isentropica; trabalho	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2023-P1-FIS-Q004	mecanica	movimento_circular	loop_vertical; energia_mecanica; contato	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2023-P1-FIS-Q005	fluidos	hidrostatica	liquidos_imisciveis; referencial_acelerado; superficie_livre	modelagem_fisica; interpretacao_de_figuras	0.95	false	1.0
ITA-MC-2023-P1-FIS-Q006	termodinamica	maquinas_termicas	ciclo_termodinamico; isotermica; rendimento	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2023-P1-FIS-Q007	ondas	ondas_mecanicas	ola; velocidade_de_propagacao; comprimento_de_onda	argumentacao_logica; modelagem_fisica	0.99	false	1.0
ITA-MC-2023-P1-FIS-Q008	optica	polarizacao	polarizador_linear; lei_de_malus; projecao_da_polarizacao	interpretacao_de_figuras; modelagem_fisica	0.99	false	1.0
ITA-MC-2023-P1-FIS-Q009	circuitos_eletricos	geral	circuito_equivalente; membrana_celular; resistor_capacitor	argumentacao_logica; modelagem_fisica	0.95	false	1.0
ITA-MC-2023-P1-FIS-Q010	eletromagnetismo	forca_magnetica	particula_carregada; campo_magnetico; gravidade	modelagem_fisica; aplicacao_de_formulas	0.99	false	1.0
ITA-MC-2023-P1-FIS-Q011	eletromagnetismo	inducao_eletromagnetica	ima_em_movimento; lei_de_lenz; corrente_induzida	interpretacao_de_figuras; argumentacao_logica	0.99	false	1.0
ITA-MC-2023-P1-FIS-Q012	fisica_moderna	relatividade	muons; dilatacao_do_tempo; raios_cosmicos	modelagem_fisica; calculo_numerico	0.99	false	1.0
ITA-MC-2023-P1-ING-Q025	reading_comprehension	detail	unrecognized_states; citizenship; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2023-P1-ING-Q026	reading_comprehension	detail	unrecognized_states; populations; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2023-P1-ING-Q027	reference_and_cohesion	connectors	although; contrast; concession	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2023-P1-ING-Q028	reference_and_cohesion	connectors	whereas; contrast; semantic_equivalence	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2023-P1-ING-Q029	vocabulary	synonyms_and_antonyms	allegiance; loyalty; contextual_vocabulary	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2023-P1-ING-Q030	grammar	syntax	emphatic_do; auxiliary; emphasis	leitura_em_ingles; analise_linguistica	0.95	false	1.0
ITA-MC-2023-P1-ING-Q031	reading_comprehension	detail	latin_america_books; chronology; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2023-P1-ING-Q032	reading_comprehension	detail	conquistadores; fernando_cervantes; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2023-P1-ING-Q033	vocabulary	meaning_in_context	self_styled; title; contextual_meaning	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2023-P1-ING-Q034	reference_and_cohesion	connectors	even_so; concession; modern_art_week	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2023-P1-ING-Q035	reading_comprehension	detail	modernism; third_paragraph; factual_detail	leitura_em_ingles; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2023-P1-ING-Q036	reference_and_cohesion	pronoun_reference	that; antecedent; manifesto_antropofago	leitura_em_ingles; analise_linguistica	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q037	matrizes_e_sistemas	determinantes	determinante; potencia_de_matriz; matriz_quadrada	raciocinio_algebrico; calculo_numerico	0.90	false	1.0
ITA-MC-2023-P1-MAT-Q038	numeros_complexos	geral	iteracao_de_funcao; numero_complexo; periodicidade	raciocinio_algebrico; calculo_numerico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q039	geometria_plana	poligonos	poligono_convexo; regularidade; angulos_internos	argumentacao_logica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q040	polinomios	coeficientes	media_harmonica; raizes; relacoes_de_vieta	raciocinio_algebrico; calculo_numerico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q041	funcoes	funcoes_reais	funcoes_exponenciais; desigualdades; sinal_de_funcao	argumentacao_logica; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q042	geometria_plana	triangulos	triangulo_retangulo; paralelas; minimizacao_de_segmento	raciocinio_geometrico; modelagem_matematica	0.95	false	1.0
ITA-MC-2023-P1-MAT-Q043	numeros_complexos	forma_polar	potencias_complexas; conjugado; soma_geometrica	raciocinio_algebrico; calculo_numerico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q044	geometria_analitica	conicas	hiperbole; focos; propriedade_focal	raciocinio_geometrico; modelagem_matematica	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q045	probabilidade	probabilidade_discreta	lancamento_de_moedas; processo_iterativo; sobrevivencia	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q046	geometria_espacial	areas_e_volumes	solido_de_revolucao; triangulo_retangulo; volume	modelagem_matematica; raciocinio_geometrico	0.99	false	1.0
ITA-MC-2023-P1-MAT-Q047	trigonometria	equacoes_trigonometricas	equacao_trigonometrica; numero_de_solucoes; intervalo	raciocinio_algebrico; resolucao_de_problemas	0.95	false	1.0
ITA-MC-2023-P1-MAT-Q048	combinatoria	binomio_de_newton	expansao_polinomial; coeficientes; filtro_modulo_3	raciocinio_algebrico; calculo_numerico	0.90	false	1.0
ITA-MC-2023-P1-POR-Q013	literatura	autores_e_obras	os_ratos; adelaide; dyonelio_machado	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2023-P1-POR-Q014	literatura	analise_literaria	os_ratos; linguagem; oralidade	interpretacao_de_texto; analise_linguistica	0.99	false	1.0
